"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20230323.csv"
"C","Report for 03/23/2023"
"C","Report generated 08/12/2024 17:09:37 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","03/23/2023","00:07:48","Coal","Coal",10,"No"
"D","03/23/2023","00:07:48","Hydro","Hydro",794,"No"
"D","03/23/2023","00:07:48","Natural Gas","Natural Gas",4961,"Yes"
"D","03/23/2023","00:07:48","Nuclear","Nuclear",3355,"No"
"D","03/23/2023","00:07:48","Other","Other",36,"No"
"D","03/23/2023","00:07:48","Landfill Gas","Renewables",37,"No"
"D","03/23/2023","00:07:48","Refuse","Renewables",330,"No"
"D","03/23/2023","00:07:48","Wind","Renewables",218,"No"
"D","03/23/2023","00:07:48","Wood","Renewables",250,"No"
"D","03/23/2023","00:18:03","Coal","Coal",9,"No"
"D","03/23/2023","00:18:03","Hydro","Hydro",794,"No"
"D","03/23/2023","00:18:03","Natural Gas","Natural Gas",5014,"Yes"
"D","03/23/2023","00:18:03","Nuclear","Nuclear",3353,"No"
"D","03/23/2023","00:18:03","Other","Other",0,"No"
"D","03/23/2023","00:18:03","Landfill Gas","Renewables",37,"No"
"D","03/23/2023","00:18:03","Refuse","Renewables",323,"No"
"D","03/23/2023","00:18:03","Wind","Renewables",205,"No"
"D","03/23/2023","00:18:03","Wood","Renewables",249,"No"
"D","03/23/2023","00:25:21","Coal","Coal",5,"No"
"D","03/23/2023","00:25:21","Hydro","Hydro",794,"No"
"D","03/23/2023","00:25:21","Natural Gas","Natural Gas",4892,"Yes"
"D","03/23/2023","00:25:21","Nuclear","Nuclear",3352,"No"
"D","03/23/2023","00:25:21","Other","Other",2,"No"
"D","03/23/2023","00:25:21","Landfill Gas","Renewables",37,"No"
"D","03/23/2023","00:25:21","Refuse","Renewables",333,"No"
"D","03/23/2023","00:25:21","Wind","Renewables",205,"No"
"D","03/23/2023","00:25:21","Wood","Renewables",248,"No"
"D","03/23/2023","00:33:52","Coal","Coal",12,"No"
"D","03/23/2023","00:33:52","Hydro","Hydro",795,"No"
"D","03/23/2023","00:33:52","Natural Gas","Natural Gas",4858,"Yes"
"D","03/23/2023","00:33:52","Nuclear","Nuclear",3354,"No"
"D","03/23/2023","00:33:52","Other","Other",0,"No"
"D","03/23/2023","00:33:52","Landfill Gas","Renewables",37,"No"
"D","03/23/2023","00:33:52","Refuse","Renewables",329,"No"
"D","03/23/2023","00:33:52","Wind","Renewables",200,"No"
"D","03/23/2023","00:33:52","Wood","Renewables",249,"No"
"D","03/23/2023","00:42:47","Coal","Coal",12,"No"
"D","03/23/2023","00:42:47","Hydro","Hydro",793,"No"
"D","03/23/2023","00:42:47","Natural Gas","Natural Gas",4778,"Yes"
"D","03/23/2023","00:42:47","Nuclear","Nuclear",3354,"No"
"D","03/23/2023","00:42:47","Other","Other",0,"No"
"D","03/23/2023","00:42:47","Landfill Gas","Renewables",37,"No"
"D","03/23/2023","00:42:47","Refuse","Renewables",330,"No"
"D","03/23/2023","00:42:47","Wind","Renewables",202,"No"
"D","03/23/2023","00:42:47","Wood","Renewables",248,"No"
"D","03/23/2023","00:51:11","Coal","Coal",10,"No"
"D","03/23/2023","00:51:11","Hydro","Hydro",796,"No"
"D","03/23/2023","00:51:11","Natural Gas","Natural Gas",4642,"Yes"
"D","03/23/2023","00:51:11","Nuclear","Nuclear",3353,"No"
"D","03/23/2023","00:51:11","Other","Other",2,"No"
"D","03/23/2023","00:51:11","Landfill Gas","Renewables",37,"No"
"D","03/23/2023","00:51:11","Refuse","Renewables",328,"No"
"D","03/23/2023","00:51:11","Wind","Renewables",205,"No"
"D","03/23/2023","00:51:11","Wood","Renewables",247,"No"
"D","03/23/2023","01:00:25","Coal","Coal",10,"No"
"D","03/23/2023","01:00:25","Hydro","Hydro",799,"No"
"D","03/23/2023","01:00:25","Natural Gas","Natural Gas",4829,"Yes"
"D","03/23/2023","01:00:25","Nuclear","Nuclear",3353,"No"
"D","03/23/2023","01:00:25","Other","Other",0,"No"
"D","03/23/2023","01:00:25","Landfill Gas","Renewables",37,"No"
"D","03/23/2023","01:00:25","Refuse","Renewables",327,"No"
"D","03/23/2023","01:00:25","Wind","Renewables",218,"No"
"D","03/23/2023","01:00:25","Wood","Renewables",248,"No"
"D","03/23/2023","01:10:07","Coal","Coal",11,"No"
"D","03/23/2023","01:10:07","Hydro","Hydro",777,"No"
"D","03/23/2023","01:10:07","Natural Gas","Natural Gas",4714,"Yes"
"D","03/23/2023","01:10:07","Nuclear","Nuclear",3354,"No"
"D","03/23/2023","01:10:07","Other","Other",32,"No"
"D","03/23/2023","01:10:07","Landfill Gas","Renewables",37,"No"
"D","03/23/2023","01:10:07","Refuse","Renewables",327,"No"
"D","03/23/2023","01:10:07","Wind","Renewables",247,"No"
"D","03/23/2023","01:10:07","Wood","Renewables",249,"No"
"D","03/23/2023","01:14:55","Coal","Coal",8,"No"
"D","03/23/2023","01:14:55","Hydro","Hydro",778,"No"
"D","03/23/2023","01:14:55","Natural Gas","Natural Gas",4778,"Yes"
"D","03/23/2023","01:14:55","Nuclear","Nuclear",3354,"No"
"D","03/23/2023","01:14:55","Other","Other",17,"No"
