"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20230809.csv"
"C","Report for 08/09/2023"
"C","Report generated 08/12/2024 17:21:45 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","08/09/2023","00:00:02","Hydro","Hydro",802,"No"
"D","08/09/2023","00:00:02","Natural Gas","Natural Gas",6032,"Yes"
"D","08/09/2023","00:00:02","Nuclear","Nuclear",3325,"No"
"D","08/09/2023","00:00:02","Oil","Oil",40,"No"
"D","08/09/2023","00:00:02","Other","Other",8,"No"
"D","08/09/2023","00:00:02","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","00:00:02","Refuse","Renewables",293,"No"
"D","08/09/2023","00:00:02","Wind","Renewables",506,"Yes"
"D","08/09/2023","00:00:02","Wood","Renewables",242,"No"
"D","08/09/2023","00:03:52","Hydro","Hydro",799,"No"
"D","08/09/2023","00:03:52","Natural Gas","Natural Gas",5917,"Yes"
"D","08/09/2023","00:03:52","Nuclear","Nuclear",3327,"No"
"D","08/09/2023","00:03:52","Oil","Oil",42,"No"
"D","08/09/2023","00:03:52","Other","Other",1,"No"
"D","08/09/2023","00:03:52","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","00:03:52","Refuse","Renewables",294,"No"
"D","08/09/2023","00:03:52","Wind","Renewables",498,"Yes"
"D","08/09/2023","00:03:52","Wood","Renewables",242,"No"
"D","08/09/2023","00:04:12","Hydro","Hydro",799,"Yes"
"D","08/09/2023","00:04:12","Natural Gas","Natural Gas",5917,"No"
"D","08/09/2023","00:04:12","Nuclear","Nuclear",3327,"No"
"D","08/09/2023","00:04:12","Oil","Oil",42,"No"
"D","08/09/2023","00:04:12","Other","Other",1,"No"
"D","08/09/2023","00:04:12","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","00:04:12","Refuse","Renewables",294,"No"
"D","08/09/2023","00:04:12","Wind","Renewables",498,"Yes"
"D","08/09/2023","00:04:12","Wood","Renewables",242,"No"
"D","08/09/2023","00:09:40","Hydro","Hydro",858,"No"
"D","08/09/2023","00:09:40","Natural Gas","Natural Gas",5750,"Yes"
"D","08/09/2023","00:09:40","Nuclear","Nuclear",3324,"No"
"D","08/09/2023","00:09:40","Oil","Oil",43,"No"
"D","08/09/2023","00:09:40","Other","Other",1,"No"
"D","08/09/2023","00:09:40","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","00:09:40","Refuse","Renewables",284,"No"
"D","08/09/2023","00:09:40","Wind","Renewables",492,"Yes"
"D","08/09/2023","00:09:40","Wood","Renewables",242,"No"
"D","08/09/2023","00:16:28","Hydro","Hydro",842,"Yes"
"D","08/09/2023","00:16:28","Natural Gas","Natural Gas",5654,"Yes"
"D","08/09/2023","00:16:28","Nuclear","Nuclear",3323,"No"
"D","08/09/2023","00:16:28","Oil","Oil",44,"No"
"D","08/09/2023","00:16:28","Other","Other",24,"No"
"D","08/09/2023","00:16:28","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","00:16:28","Refuse","Renewables",295,"No"
"D","08/09/2023","00:16:28","Wind","Renewables",483,"Yes"
"D","08/09/2023","00:16:28","Wood","Renewables",241,"No"
"D","08/09/2023","00:18:42","Hydro","Hydro",837,"No"
"D","08/09/2023","00:18:42","Natural Gas","Natural Gas",5610,"Yes"
"D","08/09/2023","00:18:42","Nuclear","Nuclear",3322,"No"
"D","08/09/2023","00:18:42","Oil","Oil",44,"No"
"D","08/09/2023","00:18:42","Other","Other",1,"No"
"D","08/09/2023","00:18:42","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","00:18:42","Refuse","Renewables",292,"No"
"D","08/09/2023","00:18:42","Wind","Renewables",472,"Yes"
"D","08/09/2023","00:18:42","Wood","Renewables",241,"No"
"D","08/09/2023","00:24:57","Hydro","Hydro",791,"No"
"D","08/09/2023","00:24:57","Natural Gas","Natural Gas",5467,"Yes"
"D","08/09/2023","00:24:57","Nuclear","Nuclear",3326,"No"
"D","08/09/2023","00:24:57","Oil","Oil",46,"No"
"D","08/09/2023","00:24:57","Other","Other",5,"No"
"D","08/09/2023","00:24:57","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","00:24:57","Refuse","Renewables",292,"No"
"D","08/09/2023","00:24:57","Wind","Renewables",462,"Yes"
"D","08/09/2023","00:24:57","Wood","Renewables",243,"No"
"D","08/09/2023","00:28:28","Hydro","Hydro",791,"No"
"D","08/09/2023","00:28:28","Natural Gas","Natural Gas",5418,"Yes"
"D","08/09/2023","00:28:28","Nuclear","Nuclear",3326,"No"
"D","08/09/2023","00:28:28","Oil","Oil",46,"No"
"D","08/09/2023","00:28:28","Other","Other",4,"No"
"D","08/09/2023","00:28:28","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","00:28:28","Refuse","Renewables",293,"No"
"D","08/09/2023","00:28:28","Wind","Renewables",462,"Yes"
"D","08/09/2023","00:28:28","Wood","Renewables",244,"No"
"D","08/09/2023","00:41:59","Hydro","Hydro",785,"No"
"D","08/09/2023","00:41:59","Natural Gas","Natural Gas",5100,"Yes"
"D","08/09/2023","00:41:59","Nuclear","Nuclear",3325,"No"
"D","08/09/2023","00:41:59","Oil","Oil",51,"No"
"D","08/09/2023","00:41:59","Other","Other",4,"No"
"D","08/09/2023","00:41:59","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","00:41:59","Refuse","Renewables",293,"No"
"D","08/09/2023","00:41:59","Wind","Renewables",441,"Yes"
"D","08/09/2023","00:41:59","Wood","Renewables",242,"No"
"D","08/09/2023","00:47:07","Hydro","Hydro",785,"No"
"D","08/09/2023","00:47:07","Natural Gas","Natural Gas",5107,"Yes"
"D","08/09/2023","00:47:07","Nuclear","Nuclear",3327,"No"
"D","08/09/2023","00:47:07","Oil","Oil",54,"No"
"D","08/09/2023","00:47:07","Other","Other",1,"No"
"D","08/09/2023","00:47:07","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","00:47:07","Refuse","Renewables",295,"No"
"D","08/09/2023","00:47:07","Wind","Renewables",437,"Yes"
"D","08/09/2023","00:47:07","Wood","Renewables",244,"No"
"D","08/09/2023","00:54:28","Hydro","Hydro",777,"No"
"D","08/09/2023","00:54:28","Natural Gas","Natural Gas",5118,"Yes"
"D","08/09/2023","00:54:28","Nuclear","Nuclear",3324,"No"
"D","08/09/2023","00:54:28","Oil","Oil",62,"No"
"D","08/09/2023","00:54:28","Other","Other",32,"No"
"D","08/09/2023","00:54:28","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","00:54:28","Refuse","Renewables",292,"No"
"D","08/09/2023","00:54:28","Wind","Renewables",438,"Yes"
"D","08/09/2023","00:54:28","Wood","Renewables",242,"No"
"D","08/09/2023","00:56:39","Hydro","Hydro",777,"No"
"D","08/09/2023","00:56:39","Natural Gas","Natural Gas",5118,"Yes"
"D","08/09/2023","00:56:39","Nuclear","Nuclear",3324,"No"
"D","08/09/2023","00:56:39","Oil","Oil",62,"No"
"D","08/09/2023","00:56:39","Other","Other",32,"No"
"D","08/09/2023","00:56:39","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","00:56:39","Refuse","Renewables",292,"No"
"D","08/09/2023","00:56:39","Wind","Renewables",438,"Yes"
"D","08/09/2023","00:56:39","Wood","Renewables",242,"No"
"D","08/09/2023","01:10:51","Hydro","Hydro",917,"No"
"D","08/09/2023","01:10:51","Natural Gas","Natural Gas",5287,"Yes"
"D","08/09/2023","01:10:51","Nuclear","Nuclear",3324,"No"
"D","08/09/2023","01:10:51","Oil","Oil",70,"No"
"D","08/09/2023","01:10:51","Other","Other",17,"No"
"D","08/09/2023","01:10:51","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","01:10:51","Refuse","Renewables",288,"No"
"D","08/09/2023","01:10:51","Wind","Renewables",448,"Yes"
"D","08/09/2023","01:10:51","Wood","Renewables",243,"No"
"D","08/09/2023","01:20:24","Hydro","Hydro",919,"No"
"D","08/09/2023","01:20:24","Natural Gas","Natural Gas",5223,"Yes"
"D","08/09/2023","01:20:24","Nuclear","Nuclear",3325,"No"
"D","08/09/2023","01:20:24","Oil","Oil",73,"No"
"D","08/09/2023","01:20:24","Other","Other",2,"No"
"D","08/09/2023","01:20:24","Landfill Gas","Renewables",35,"No"
"D","08/09/2023","01:20:24","Refuse","Renewables",296,"No"
"D","08/09/2023","01:20:24","Wind","Renewables",471,"No"
"D","08/09/2023","01:20:24","Wood","Renewables",245,"No"
"D","08/09/2023","01:25:05","Hydro","Hydro",914,"No"
"D","08/09/2023","01:25:05","Natural Gas","Natural Gas",5169,"Yes"
"D","08/09/2023","01:25:05","Nuclear","Nuclear",3324,"No"
"D","08/09/2023","01:25:05","Oil","Oil",75,"No"
"D","08/09/2023","01:25:05","Other","Other",2,"No"
"D","08/09/2023","01:25:05","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","01:25:05","Refuse","Renewables",295,"No"
"D","08/09/2023","01:25:05","Wind","Renewables",473,"Yes"
"D","08/09/2023","01:25:05","Wood","Renewables",241,"No"
"D","08/09/2023","01:28:51","Hydro","Hydro",914,"No"
"D","08/09/2023","01:28:51","Natural Gas","Natural Gas",5169,"Yes"
"D","08/09/2023","01:28:51","Nuclear","Nuclear",3324,"No"
"D","08/09/2023","01:28:51","Oil","Oil",75,"No"
"D","08/09/2023","01:28:51","Other","Other",2,"No"
"D","08/09/2023","01:28:51","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","01:28:51","Refuse","Renewables",295,"No"
"D","08/09/2023","01:28:51","Wind","Renewables",473,"Yes"
"D","08/09/2023","01:28:51","Wood","Renewables",241,"No"
"D","08/09/2023","01:39:59","Hydro","Hydro",792,"No"
"D","08/09/2023","01:39:59","Natural Gas","Natural Gas",4873,"Yes"
"D","08/09/2023","01:39:59","Nuclear","Nuclear",3325,"No"
"D","08/09/2023","01:39:59","Oil","Oil",78,"No"
"D","08/09/2023","01:39:59","Other","Other",24,"No"
"D","08/09/2023","01:39:59","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","01:39:59","Refuse","Renewables",293,"No"
"D","08/09/2023","01:39:59","Wind","Renewables",449,"Yes"
"D","08/09/2023","01:39:59","Wood","Renewables",244,"No"
"D","08/09/2023","01:48:13","Hydro","Hydro",792,"No"
"D","08/09/2023","01:48:13","Natural Gas","Natural Gas",4843,"Yes"
"D","08/09/2023","01:48:13","Nuclear","Nuclear",3325,"No"
"D","08/09/2023","01:48:13","Oil","Oil",79,"No"
"D","08/09/2023","01:48:13","Other","Other",3,"No"
"D","08/09/2023","01:48:13","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","01:48:13","Refuse","Renewables",294,"No"
"D","08/09/2023","01:48:13","Wind","Renewables",440,"No"
"D","08/09/2023","01:48:13","Wood","Renewables",243,"No"
"D","08/09/2023","01:54:15","Hydro","Hydro",790,"No"
"D","08/09/2023","01:54:15","Natural Gas","Natural Gas",4801,"Yes"
"D","08/09/2023","01:54:15","Nuclear","Nuclear",3325,"No"
"D","08/09/2023","01:54:15","Oil","Oil",79,"No"
"D","08/09/2023","01:54:15","Other","Other",2,"No"
"D","08/09/2023","01:54:15","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","01:54:15","Refuse","Renewables",295,"No"
"D","08/09/2023","01:54:15","Wind","Renewables",430,"Yes"
"D","08/09/2023","01:54:15","Wood","Renewables",243,"No"
"D","08/09/2023","02:01:47","Hydro","Hydro",789,"No"
"D","08/09/2023","02:01:47","Natural Gas","Natural Gas",4845,"Yes"
"D","08/09/2023","02:01:47","Nuclear","Nuclear",3324,"No"
"D","08/09/2023","02:01:47","Oil","Oil",79,"No"
"D","08/09/2023","02:01:47","Other","Other",2,"No"
"D","08/09/2023","02:01:47","Landfill Gas","Renewables",34,"No"
"D","08/09/2023","02:01:47","Refuse","Renewables",296,"No"
"D","08/09/2023","02:01:47","Wind","Renewables",435,"Yes"
"D","08/09/2023","02:01:47","Wood","Renewables",243,"No"
"D","08/09/2023","02:03:59","Hydro","Hydro",791,"No"
