"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20221003.csv"
"C","Report for 10/03/2022"
"C","Report generated 08/12/2024 16:54:45 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","10/03/2022","00:00:14","Hydro","Hydro",375,"No"
"D","10/03/2022","00:00:14","Natural Gas","Natural Gas",4472,"Yes"
"D","10/03/2022","00:00:14","Nuclear","Nuclear",3340,"No"
"D","10/03/2022","00:00:14","Other","Other",4,"No"
"D","10/03/2022","00:00:14","Landfill Gas","Renewables",37,"No"
"D","10/03/2022","00:00:14","Refuse","Renewables",298,"No"
"D","10/03/2022","00:00:14","Wind","Renewables",335,"No"
"D","10/03/2022","00:00:14","Wood","Renewables",56,"No"
"D","10/03/2022","00:02:31","Hydro","Hydro",379,"No"
"D","10/03/2022","00:02:31","Natural Gas","Natural Gas",4457,"Yes"
"D","10/03/2022","00:02:31","Nuclear","Nuclear",3343,"No"
"D","10/03/2022","00:02:31","Other","Other",31,"No"
"D","10/03/2022","00:02:31","Landfill Gas","Renewables",37,"No"
"D","10/03/2022","00:02:31","Refuse","Renewables",299,"No"
"D","10/03/2022","00:02:31","Wind","Renewables",338,"No"
"D","10/03/2022","00:02:31","Wood","Renewables",58,"No"
"D","10/03/2022","00:04:06","Hydro","Hydro",378,"Yes"
"D","10/03/2022","00:04:06","Natural Gas","Natural Gas",4426,"No"
"D","10/03/2022","00:04:06","Nuclear","Nuclear",3343,"No"
"D","10/03/2022","00:04:06","Other","Other",42,"No"
"D","10/03/2022","00:04:06","Landfill Gas","Renewables",37,"No"
"D","10/03/2022","00:04:06","Refuse","Renewables",298,"No"
"D","10/03/2022","00:04:06","Wind","Renewables",339,"No"
"D","10/03/2022","00:04:06","Wood","Renewables",58,"No"
"D","10/03/2022","00:05:18","Hydro","Hydro",378,"Yes"
"D","10/03/2022","00:05:18","Natural Gas","Natural Gas",4453,"No"
"D","10/03/2022","00:05:18","Nuclear","Nuclear",3342,"No"
"D","10/03/2022","00:05:18","Other","Other",42,"No"
"D","10/03/2022","00:05:18","Landfill Gas","Renewables",37,"No"
"D","10/03/2022","00:05:18","Refuse","Renewables",296,"No"
"D","10/03/2022","00:05:18","Wind","Renewables",337,"No"
"D","10/03/2022","00:05:18","Wood","Renewables",58,"No"
"D","10/03/2022","00:05:41","Hydro","Hydro",377,"Yes"
"D","10/03/2022","00:05:41","Natural Gas","Natural Gas",4464,"No"
"D","10/03/2022","00:05:41","Nuclear","Nuclear",3342,"No"
"D","10/03/2022","00:05:41","Other","Other",38,"No"
"D","10/03/2022","00:05:41","Landfill Gas","Renewables",37,"No"
"D","10/03/2022","00:05:41","Refuse","Renewables",297,"No"
"D","10/03/2022","00:05:41","Wind","Renewables",336,"No"
"D","10/03/2022","00:05:41","Wood","Renewables",58,"No"
"D","10/03/2022","00:08:22","Hydro","Hydro",397,"Yes"
"D","10/03/2022","00:08:22","Natural Gas","Natural Gas",4510,"No"
"D","10/03/2022","00:08:22","Nuclear","Nuclear",3342,"No"
"D","10/03/2022","00:08:22","Other","Other",2,"No"
"D","10/03/2022","00:08:22","Landfill Gas","Renewables",37,"No"
"D","10/03/2022","00:08:22","Refuse","Renewables",298,"No"
"D","10/03/2022","00:08:22","Wind","Renewables",334,"No"
"D","10/03/2022","00:08:22","Wood","Renewables",58,"No"
"D","10/03/2022","00:13:00","Hydro","Hydro",441,"Yes"
"D","10/03/2022","00:13:00","Natural Gas","Natural Gas",4571,"No"
"D","10/03/2022","00:13:00","Nuclear","Nuclear",3342,"No"
"D","10/03/2022","00:13:00","Other","Other",1,"No"
"D","10/03/2022","00:13:00","Landfill Gas","Renewables",37,"No"
