"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20220520.csv"
"C","Report for 05/20/2022"
"C","Report generated 08/12/2024 16:42:55 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","05/20/2022","00:05:21","Hydro","Hydro",832,"No"
"D","05/20/2022","00:05:21","Natural Gas","Natural Gas",5026,"Yes"
"D","05/20/2022","00:05:21","Nuclear","Nuclear",2118,"No"
"D","05/20/2022","00:05:21","Other","Other",4,"No"
"D","05/20/2022","00:05:21","Landfill Gas","Renewables",36,"No"
"D","05/20/2022","00:05:21","Refuse","Renewables",280,"No"
"D","05/20/2022","00:05:21","Solar","Renewables",4,"No"
"D","05/20/2022","00:05:21","Wind","Renewables",133,"No"
"D","05/20/2022","00:05:21","Wood","Renewables",232,"No"
"D","05/20/2022","00:06:59","Hydro","Hydro",832,"No"
"D","05/20/2022","00:06:59","Natural Gas","Natural Gas",5047,"Yes"
"D","05/20/2022","00:06:59","Nuclear","Nuclear",2118,"No"
"D","05/20/2022","00:06:59","Other","Other",3,"No"
"D","05/20/2022","00:06:59","Landfill Gas","Renewables",36,"No"
"D","05/20/2022","00:06:59","Refuse","Renewables",280,"No"
"D","05/20/2022","00:06:59","Solar","Renewables",4,"No"
"D","05/20/2022","00:06:59","Wind","Renewables",135,"No"
"D","05/20/2022","00:06:59","Wood","Renewables",233,"No"
"D","05/20/2022","00:08:48","Hydro","Hydro",832,"No"
"D","05/20/2022","00:08:48","Natural Gas","Natural Gas",5071,"Yes"
"D","05/20/2022","00:08:48","Nuclear","Nuclear",2118,"No"
"D","05/20/2022","00:08:48","Other","Other",2,"No"
"D","05/20/2022","00:08:48","Landfill Gas","Renewables",37,"No"
"D","05/20/2022","00:08:48","Refuse","Renewables",280,"No"
"D","05/20/2022","00:08:48","Solar","Renewables",4,"No"
"D","05/20/2022","00:08:48","Wind","Renewables",132,"No"
"D","05/20/2022","00:08:48","Wood","Renewables",231,"No"
"D","05/20/2022","00:13:36","Hydro","Hydro",823,"No"
"D","05/20/2022","00:13:36","Natural Gas","Natural Gas",5114,"Yes"
"D","05/20/2022","00:13:36","Nuclear","Nuclear",2118,"No"
"D","05/20/2022","00:13:36","Other","Other",2,"No"
"D","05/20/2022","00:13:36","Landfill Gas","Renewables",36,"No"
"D","05/20/2022","00:13:36","Refuse","Renewables",275,"No"
"D","05/20/2022","00:13:36","Solar","Renewables",4,"No"
"D","05/20/2022","00:13:36","Wind","Renewables",122,"No"
"D","05/20/2022","00:13:36","Wood","Renewables",231,"No"
"D","05/20/2022","00:15:33","Hydro","Hydro",823,"No"
"D","05/20/2022","00:15:33","Natural Gas","Natural Gas",5114,"Yes"
"D","05/20/2022","00:15:33","Nuclear","Nuclear",2118,"No"
"D","05/20/2022","00:15:33","Other","Other",2,"No"
"D","05/20/2022","00:15:33","Landfill Gas","Renewables",36,"No"
"D","05/20/2022","00:15:33","Refuse","Renewables",275,"No"
"D","05/20/2022","00:15:33","Solar","Renewables",4,"No"
"D","05/20/2022","00:15:33","Wind","Renewables",122,"No"
"D","05/20/2022","00:15:33","Wood","Renewables",231,"No"
"D","05/20/2022","00:20:35","Hydro","Hydro",824,"No"
"D","05/20/2022","00:20:35","Natural Gas","Natural Gas",4977,"Yes"
"D","05/20/2022","00:20:35","Nuclear","Nuclear",2118,"No"
"D","05/20/2022","00:20:35","Other","Other",23,"No"
"D","05/20/2022","00:20:35","Landfill Gas","Renewables",36,"No"
"D","05/20/2022","00:20:35","Refuse","Renewables",280,"No"
"D","05/20/2022","00:20:35","Solar","Renewables",4,"No"
"D","05/20/2022","00:20:35","Wind","Renewables",116,"No"
"D","05/20/2022","00:20:35","Wood","Renewables",231,"No"
"D","05/20/2022","00:22:27","Hydro","Hydro",827,"No"
"D","05/20/2022","00:22:27","Natural Gas","Natural Gas",4900,"Yes"
"D","05/20/2022","00:22:27","Nuclear","Nuclear",2118,"No"
"D","05/20/2022","00:22:27","Other","Other",40,"No"
"D","05/20/2022","00:22:27","Landfill Gas","Renewables",36,"No"
"D","05/20/2022","00:22:27","Refuse","Renewables",282,"No"
"D","05/20/2022","00:22:27","Solar","Renewables",4,"No"
"D","05/20/2022","00:22:27","Wind","Renewables",119,"No"
"D","05/20/2022","00:22:27","Wood","Renewables",234,"No"
"D","05/20/2022","00:23:52","Hydro","Hydro",827,"No"
"D","05/20/2022","00:23:52","Natural Gas","Natural Gas",4895,"Yes"
"D","05/20/2022","00:23:52","Nuclear","Nuclear",2119,"No"
"D","05/20/2022","00:23:52","Other","Other",26,"No"
"D","05/20/2022","00:23:52","Landfill Gas","Renewables",37,"No"
"D","05/20/2022","00:23:52","Refuse","Renewables",281,"No"
"D","05/20/2022","00:23:52","Solar","Renewables",4,"No"
"D","05/20/2022","00:23:52","Wind","Renewables",113,"No"
"D","05/20/2022","00:23:52","Wood","Renewables",233,"No"
"D","05/20/2022","00:26:09","Hydro","Hydro",829,"No"
"D","05/20/2022","00:26:09","Natural Gas","Natural Gas",4904,"Yes"
"D","05/20/2022","00:26:09","Nuclear","Nuclear",2118,"No"
"D","05/20/2022","00:26:09","Other","Other",8,"No"
"D","05/20/2022","00:26:09","Landfill Gas","Renewables",36,"No"
"D","05/20/2022","00:26:09","Refuse","Renewables",273,"No"
"D","05/20/2022","00:26:09","Solar","Renewables",4,"No"
"D","05/20/2022","00:26:09","Wind","Renewables",109,"No"
"D","05/20/2022","00:26:09","Wood","Renewables",231,"No"
"D","05/20/2022","00:29:51","Hydro","Hydro",826,"No"
"D","05/20/2022","00:29:51","Natural Gas","Natural Gas",4934,"Yes"
"D","05/20/2022","00:29:51","Nuclear","Nuclear",2118,"No"
"D","05/20/2022","00:29:51","Other","Other",2,"No"
"D","05/20/2022","00:29:51","Landfill Gas","Renewables",36,"No"
"D","05/20/2022","00:29:51","Refuse","Renewables",271,"No"
"D","05/20/2022","00:29:51","Solar","Renewables",4,"No"
"D","05/20/2022","00:29:51","Wind","Renewables",103,"No"
"D","05/20/2022","00:29:51","Wood","Renewables",230,"No"
"D","05/20/2022","00:30:28","Hydro","Hydro",826,"No"
"D","05/20/2022","00:30:28","Natural Gas","Natural Gas",4934,"Yes"
"D","05/20/2022","00:30:28","Nuclear","Nuclear",2118,"No"
"D","05/20/2022","00:30:28","Other","Other",2,"No"
"D","05/20/2022","00:30:28","Landfill Gas","Renewables",36,"No"
"D","05/20/2022","00:30:28","Refuse","Renewables",271,"No"
"D","05/20/2022","00:30:28","Solar","Renewables",4,"No"
"D","05/20/2022","00:30:28","Wind","Renewables",103,"No"
"D","05/20/2022","00:30:28","Wood","Renewables",230,"No"
"D","05/20/2022","00:31:03","Hydro","Hydro",826,"No"
"D","05/20/2022","00:31:03","Natural Gas","Natural Gas",4934,"Yes"
"D","05/20/2022","00:31:03","Nuclear","Nuclear",2118,"No"
"D","05/20/2022","00:31:03","Other","Other",2,"No"
"D","05/20/2022","00:31:03","Landfill Gas","Renewables",36,"No"
"D","05/20/2022","00:31:03","Refuse","Renewables",271,"No"
"D","05/20/2022","00:31:03","Solar","Renewables",4,"No"
"D","05/20/2022","00:31:03","Wind","Renewables",103,"No"
"D","05/20/2022","00:31:03","Wood","Renewables",230,"No"
"D","05/20/2022","00:33:21","Hydro","Hydro",825,"No"
"D","05/20/2022","00:33:21","Natural Gas","Natural Gas",5014,"Yes"
"D","05/20/2022","00:33:21","Nuclear","Nuclear",2118,"No"
"D","05/20/2022","00:33:21","Other","Other",2,"No"
"D","05/20/2022","00:33:21","Landfill Gas","Renewables",36,"No"
"D","05/20/2022","00:33:21","Refuse","Renewables",279,"No"
"D","05/20/2022","00:33:21","Solar","Renewables",4,"No"
"D","05/20/2022","00:33:21","Wind","Renewables",103,"No"
"D","05/20/2022","00:33:21","Wood","Renewables",231,"No"
"D","05/20/2022","00:35:28","Hydro","Hydro",825,"No"
"D","05/20/2022","00:35:28","Natural Gas","Natural Gas",5014,"Yes"
"D","05/20/2022","00:35:28","Nuclear","Nuclear",2118,"No"
"D","05/20/2022","00:35:28","Other","Other",2,"No"
"D","05/20/2022","00:35:28","Landfill Gas","Renewables",36,"No"
"D","05/20/2022","00:35:28","Refuse","Renewables",279,"No"
"D","05/20/2022","00:35:28","Solar","Renewables",4,"No"
"D","05/20/2022","00:35:28","Wind","Renewables",103,"No"
"D","05/20/2022","00:35:28","Wood","Renewables",231,"No"
"D","05/20/2022","00:38:44","Hydro","Hydro",826,"No"
"D","05/20/2022","00:38:44","Natural Gas","Natural Gas",4815,"Yes"
