"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20220918.csv"
"C","Report for 09/18/2022"
"C","Report generated 08/12/2024 16:53:26 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","09/18/2022","00:01:15","Hydro","Hydro",243,"No"
"D","09/18/2022","00:01:15","Natural Gas","Natural Gas",4195,"Yes"
"D","09/18/2022","00:01:15","Nuclear","Nuclear",3328,"No"
"D","09/18/2022","00:01:15","Other","Other",6,"No"
"D","09/18/2022","00:01:15","Landfill Gas","Renewables",5,"No"
"D","09/18/2022","00:01:15","Refuse","Renewables",340,"No"
"D","09/18/2022","00:01:15","Solar","Renewables",2,"No"
"D","09/18/2022","00:01:15","Wind","Renewables",550,"No"
"D","09/18/2022","00:01:15","Wood","Renewables",151,"No"
"D","09/18/2022","00:03:46","Hydro","Hydro",245,"No"
"D","09/18/2022","00:03:46","Natural Gas","Natural Gas",4078,"Yes"
"D","09/18/2022","00:03:46","Nuclear","Nuclear",3325,"No"
"D","09/18/2022","00:03:46","Other","Other",45,"No"
"D","09/18/2022","00:03:46","Landfill Gas","Renewables",5,"No"
"D","09/18/2022","00:03:46","Refuse","Renewables",337,"No"
"D","09/18/2022","00:03:46","Solar","Renewables",2,"No"
"D","09/18/2022","00:03:46","Wind","Renewables",529,"No"
"D","09/18/2022","00:03:46","Wood","Renewables",153,"No"
"D","09/18/2022","00:08:37","Hydro","Hydro",244,"No"
"D","09/18/2022","00:08:37","Natural Gas","Natural Gas",4189,"Yes"
"D","09/18/2022","00:08:37","Nuclear","Nuclear",3326,"No"
"D","09/18/2022","00:08:37","Other","Other",1,"No"
"D","09/18/2022","00:08:37","Landfill Gas","Renewables",5,"No"
"D","09/18/2022","00:08:37","Refuse","Renewables",339,"No"
"D","09/18/2022","00:08:37","Solar","Renewables",2,"No"
"D","09/18/2022","00:08:37","Wind","Renewables",518,"No"
"D","09/18/2022","00:08:37","Wood","Renewables",152,"No"
"D","09/18/2022","00:16:23","Hydro","Hydro",248,"No"
"D","09/18/2022","00:16:23","Natural Gas","Natural Gas",4278,"Yes"
"D","09/18/2022","00:16:23","Nuclear","Nuclear",3326,"No"
"D","09/18/2022","00:16:23","Other","Other",0,"No"
"D","09/18/2022","00:16:23","Landfill Gas","Renewables",6,"No"
"D","09/18/2022","00:16:23","Refuse","Renewables",337,"No"
"D","09/18/2022","00:16:23","Solar","Renewables",2,"No"
"D","09/18/2022","00:16:23","Wind","Renewables",500,"No"
"D","09/18/2022","00:16:23","Wood","Renewables",151,"No"
"D","09/18/2022","00:25:43","Hydro","Hydro",249,"No"
"D","09/18/2022","00:25:43","Natural Gas","Natural Gas",4164,"Yes"
"D","09/18/2022","00:25:43","Nuclear","Nuclear",3326,"No"
"D","09/18/2022","00:25:43","Other","Other",1,"No"
"D","09/18/2022","00:25:43","Landfill Gas","Renewables",5,"No"
"D","09/18/2022","00:25:43","Refuse","Renewables",338,"No"
"D","09/18/2022","00:25:43","Solar","Renewables",2,"No"
"D","09/18/2022","00:25:43","Wind","Renewables",479,"No"
"D","09/18/2022","00:25:43","Wood","Renewables",151,"No"
"D","09/18/2022","00:33:26","Hydro","Hydro",249,"No"
"D","09/18/2022","00:33:26","Natural Gas","Natural Gas",4083,"Yes"
"D","09/18/2022","00:33:26","Nuclear","Nuclear",3327,"No"
"D","09/18/2022","00:33:26","Other","Other",5,"No"
"D","09/18/2022","00:33:26","Landfill Gas","Renewables",6,"No"
"D","09/18/2022","00:33:26","Refuse","Renewables",333,"No"
"D","09/18/2022","00:33:26","Solar","Renewables",2,"No"
"D","09/18/2022","00:33:26","Wind","Renewables",481,"No"
"D","09/18/2022","00:33:26","Wood","Renewables",153,"No"
"D","09/18/2022","00:41:22","Hydro","Hydro",248,"No"
"D","09/18/2022","00:41:22","Natural Gas","Natural Gas",4018,"Yes"
"D","09/18/2022","00:41:22","Nuclear","Nuclear",3328,"No"
"D","09/18/2022","00:41:22","Other","Other",1,"No"
"D","09/18/2022","00:41:22","Landfill Gas","Renewables",5,"No"
"D","09/18/2022","00:41:22","Refuse","Renewables",340,"No"
"D","09/18/2022","00:41:22","Solar","Renewables",2,"No"
"D","09/18/2022","00:41:22","Wind","Renewables",455,"No"
"D","09/18/2022","00:41:22","Wood","Renewables",151,"No"
"D","09/18/2022","00:47:09","Hydro","Hydro",246,"No"
"D","09/18/2022","00:47:09","Natural Gas","Natural Gas",3941,"Yes"
"D","09/18/2022","00:47:09","Nuclear","Nuclear",3329,"No"
"D","09/18/2022","00:47:09","Other","Other",7,"No"
"D","09/18/2022","00:47:09","Landfill Gas","Renewables",6,"No"
"D","09/18/2022","00:47:09","Refuse","Renewables",339,"No"
"D","09/18/2022","00:47:09","Solar","Renewables",2,"No"
"D","09/18/2022","00:47:09","Wind","Renewables",449,"No"
"D","09/18/2022","00:47:09","Wood","Renewables",152,"No"
"D","09/18/2022","00:49:06","Hydro","Hydro",246,"No"
"D","09/18/2022","00:49:06","Natural Gas","Natural Gas",3941,"Yes"
"D","09/18/2022","00:49:06","Nuclear","Nuclear",3329,"No"
"D","09/18/2022","00:49:06","Other","Other",7,"No"
"D","09/18/2022","00:49:06","Landfill Gas","Renewables",6,"No"
"D","09/18/2022","00:49:06","Refuse","Renewables",339,"No"
"D","09/18/2022","00:49:06","Solar","Renewables",2,"No"
"D","09/18/2022","00:49:06","Wind","Renewables",449,"No"
"D","09/18/2022","00:49:06","Wood","Renewables",152,"No"
"D","09/18/2022","00:56:36","Hydro","Hydro",247,"No"
"D","09/18/2022","00:56:36","Natural Gas","Natural Gas",3970,"Yes"
"D","09/18/2022","00:56:36","Nuclear","Nuclear",3326,"No"
"D","09/18/2022","00:56:36","Other","Other",0,"No"
"D","09/18/2022","00:56:36","Landfill Gas","Renewables",6,"No"
"D","09/18/2022","00:56:36","Refuse","Renewables",338,"No"
