"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20230106.csv"
"C","Report for 01/06/2023"
"C","Report generated 08/12/2024 17:03:00 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","01/06/2023","00:07:51","Hydro","Hydro",916,"No"
"D","01/06/2023","00:07:51","Natural Gas","Natural Gas",4546,"Yes"
"D","01/06/2023","00:07:51","Nuclear","Nuclear",3371,"No"
"D","01/06/2023","00:07:51","Other","Other",42,"No"
"D","01/06/2023","00:07:51","Landfill Gas","Renewables",37,"No"
"D","01/06/2023","00:07:51","Refuse","Renewables",338,"No"
"D","01/06/2023","00:07:51","Wind","Renewables",40,"No"
"D","01/06/2023","00:07:51","Wood","Renewables",233,"No"
"D","01/06/2023","00:12:41","Hydro","Hydro",916,"No"
"D","01/06/2023","00:12:41","Natural Gas","Natural Gas",4674,"Yes"
"D","01/06/2023","00:12:41","Nuclear","Nuclear",3370,"No"
"D","01/06/2023","00:12:41","Landfill Gas","Renewables",37,"No"
"D","01/06/2023","00:12:41","Refuse","Renewables",340,"No"
"D","01/06/2023","00:12:41","Wind","Renewables",44,"No"
"D","01/06/2023","00:12:41","Wood","Renewables",237,"No"
"D","01/06/2023","00:17:03","Coal","Coal",0,"No"
"D","01/06/2023","00:17:03","Hydro","Hydro",915,"No"
"D","01/06/2023","00:17:03","Natural Gas","Natural Gas",4676,"Yes"
"D","01/06/2023","00:17:03","Nuclear","Nuclear",3370,"No"
"D","01/06/2023","00:17:03","Landfill Gas","Renewables",37,"No"
"D","01/06/2023","00:17:03","Refuse","Renewables",338,"No"
"D","01/06/2023","00:17:03","Wind","Renewables",46,"No"
"D","01/06/2023","00:17:03","Wood","Renewables",237,"No"
"D","01/06/2023","00:23:15","Hydro","Hydro",915,"No"
"D","01/06/2023","00:23:15","Natural Gas","Natural Gas",4701,"Yes"
"D","01/06/2023","00:23:15","Nuclear","Nuclear",3370,"No"
"D","01/06/2023","00:23:15","Landfill Gas","Renewables",37,"No"
"D","01/06/2023","00:23:15","Refuse","Renewables",337,"No"
"D","01/06/2023","00:23:15","Wind","Renewables",43,"No"
"D","01/06/2023","00:23:15","Wood","Renewables",236,"No"
"D","01/06/2023","00:30:51","Hydro","Hydro",919,"No"
"D","01/06/2023","00:30:51","Natural Gas","Natural Gas",4660,"Yes"
"D","01/06/2023","00:30:51","Nuclear","Nuclear",3371,"No"
"D","01/06/2023","00:30:51","Landfill Gas","Renewables",37,"No"
"D","01/06/2023","00:30:51","Refuse","Renewables",339,"No"
"D","01/06/2023","00:30:51","Wind","Renewables",46,"No"
"D","01/06/2023","00:30:51","Wood","Renewables",239,"No"
"D","01/06/2023","00:37:15","Hydro","Hydro",913,"No"
"D","01/06/2023","00:37:15","Natural Gas","Natural Gas",4592,"Yes"
"D","01/06/2023","00:37:15","Nuclear","Nuclear",3368,"No"
"D","01/06/2023","00:37:15","Landfill Gas","Renewables",37,"No"
"D","01/06/2023","00:37:15","Refuse","Renewables",336,"No"
"D","01/06/2023","00:37:15","Wind","Renewables",53,"No"
"D","01/06/2023","00:37:15","Wood","Renewables",241,"No"
"D","01/06/2023","00:43:56","Hydro","Hydro",916,"No"
"D","01/06/2023","00:43:56","Natural Gas","Natural Gas",4472,"Yes"
"D","01/06/2023","00:43:56","Nuclear","Nuclear",3368,"No"
"D","01/06/2023","00:43:56","Other","Other",13,"No"
