"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20220522.csv"
"C","Report for 05/22/2022"
"C","Report generated 08/12/2024 16:43:05 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","05/22/2022","00:07:58","Hydro","Hydro",864,"No"
"D","05/22/2022","00:07:58","Natural Gas","Natural Gas",6664,"Yes"
"D","05/22/2022","00:07:58","Nuclear","Nuclear",2118,"No"
"D","05/22/2022","00:07:58","Other","Other",35,"No"
"D","05/22/2022","00:07:58","Landfill Gas","Renewables",35,"No"
"D","05/22/2022","00:07:58","Refuse","Renewables",307,"No"
"D","05/22/2022","00:07:58","Solar","Renewables",4,"No"
"D","05/22/2022","00:07:58","Wind","Renewables",452,"No"
"D","05/22/2022","00:07:58","Wood","Renewables",159,"No"
"D","05/22/2022","00:20:18","Hydro","Hydro",855,"No"
"D","05/22/2022","00:20:18","Natural Gas","Natural Gas",6583,"Yes"
"D","05/22/2022","00:20:18","Nuclear","Nuclear",2118,"No"
"D","05/22/2022","00:20:18","Other","Other",2,"No"
"D","05/22/2022","00:20:18","Landfill Gas","Renewables",35,"No"
"D","05/22/2022","00:20:18","Refuse","Renewables",304,"No"
"D","05/22/2022","00:20:18","Solar","Renewables",4,"No"
"D","05/22/2022","00:20:18","Wind","Renewables",446,"No"
"D","05/22/2022","00:20:18","Wood","Renewables",156,"No"
"D","05/22/2022","00:31:57","Hydro","Hydro",852,"No"
"D","05/22/2022","00:31:57","Natural Gas","Natural Gas",6519,"Yes"
"D","05/22/2022","00:31:57","Nuclear","Nuclear",2118,"No"
"D","05/22/2022","00:31:57","Other","Other",2,"No"
"D","05/22/2022","00:31:57","Landfill Gas","Renewables",35,"No"
"D","05/22/2022","00:31:57","Refuse","Renewables",310,"No"
"D","05/22/2022","00:31:57","Solar","Renewables",4,"No"
"D","05/22/2022","00:31:57","Wind","Renewables",456,"No"
"D","05/22/2022","00:31:57","Wood","Renewables",159,"No"
"D","05/22/2022","00:35:27","Hydro","Hydro",849,"No"
"D","05/22/2022","00:35:27","Natural Gas","Natural Gas",6461,"Yes"
"D","05/22/2022","00:35:27","Nuclear","Nuclear",2118,"No"
"D","05/22/2022","00:35:27","Other","Other",1,"No"
"D","05/22/2022","00:35:27","Landfill Gas","Renewables",35,"No"
"D","05/22/2022","00:35:27","Refuse","Renewables",310,"No"
"D","05/22/2022","00:35:27","Solar","Renewables",4,"No"
"D","05/22/2022","00:35:27","Wind","Renewables",463,"No"
"D","05/22/2022","00:35:27","Wood","Renewables",159,"No"
"D","05/22/2022","00:46:40","Hydro","Hydro",843,"No"
"D","05/22/2022","00:46:40","Natural Gas","Natural Gas",6320,"Yes"
"D","05/22/2022","00:46:40","Nuclear","Nuclear",2118,"No"
"D","05/22/2022","00:46:40","Other","Other",2,"No"
"D","05/22/2022","00:46:40","Landfill Gas","Renewables",35,"No"
"D","05/22/2022","00:46:40","Refuse","Renewables",308,"No"
"D","05/22/2022","00:46:40","Solar","Renewables",4,"No"
"D","05/22/2022","00:46:40","Wind","Renewables",399,"No"
"D","05/22/2022","00:46:40","Wood","Renewables",161,"No"
"D","05/22/2022","00:51:07","Hydro","Hydro",841,"No"
"D","05/22/2022","00:51:07","Natural Gas","Natural Gas",6230,"Yes"
"D","05/22/2022","00:51:07","Nuclear","Nuclear",2116,"No"
"D","05/22/2022","00:51:07","Other","Other",16,"No"
"D","05/22/2022","00:51:07","Landfill Gas","Renewables",35,"No"
"D","05/22/2022","00:51:07","Refuse","Renewables",302,"No"
"D","05/22/2022","00:51:07","Solar","Renewables",4,"No"
"D","05/22/2022","00:51:07","Wind","Renewables",370,"No"
"D","05/22/2022","00:51:07","Wood","Renewables",160,"No"
"D","05/22/2022","00:55:26","Hydro","Hydro",843,"No"
"D","05/22/2022","00:55:26","Natural Gas","Natural Gas",6286,"Yes"
"D","05/22/2022","00:55:26","Nuclear","Nuclear",2119,"No"
"D","05/22/2022","00:55:26","Other","Other",1,"No"
"D","05/22/2022","00:55:26","Landfill Gas","Renewables",35,"No"
"D","05/22/2022","00:55:26","Refuse","Renewables",296,"No"
"D","05/22/2022","00:55:26","Solar","Renewables",4,"No"
"D","05/22/2022","00:55:26","Wind","Renewables",360,"No"
"D","05/22/2022","00:55:26","Wood","Renewables",160,"No"
"D","05/22/2022","01:07:58","Hydro","Hydro",842,"No"
"D","05/22/2022","01:07:58","Natural Gas","Natural Gas",6385,"Yes"
"D","05/22/2022","01:07:58","Nuclear","Nuclear",2118,"No"
"D","05/22/2022","01:07:58","Other","Other",1,"No"
"D","05/22/2022","01:07:58","Landfill Gas","Renewables",35,"No"
"D","05/22/2022","01:07:58","Refuse","Renewables",299,"No"
"D","05/22/2022","01:07:58","Solar","Renewables",4,"No"
"D","05/22/2022","01:07:58","Wind","Renewables",360,"No"
"D","05/22/2022","01:07:58","Wood","Renewables",160,"No"
"D","05/22/2022","01:22:52","Hydro","Hydro",845,"No"
"D","05/22/2022","01:22:52","Natural Gas","Natural Gas",6360,"Yes"
"D","05/22/2022","01:22:52","Nuclear","Nuclear",2119,"No"
"D","05/22/2022","01:22:52","Other","Other",1,"No"
"D","05/22/2022","01:22:52","Landfill Gas","Renewables",35,"No"
"D","05/22/2022","01:22:52","Refuse","Renewables",309,"No"
"D","05/22/2022","01:22:52","Solar","Renewables",4,"No"
"D","05/22/2022","01:22:52","Wind","Renewables",378,"No"
"D","05/22/2022","01:22:52","Wood","Renewables",159,"No"
"D","05/22/2022","01:36:37","Hydro","Hydro",835,"No"
"D","05/22/2022","01:36:37","Natural Gas","Natural Gas",6108,"Yes"
"D","05/22/2022","01:36:37","Nuclear","Nuclear",2114,"No"
"D","05/22/2022","01:36:37","Other","Other",3,"No"
"D","05/22/2022","01:36:37","Landfill Gas","Renewables",34,"No"
"D","05/22/2022","01:36:37","Refuse","Renewables",303,"No"
"D","05/22/2022","01:36:37","Solar","Renewables",4,"No"
