"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20221206.csv"
"C","Report for 12/06/2022"
"C","Report generated 08/12/2024 17:00:18 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","12/06/2022","00:02:10","Hydro","Hydro",994,"No"
"D","12/06/2022","00:02:10","Natural Gas","Natural Gas",3996,"Yes"
"D","12/06/2022","00:02:10","Nuclear","Nuclear",3369,"No"
"D","12/06/2022","00:02:10","Other","Other",28,"No"
"D","12/06/2022","00:02:10","Landfill Gas","Renewables",37,"No"
"D","12/06/2022","00:02:10","Refuse","Renewables",314,"No"
"D","12/06/2022","00:02:10","Solar","Renewables",20,"No"
"D","12/06/2022","00:02:10","Wind","Renewables",673,"No"
"D","12/06/2022","00:02:10","Wood","Renewables",209,"No"
"D","12/06/2022","00:08:37","Hydro","Hydro",991,"No"
"D","12/06/2022","00:08:37","Natural Gas","Natural Gas",4188,"Yes"
"D","12/06/2022","00:08:37","Nuclear","Nuclear",3366,"No"
"D","12/06/2022","00:08:37","Landfill Gas","Renewables",37,"No"
"D","12/06/2022","00:08:37","Refuse","Renewables",316,"No"
"D","12/06/2022","00:08:37","Solar","Renewables",20,"No"
"D","12/06/2022","00:08:37","Wind","Renewables",692,"No"
"D","12/06/2022","00:08:37","Wood","Renewables",209,"No"
"D","12/06/2022","00:14:27","Hydro","Hydro",992,"No"
"D","12/06/2022","00:14:27","Natural Gas","Natural Gas",4018,"Yes"
"D","12/06/2022","00:14:27","Nuclear","Nuclear",3367,"No"
"D","12/06/2022","00:14:27","Other","Other",15,"No"
"D","12/06/2022","00:14:27","Landfill Gas","Renewables",37,"No"
"D","12/06/2022","00:14:27","Refuse","Renewables",316,"No"
"D","12/06/2022","00:14:27","Solar","Renewables",20,"No"
"D","12/06/2022","00:14:27","Wind","Renewables",697,"No"
"D","12/06/2022","00:14:27","Wood","Renewables",206,"No"
"D","12/06/2022","00:22:08","Coal","Coal",2,"No"
"D","12/06/2022","00:22:08","Hydro","Hydro",991,"No"
"D","12/06/2022","00:22:08","Natural Gas","Natural Gas",3942,"Yes"
"D","12/06/2022","00:22:08","Nuclear","Nuclear",3366,"No"
"D","12/06/2022","00:22:08","Other","Other",1,"No"
"D","12/06/2022","00:22:08","Landfill Gas","Renewables",37,"No"
"D","12/06/2022","00:22:08","Refuse","Renewables",325,"No"
"D","12/06/2022","00:22:08","Solar","Renewables",20,"No"
"D","12/06/2022","00:22:08","Wind","Renewables",696,"No"
"D","12/06/2022","00:22:08","Wood","Renewables",208,"No"
"D","12/06/2022","00:26:01","Coal","Coal",5,"No"
"D","12/06/2022","00:26:01","Hydro","Hydro",989,"No"
"D","12/06/2022","00:26:01","Natural Gas","Natural Gas",3896,"Yes"
"D","12/06/2022","00:26:01","Nuclear","Nuclear",3366,"No"
"D","12/06/2022","00:26:01","Landfill Gas","Renewables",37,"No"
"D","12/06/2022","00:26:01","Refuse","Renewables",322,"No"
"D","12/06/2022","00:26:01","Solar","Renewables",20,"No"
"D","12/06/2022","00:26:01","Wind","Renewables",690,"No"
"D","12/06/2022","00:26:01","Wood","Renewables",209,"No"
"D","12/06/2022","00:32:12","Coal","Coal",3,"No"
"D","12/06/2022","00:32:12","Hydro","Hydro",988,"No"
"D","12/06/2022","00:32:12","Natural Gas","Natural Gas",3856,"Yes"
"D","12/06/2022","00:32:12","Nuclear","Nuclear",3366,"No"
"D","12/06/2022","00:32:12","Landfill Gas","Renewables",37,"No"
"D","12/06/2022","00:32:12","Refuse","Renewables",319,"No"
"D","12/06/2022","00:32:12","Solar","Renewables",20,"No"
"D","12/06/2022","00:32:12","Wind","Renewables",700,"No"
"D","12/06/2022","00:32:12","Wood","Renewables",206,"No"
"D","12/06/2022","00:41:03","Coal","Coal",6,"No"
"D","12/06/2022","00:41:03","Hydro","Hydro",991,"No"
"D","12/06/2022","00:41:03","Natural Gas","Natural Gas",3752,"Yes"
"D","12/06/2022","00:41:03","Nuclear","Nuclear",3366,"No"
"D","12/06/2022","00:41:03","Other","Other",1,"No"
"D","12/06/2022","00:41:03","Landfill Gas","Renewables",37,"No"
"D","12/06/2022","00:41:03","Refuse","Renewables",317,"No"
"D","12/06/2022","00:41:03","Solar","Renewables",20,"No"
"D","12/06/2022","00:41:03","Wind","Renewables",705,"No"
"D","12/06/2022","00:41:03","Wood","Renewables",205,"No"
"D","12/06/2022","00:48:16","Coal","Coal",2,"No"
"D","12/06/2022","00:48:16","Hydro","Hydro",993,"No"
"D","12/06/2022","00:48:16","Natural Gas","Natural Gas",3712,"Yes"
"D","12/06/2022","00:48:16","Nuclear","Nuclear",3368,"No"
"D","12/06/2022","00:48:16","Other","Other",10,"No"
"D","12/06/2022","00:48:16","Landfill Gas","Renewables",37,"No"
"D","12/06/2022","00:48:16","Refuse","Renewables",316,"No"
"D","12/06/2022","00:48:16","Solar","Renewables",20,"No"
"D","12/06/2022","00:48:16","Wind","Renewables",701,"No"
"D","12/06/2022","00:48:16","Wood","Renewables",206,"No"
"D","12/06/2022","00:53:54","Coal","Coal",3,"No"
"D","12/06/2022","00:53:54","Hydro","Hydro",989,"No"
"D","12/06/2022","00:53:54","Natural Gas","Natural Gas",3644,"Yes"
"D","12/06/2022","00:53:54","Nuclear","Nuclear",3367,"No"
"D","12/06/2022","00:53:54","Other","Other",10,"No"
"D","12/06/2022","00:53:54","Landfill Gas","Renewables",37,"No"
"D","12/06/2022","00:53:54","Refuse","Renewables",309,"No"
"D","12/06/2022","00:53:54","Solar","Renewables",20,"No"
"D","12/06/2022","00:53:54","Wind","Renewables",686,"No"
"D","12/06/2022","00:53:54","Wood","Renewables",205,"No"
"D","12/06/2022","00:59:07","Coal","Coal",6,"No"
"D","12/06/2022","00:59:07","Hydro","Hydro",987,"No"
"D","12/06/2022","00:59:07","Natural Gas","Natural Gas",3680,"Yes"
"D","12/06/2022","00:59:07","Nuclear","Nuclear",3365,"No"
"D","12/06/2022","00:59:07","Landfill Gas","Renewables",37,"No"
"D","12/06/2022","00:59:07","Refuse","Renewables",309,"No"
"D","12/06/2022","00:59:07","Solar","Renewables",20,"No"
"D","12/06/2022","00:59:07","Wind","Renewables",675,"No"
"D","12/06/2022","00:59:07","Wood","Renewables",204,"No"
"D","12/06/2022","01:01:37","Coal","Coal",6,"No"
"D","12/06/2022","01:01:37","Hydro","Hydro",987,"No"
"D","12/06/2022","01:01:37","Natural Gas","Natural Gas",3680,"Yes"
"D","12/06/2022","01:01:37","Nuclear","Nuclear",3365,"No"
"D","12/06/2022","01:01:37","Landfill Gas","Renewables",37,"No"
"D","12/06/2022","01:01:37","Refuse","Renewables",309,"No"
"D","12/06/2022","01:01:37","Solar","Renewables",20,"No"
"D","12/06/2022","01:01:37","Wind","Renewables",675,"No"
"D","12/06/2022","01:01:37","Wood","Renewables",204,"No"
"D","12/06/2022","01:03:38","Coal","Coal",3,"No"
"D","12/06/2022","01:03:38","Hydro","Hydro",994,"No"
