Time Stamp,Time Zone,Fuel Category,Gen MW
06/24/2023 00:05:00,EDT,Dual Fuel,3854.0
06/24/2023 00:05:00,EDT,Natural Gas,4130.0
06/24/2023 00:05:00,EDT,Nuclear,3296.0
06/24/2023 00:05:00,EDT,Other Fossil Fuels,1.0
06/24/2023 00:05:00,EDT,Other Renewables,208.0
06/24/2023 00:05:00,EDT,Wind,37.0
06/24/2023 00:05:00,EDT,Hydro,2451.0
06/24/2023 00:10:00,EDT,Dual Fuel,3887.0
06/24/2023 00:10:00,EDT,Natural Gas,4124.0
06/24/2023 00:10:00,EDT,Nuclear,3298.0
06/24/2023 00:10:00,EDT,Other Fossil Fuels,1.0
06/24/2023 00:10:00,EDT,Other Renewables,205.0
06/24/2023 00:10:00,EDT,Wind,34.0
06/24/2023 00:10:00,EDT,Hydro,2450.0
06/24/2023 00:15:00,EDT,Dual Fuel,3910.0
06/24/2023 00:15:00,EDT,Natural Gas,4107.0
06/24/2023 00:15:00,EDT,Nuclear,3296.0
06/24/2023 00:15:00,EDT,Other Fossil Fuels,1.0
06/24/2023 00:15:00,EDT,Other Renewables,207.0
06/24/2023 00:15:00,EDT,Wind,30.0
06/24/2023 00:15:00,EDT,Hydro,2348.0
06/24/2023 00:20:00,EDT,Dual Fuel,3902.0
06/24/2023 00:20:00,EDT,Natural Gas,4141.0
06/24/2023 00:20:00,EDT,Nuclear,3295.0
06/24/2023 00:20:00,EDT,Other Fossil Fuels,1.0
06/24/2023 00:20:00,EDT,Other Renewables,208.0
06/24/2023 00:20:00,EDT,Wind,30.0
06/24/2023 00:20:00,EDT,Hydro,2345.0
06/24/2023 00:25:00,EDT,Dual Fuel,3870.0
06/24/2023 00:25:00,EDT,Natural Gas,4141.0
06/24/2023 00:25:00,EDT,Nuclear,3295.0
06/24/2023 00:25:00,EDT,Other Fossil Fuels,1.0
06/24/2023 00:25:00,EDT,Other Renewables,206.0
06/24/2023 00:25:00,EDT,Wind,29.0
06/24/2023 00:25:00,EDT,Hydro,2269.0
06/24/2023 00:30:00,EDT,Dual Fuel,3840.0
06/24/2023 00:30:00,EDT,Natural Gas,4142.0
06/24/2023 00:30:00,EDT,Nuclear,3295.0
06/24/2023 00:30:00,EDT,Other Fossil Fuels,1.0
06/24/2023 00:30:00,EDT,Other Renewables,205.0
06/24/2023 00:30:00,EDT,Wind,29.0
06/24/2023 00:30:00,EDT,Hydro,2213.0
06/24/2023 00:35:00,EDT,Dual Fuel,3816.0
06/24/2023 00:35:00,EDT,Natural Gas,4160.0
06/24/2023 00:35:00,EDT,Nuclear,3294.0
06/24/2023 00:35:00,EDT,Other Fossil Fuels,1.0
06/24/2023 00:35:00,EDT,Other Renewables,206.0
06/24/2023 00:35:00,EDT,Wind,29.0
06/24/2023 00:35:00,EDT,Hydro,2183.0
06/24/2023 00:40:00,EDT,Dual Fuel,3815.0
06/24/2023 00:40:00,EDT,Natural Gas,4142.0
06/24/2023 00:40:00,EDT,Nuclear,3296.0
06/24/2023 00:40:00,EDT,Other Fossil Fuels,1.0
06/24/2023 00:40:00,EDT,Other Renewables,202.0
06/24/2023 00:40:00,EDT,Wind,31.0
06/24/2023 00:40:00,EDT,Hydro,2094.0
06/24/2023 00:45:00,EDT,Dual Fuel,3814.0
06/24/2023 00:45:00,EDT,Natural Gas,4123.0
06/24/2023 00:45:00,EDT,Nuclear,3296.0
06/24/2023 00:45:00,EDT,Other Fossil Fuels,1.0
06/24/2023 00:45:00,EDT,Other Renewables,200.0
06/24/2023 00:45:00,EDT,Wind,36.0
06/24/2023 00:45:00,EDT,Hydro,2037.0
06/24/2023 00:50:00,EDT,Dual Fuel,3785.0
06/24/2023 00:50:00,EDT,Natural Gas,4115.0
06/24/2023 00:50:00,EDT,Nuclear,3296.0
06/24/2023 00:50:00,EDT,Other Fossil Fuels,1.0
06/24/2023 00:50:00,EDT,Other Renewables,204.0
06/24/2023 00:50:00,EDT,Wind,37.0
06/24/2023 00:50:00,EDT,Hydro,2107.0
06/24/2023 00:55:00,EDT,Dual Fuel,3786.0
06/24/2023 00:55:00,EDT,Natural Gas,4078.0
06/24/2023 00:55:00,EDT,Nuclear,3298.0
06/24/2023 00:55:00,EDT,Other Fossil Fuels,1.0
06/24/2023 00:55:00,EDT,Other Renewables,205.0
06/24/2023 00:55:00,EDT,Wind,37.0
06/24/2023 00:55:00,EDT,Hydro,2046.0
06/24/2023 01:00:00,EDT,Dual Fuel,3786.0
06/24/2023 01:00:00,EDT,Natural Gas,4044.0
06/24/2023 01:00:00,EDT,Nuclear,3297.0
06/24/2023 01:00:00,EDT,Other Fossil Fuels,1.0
06/24/2023 01:00:00,EDT,Other Renewables,205.0
06/24/2023 01:00:00,EDT,Wind,39.0
06/24/2023 01:00:00,EDT,Hydro,2084.0
06/24/2023 01:05:00,EDT,Dual Fuel,3713.0
06/24/2023 01:05:00,EDT,Natural Gas,4062.0
06/24/2023 01:05:00,EDT,Nuclear,3297.0
06/24/2023 01:05:00,EDT,Other Fossil Fuels,1.0
06/24/2023 01:05:00,EDT,Other Renewables,200.0
06/24/2023 01:05:00,EDT,Wind,38.0
06/24/2023 01:05:00,EDT,Hydro,2182.0
06/24/2023 01:10:00,EDT,Dual Fuel,3689.0
06/24/2023 01:10:00,EDT,Natural Gas,4025.0
06/24/2023 01:10:00,EDT,Nuclear,3297.0
06/24/2023 01:10:00,EDT,Other Fossil Fuels,1.0
06/24/2023 01:10:00,EDT,Other Renewables,204.0
06/24/2023 01:10:00,EDT,Wind,36.0
06/24/2023 01:10:00,EDT,Hydro,2255.0
06/24/2023 01:15:00,EDT,Dual Fuel,3668.0
06/24/2023 01:15:00,EDT,Natural Gas,3993.0
06/24/2023 01:15:00,EDT,Nuclear,3295.0
06/24/2023 01:15:00,EDT,Other Fossil Fuels,1.0
06/24/2023 01:15:00,EDT,Other Renewables,204.0
06/24/2023 01:15:00,EDT,Wind,35.0
06/24/2023 01:15:00,EDT,Hydro,2257.0
06/24/2023 01:20:00,EDT,Dual Fuel,3647.0
06/24/2023 01:20:00,EDT,Natural Gas,3971.0
06/24/2023 01:20:00,EDT,Nuclear,3297.0
06/24/2023 01:20:00,EDT,Other Fossil Fuels,1.0
06/24/2023 01:20:00,EDT,Other Renewables,203.0
06/24/2023 01:20:00,EDT,Wind,35.0
06/24/2023 01:20:00,EDT,Hydro,2245.0
06/24/2023 01:25:00,EDT,Dual Fuel,3630.0
06/24/2023 01:25:00,EDT,Natural Gas,3929.0
06/24/2023 01:25:00,EDT,Nuclear,3296.0
06/24/2023 01:25:00,EDT,Other Fossil Fuels,1.0
06/24/2023 01:25:00,EDT,Other Renewables,199.0
06/24/2023 01:25:00,EDT,Wind,35.0
06/24/2023 01:25:00,EDT,Hydro,2260.0
06/24/2023 01:30:00,EDT,Dual Fuel,3572.0
06/24/2023 01:30:00,EDT,Natural Gas,3933.0
06/24/2023 01:30:00,EDT,Nuclear,3299.0
06/24/2023 01:30:00,EDT,Other Fossil Fuels,1.0
06/24/2023 01:30:00,EDT,Other Renewables,202.0
06/24/2023 01:30:00,EDT,Wind,38.0
06/24/2023 01:30:00,EDT,Hydro,2249.0
06/24/2023 01:35:00,EDT,Dual Fuel,3511.0
06/24/2023 01:35:00,EDT,Natural Gas,3960.0
06/24/2023 01:35:00,EDT,Nuclear,3297.0
06/24/2023 01:35:00,EDT,Other Fossil Fuels,1.0
06/24/2023 01:35:00,EDT,Other Renewables,203.0
06/24/2023 01:35:00,EDT,Wind,39.0
06/24/2023 01:35:00,EDT,Hydro,2225.0
06/24/2023 01:40:00,EDT,Dual Fuel,3483.0
06/24/2023 01:40:00,EDT,Natural Gas,3916.0
06/24/2023 01:40:00,EDT,Nuclear,3297.0
06/24/2023 01:40:00,EDT,Other Fossil Fuels,1.0
06/24/2023 01:40:00,EDT,Other Renewables,207.0
06/24/2023 01:40:00,EDT,Wind,41.0
06/24/2023 01:40:00,EDT,Hydro,2241.0
06/24/2023 01:45:00,EDT,Dual Fuel,3486.0
06/24/2023 01:45:00,EDT,Natural Gas,3874.0
06/24/2023 01:45:00,EDT,Nuclear,3298.0
06/24/2023 01:45:00,EDT,Other Fossil Fuels,1.0
06/24/2023 01:45:00,EDT,Other Renewables,206.0
06/24/2023 01:45:00,EDT,Wind,42.0
06/24/2023 01:45:00,EDT,Hydro,2219.0
06/24/2023 01:50:00,EDT,Dual Fuel,3471.0
06/24/2023 01:50:00,EDT,Natural Gas,3858.0
06/24/2023 01:50:00,EDT,Nuclear,3297.0
06/24/2023 01:50:00,EDT,Other Fossil Fuels,1.0
06/24/2023 01:50:00,EDT,Other Renewables,207.0
06/24/2023 01:50:00,EDT,Wind,46.0
06/24/2023 01:50:00,EDT,Hydro,2242.0
06/24/2023 01:55:00,EDT,Dual Fuel,3466.0
06/24/2023 01:55:00,EDT,Natural Gas,3827.0
06/24/2023 01:55:00,EDT,Nuclear,3297.0
06/24/2023 01:55:00,EDT,Other Fossil Fuels,1.0
06/24/2023 01:55:00,EDT,Other Renewables,206.0
06/24/2023 01:55:00,EDT,Wind,48.0
06/24/2023 01:55:00,EDT,Hydro,2263.0
06/24/2023 02:00:00,EDT,Dual Fuel,3458.0
06/24/2023 02:00:00,EDT,Natural Gas,3753.0
06/24/2023 02:00:00,EDT,Nuclear,3296.0
06/24/2023 02:00:00,EDT,Other Fossil Fuels,1.0
06/24/2023 02:00:00,EDT,Other Renewables,206.0
06/24/2023 02:00:00,EDT,Wind,50.0
06/24/2023 02:00:00,EDT,Hydro,2219.0
06/24/2023 02:05:00,EDT,Dual Fuel,3432.0
