Time Stamp,Time Zone,Fuel Category,Gen MW
10/11/2023 00:05:00,EDT,Dual Fuel,2714.0
10/11/2023 00:05:00,EDT,Natural Gas,1838.0
10/11/2023 00:05:00,EDT,Nuclear,3247.0
10/11/2023 00:05:00,EDT,Other Fossil Fuels,7.0
10/11/2023 00:05:00,EDT,Other Renewables,251.0
10/11/2023 00:05:00,EDT,Wind,477.0
10/11/2023 00:05:00,EDT,Hydro,2684.0
10/11/2023 00:10:00,EDT,Dual Fuel,2742.0
10/11/2023 00:10:00,EDT,Natural Gas,1838.0
10/11/2023 00:10:00,EDT,Nuclear,3250.0
10/11/2023 00:10:00,EDT,Other Fossil Fuels,7.0
10/11/2023 00:10:00,EDT,Other Renewables,250.0
10/11/2023 00:10:00,EDT,Wind,488.0
10/11/2023 00:10:00,EDT,Hydro,2640.0
10/11/2023 00:15:00,EDT,Dual Fuel,2742.0
10/11/2023 00:15:00,EDT,Natural Gas,1842.0
10/11/2023 00:15:00,EDT,Nuclear,3249.0
10/11/2023 00:15:00,EDT,Other Fossil Fuels,6.0
10/11/2023 00:15:00,EDT,Other Renewables,253.0
10/11/2023 00:15:00,EDT,Wind,503.0
10/11/2023 00:15:00,EDT,Hydro,2536.0
10/11/2023 00:20:00,EDT,Dual Fuel,2762.0
10/11/2023 00:20:00,EDT,Natural Gas,1842.0
10/11/2023 00:20:00,EDT,Nuclear,3249.0
10/11/2023 00:20:00,EDT,Other Fossil Fuels,7.0
10/11/2023 00:20:00,EDT,Other Renewables,243.0
10/11/2023 00:20:00,EDT,Wind,516.0
10/11/2023 00:20:00,EDT,Hydro,2527.0
10/11/2023 00:25:00,EDT,Dual Fuel,2743.0
10/11/2023 00:25:00,EDT,Natural Gas,1842.0
10/11/2023 00:25:00,EDT,Nuclear,3247.0
10/11/2023 00:25:00,EDT,Other Fossil Fuels,7.0
10/11/2023 00:25:00,EDT,Other Renewables,236.0
10/11/2023 00:25:00,EDT,Wind,510.0
10/11/2023 00:25:00,EDT,Hydro,2507.0
10/11/2023 00:30:00,EDT,Dual Fuel,2708.0
10/11/2023 00:30:00,EDT,Natural Gas,1844.0
10/11/2023 00:30:00,EDT,Nuclear,3248.0
10/11/2023 00:30:00,EDT,Other Fossil Fuels,6.0
10/11/2023 00:30:00,EDT,Other Renewables,243.0
10/11/2023 00:30:00,EDT,Wind,496.0
10/11/2023 00:30:00,EDT,Hydro,2532.0
10/11/2023 00:35:00,EDT,Dual Fuel,2704.0
10/11/2023 00:35:00,EDT,Natural Gas,1842.0
10/11/2023 00:35:00,EDT,Nuclear,3249.0
10/11/2023 00:35:00,EDT,Other Fossil Fuels,6.0
10/11/2023 00:35:00,EDT,Other Renewables,245.0
10/11/2023 00:35:00,EDT,Wind,492.0
10/11/2023 00:35:00,EDT,Hydro,2521.0
10/11/2023 00:40:00,EDT,Dual Fuel,2728.0
10/11/2023 00:40:00,EDT,Natural Gas,1843.0
10/11/2023 00:40:00,EDT,Nuclear,3249.0
10/11/2023 00:40:00,EDT,Other Fossil Fuels,6.0
10/11/2023 00:40:00,EDT,Other Renewables,247.0
10/11/2023 00:40:00,EDT,Wind,500.0
10/11/2023 00:40:00,EDT,Hydro,2479.0
10/11/2023 00:45:00,EDT,Dual Fuel,2731.0
10/11/2023 00:45:00,EDT,Natural Gas,1843.0
10/11/2023 00:45:00,EDT,Nuclear,3250.0
10/11/2023 00:45:00,EDT,Other Fossil Fuels,7.0
10/11/2023 00:45:00,EDT,Other Renewables,243.0
10/11/2023 00:45:00,EDT,Wind,513.0
10/11/2023 00:45:00,EDT,Hydro,2446.0
10/11/2023 00:50:00,EDT,Dual Fuel,2718.0
10/11/2023 00:50:00,EDT,Natural Gas,1839.0
10/11/2023 00:50:00,EDT,Nuclear,3249.0
10/11/2023 00:50:00,EDT,Other Fossil Fuels,6.0
10/11/2023 00:50:00,EDT,Other Renewables,234.0
10/11/2023 00:50:00,EDT,Wind,534.0
10/11/2023 00:50:00,EDT,Hydro,2456.0
10/11/2023 00:55:00,EDT,Dual Fuel,2693.0
10/11/2023 00:55:00,EDT,Natural Gas,1810.0
10/11/2023 00:55:00,EDT,Nuclear,3249.0
10/11/2023 00:55:00,EDT,Other Fossil Fuels,6.0
10/11/2023 00:55:00,EDT,Other Renewables,226.0
