Time Stamp,Time Zone,Fuel Category,Gen MW
12/27/2023 00:05:00,EST,Dual Fuel,3060.0
12/27/2023 00:05:00,EST,Natural Gas,2457.0
12/27/2023 00:05:00,EST,Nuclear,3292.0
12/27/2023 00:05:00,EST,Other Fossil Fuels,7.0
12/27/2023 00:05:00,EST,Other Renewables,258.0
12/27/2023 00:05:00,EST,Wind,553.0
12/27/2023 00:05:00,EST,Hydro,2586.0
12/27/2023 00:10:00,EST,Dual Fuel,3054.0
12/27/2023 00:10:00,EST,Natural Gas,2438.0
12/27/2023 00:10:00,EST,Nuclear,3293.0
12/27/2023 00:10:00,EST,Other Fossil Fuels,7.0
12/27/2023 00:10:00,EST,Other Renewables,262.0
12/27/2023 00:10:00,EST,Wind,546.0
12/27/2023 00:10:00,EST,Hydro,2556.0
12/27/2023 00:15:00,EST,Dual Fuel,3048.0
12/27/2023 00:15:00,EST,Natural Gas,2432.0
12/27/2023 00:15:00,EST,Nuclear,3293.0
12/27/2023 00:15:00,EST,Other Fossil Fuels,7.0
12/27/2023 00:15:00,EST,Other Renewables,261.0
12/27/2023 00:15:00,EST,Wind,551.0
12/27/2023 00:15:00,EST,Hydro,2543.0
12/27/2023 00:20:00,EST,Dual Fuel,3046.0
12/27/2023 00:20:00,EST,Natural Gas,2432.0
12/27/2023 00:20:00,EST,Nuclear,3294.0
12/27/2023 00:20:00,EST,Other Fossil Fuels,7.0
12/27/2023 00:20:00,EST,Other Renewables,256.0
12/27/2023 00:20:00,EST,Wind,549.0
12/27/2023 00:20:00,EST,Hydro,2546.0
12/27/2023 00:25:00,EST,Dual Fuel,3024.0
12/27/2023 00:25:00,EST,Natural Gas,2432.0
12/27/2023 00:25:00,EST,Nuclear,3296.0
12/27/2023 00:25:00,EST,Other Fossil Fuels,7.0
12/27/2023 00:25:00,EST,Other Renewables,259.0
12/27/2023 00:25:00,EST,Wind,546.0
12/27/2023 00:25:00,EST,Hydro,2548.0
12/27/2023 00:30:00,EST,Dual Fuel,2991.0
12/27/2023 00:30:00,EST,Natural Gas,2427.0
12/27/2023 00:30:00,EST,Nuclear,3293.0
12/27/2023 00:30:00,EST,Other Fossil Fuels,7.0
12/27/2023 00:30:00,EST,Other Renewables,261.0
12/27/2023 00:30:00,EST,Wind,545.0
12/27/2023 00:30:00,EST,Hydro,2559.0
12/27/2023 00:35:00,EST,Dual Fuel,2943.0
12/27/2023 00:35:00,EST,Natural Gas,2412.0
12/27/2023 00:35:00,EST,Nuclear,3293.0
12/27/2023 00:35:00,EST,Other Fossil Fuels,7.0
12/27/2023 00:35:00,EST,Other Renewables,260.0
12/27/2023 00:35:00,EST,Wind,542.0
12/27/2023 00:35:00,EST,Hydro,2539.0
12/27/2023 00:40:00,EST,Dual Fuel,2934.0
12/27/2023 00:40:00,EST,Natural Gas,2360.0
12/27/2023 00:40:00,EST,Nuclear,3295.0
12/27/2023 00:40:00,EST,Other Fossil Fuels,7.0
12/27/2023 00:40:00,EST,Other Renewables,266.0
12/27/2023 00:40:00,EST,Wind,533.0
12/27/2023 00:40:00,EST,Hydro,2551.0
12/27/2023 00:45:00,EST,Dual Fuel,2935.0
12/27/2023 00:45:00,EST,Natural Gas,2307.0
12/27/2023 00:45:00,EST,Nuclear,3295.0
12/27/2023 00:45:00,EST,Other Fossil Fuels,7.0
12/27/2023 00:45:00,EST,Other Renewables,266.0
12/27/2023 00:45:00,EST,Wind,525.0
12/27/2023 00:45:00,EST,Hydro,2576.0
12/27/2023 00:50:00,EST,Dual Fuel,2937.0
12/27/2023 00:50:00,EST,Natural Gas,2293.0
12/27/2023 00:50:00,EST,Nuclear,3296.0
12/27/2023 00:50:00,EST,Other Fossil Fuels,7.0
12/27/2023 00:50:00,EST,Other Renewables,267.0
12/27/2023 00:50:00,EST,Wind,523.0
12/27/2023 00:50:00,EST,Hydro,2569.0
12/27/2023 00:55:00,EST,Dual Fuel,2936.0
12/27/2023 00:55:00,EST,Natural Gas,2270.0
12/27/2023 00:55:00,EST,Nuclear,3294.0
12/27/2023 00:55:00,EST,Other Fossil Fuels,7.0
12/27/2023 00:55:00,EST,Other Renewables,268.0
12/27/2023 00:55:00,EST,Wind,522.0
12/27/2023 00:55:00,EST,Hydro,2559.0
12/27/2023 01:00:00,EST,Dual Fuel,2930.0
12/27/2023 01:00:00,EST,Natural Gas,2308.0
12/27/2023 01:00:00,EST,Nuclear,3295.0
12/27/2023 01:00:00,EST,Other Fossil Fuels,7.0
12/27/2023 01:00:00,EST,Other Renewables,266.0
12/27/2023 01:00:00,EST,Wind,519.0
12/27/2023 01:00:00,EST,Hydro,2548.0
12/27/2023 01:05:00,EST,Dual Fuel,2905.0
12/27/2023 01:05:00,EST,Natural Gas,2415.0
12/27/2023 01:05:00,EST,Nuclear,3294.0
12/27/2023 01:05:00,EST,Other Fossil Fuels,7.0
12/27/2023 01:05:00,EST,Other Renewables,264.0
12/27/2023 01:05:00,EST,Wind,523.0
12/27/2023 01:05:00,EST,Hydro,2545.0
12/27/2023 01:10:00,EST,Dual Fuel,2918.0
12/27/2023 01:10:00,EST,Natural Gas,2428.0
12/27/2023 01:10:00,EST,Nuclear,3294.0
12/27/2023 01:10:00,EST,Other Fossil Fuels,7.0
12/27/2023 01:10:00,EST,Other Renewables,264.0
12/27/2023 01:10:00,EST,Wind,525.0
12/27/2023 01:10:00,EST,Hydro,2544.0
12/27/2023 01:15:00,EST,Dual Fuel,2894.0
12/27/2023 01:15:00,EST,Natural Gas,2432.0
12/27/2023 01:15:00,EST,Nuclear,3294.0
12/27/2023 01:15:00,EST,Other Fossil Fuels,7.0
12/27/2023 01:15:00,EST,Other Renewables,262.0
12/27/2023 01:15:00,EST,Wind,525.0
12/27/2023 01:15:00,EST,Hydro,2563.0
12/27/2023 01:20:00,EST,Dual Fuel,2869.0
12/27/2023 01:20:00,EST,Natural Gas,2418.0
12/27/2023 01:20:00,EST,Nuclear,3294.0
12/27/2023 01:20:00,EST,Other Fossil Fuels,7.0
12/27/2023 01:20:00,EST,Other Renewables,260.0
12/27/2023 01:20:00,EST,Wind,527.0
12/27/2023 01:20:00,EST,Hydro,2533.0
12/27/2023 01:25:00,EST,Dual Fuel,2849.0
12/27/2023 01:25:00,EST,Natural Gas,2410.0
12/27/2023 01:25:00,EST,Nuclear,3294.0
12/27/2023 01:25:00,EST,Other Fossil Fuels,7.0
12/27/2023 01:25:00,EST,Other Renewables,259.0
12/27/2023 01:25:00,EST,Wind,515.0
12/27/2023 01:25:00,EST,Hydro,2519.0
12/27/2023 01:30:00,EST,Dual Fuel,2827.0
12/27/2023 01:30:00,EST,Natural Gas,2398.0
12/27/2023 01:30:00,EST,Nuclear,3294.0
12/27/2023 01:30:00,EST,Other Fossil Fuels,7.0
12/27/2023 01:30:00,EST,Other Renewables,262.0
12/27/2023 01:30:00,EST,Wind,495.0
12/27/2023 01:30:00,EST,Hydro,2532.0
12/27/2023 01:35:00,EST,Dual Fuel,2821.0
12/27/2023 01:35:00,EST,Natural Gas,2364.0
12/27/2023 01:35:00,EST,Nuclear,3295.0
12/27/2023 01:35:00,EST,Other Fossil Fuels,7.0
12/27/2023 01:35:00,EST,Other Renewables,261.0
12/27/2023 01:35:00,EST,Wind,477.0
12/27/2023 01:35:00,EST,Hydro,2560.0
12/27/2023 01:40:00,EST,Dual Fuel,2815.0
12/27/2023 01:40:00,EST,Natural Gas,2334.0
12/27/2023 01:40:00,EST,Nuclear,3295.0
12/27/2023 01:40:00,EST,Other Fossil Fuels,7.0
12/27/2023 01:40:00,EST,Other Renewables,264.0
12/27/2023 01:40:00,EST,Wind,458.0
12/27/2023 01:40:00,EST,Hydro,2558.0
12/27/2023 01:45:00,EST,Dual Fuel,2814.0
12/27/2023 01:45:00,EST,Natural Gas,2325.0
12/27/2023 01:45:00,EST,Nuclear,3294.0
12/27/2023 01:45:00,EST,Other Fossil Fuels,7.0
12/27/2023 01:45:00,EST,Other Renewables,260.0
12/27/2023 01:45:00,EST,Wind,459.0
12/27/2023 01:45:00,EST,Hydro,2544.0
12/27/2023 01:50:00,EST,Dual Fuel,2814.0
12/27/2023 01:50:00,EST,Natural Gas,2322.0
12/27/2023 01:50:00,EST,Nuclear,3295.0
12/27/2023 01:50:00,EST,Other Fossil Fuels,7.0
12/27/2023 01:50:00,EST,Other Renewables,260.0
12/27/2023 01:50:00,EST,Wind,460.0
12/27/2023 01:50:00,EST,Hydro,2558.0
12/27/2023 01:55:00,EST,Dual Fuel,2797.0
12/27/2023 01:55:00,EST,Natural Gas,2325.0
12/27/2023 01:55:00,EST,Nuclear,3293.0
12/27/2023 01:55:00,EST,Other Fossil Fuels,7.0
12/27/2023 01:55:00,EST,Other Renewables,257.0
