Time Stamp,Time Zone,Fuel Category,Gen MW
10/06/2023 00:05:00,EDT,Dual Fuel,2992.0
10/06/2023 00:05:00,EDT,Natural Gas,2738.0
10/06/2023 00:05:00,EDT,Nuclear,3166.0
10/06/2023 00:05:00,EDT,Other Fossil Fuels,6.0
10/06/2023 00:05:00,EDT,Other Renewables,249.0
10/06/2023 00:05:00,EDT,Wind,1195.0
10/06/2023 00:05:00,EDT,Hydro,2417.0
10/06/2023 00:10:00,EDT,Dual Fuel,2823.0
10/06/2023 00:10:00,EDT,Natural Gas,2617.0
10/06/2023 00:10:00,EDT,Nuclear,3166.0
10/06/2023 00:10:00,EDT,Other Fossil Fuels,7.0
10/06/2023 00:10:00,EDT,Other Renewables,249.0
10/06/2023 00:10:00,EDT,Wind,1199.0
10/06/2023 00:10:00,EDT,Hydro,2365.0
10/06/2023 00:15:00,EDT,Dual Fuel,2822.0
10/06/2023 00:15:00,EDT,Natural Gas,2487.0
10/06/2023 00:15:00,EDT,Nuclear,3161.0
10/06/2023 00:15:00,EDT,Other Fossil Fuels,6.0
10/06/2023 00:15:00,EDT,Other Renewables,247.0
10/06/2023 00:15:00,EDT,Wind,1204.0
10/06/2023 00:15:00,EDT,Hydro,2398.0
10/06/2023 00:20:00,EDT,Dual Fuel,2869.0
10/06/2023 00:20:00,EDT,Natural Gas,2449.0
10/06/2023 00:20:00,EDT,Nuclear,3224.0
10/06/2023 00:20:00,EDT,Other Fossil Fuels,6.0
10/06/2023 00:20:00,EDT,Other Renewables,247.0
10/06/2023 00:20:00,EDT,Wind,1238.0
10/06/2023 00:20:00,EDT,Hydro,2408.0
10/06/2023 00:25:00,EDT,Dual Fuel,2787.0
10/06/2023 00:25:00,EDT,Natural Gas,2430.0
10/06/2023 00:25:00,EDT,Nuclear,3228.0
10/06/2023 00:25:00,EDT,Other Fossil Fuels,6.0
10/06/2023 00:25:00,EDT,Other Renewables,227.0
10/06/2023 00:25:00,EDT,Wind,1254.0
10/06/2023 00:25:00,EDT,Hydro,2393.0
10/06/2023 00:30:00,EDT,Dual Fuel,2737.0
10/06/2023 00:30:00,EDT,Natural Gas,2406.0
10/06/2023 00:30:00,EDT,Nuclear,3228.0
10/06/2023 00:30:00,EDT,Other Fossil Fuels,6.0
