Time Stamp,Time Zone,Fuel Category,Gen MW
11/06/2022 00:05:00,EDT,Dual Fuel,3070.0
11/06/2022 00:05:00,EDT,Natural Gas,2664.0
11/06/2022 00:05:00,EDT,Nuclear,3311.0
11/06/2022 00:05:00,EDT,Other Fossil Fuels,0.0
11/06/2022 00:05:00,EDT,Other Renewables,211.0
11/06/2022 00:05:00,EDT,Wind,1537.0
11/06/2022 00:05:00,EDT,Hydro,1474.0
11/06/2022 00:10:00,EDT,Dual Fuel,3260.0
11/06/2022 00:10:00,EDT,Natural Gas,2662.0
11/06/2022 00:10:00,EDT,Nuclear,3310.0
11/06/2022 00:10:00,EDT,Other Fossil Fuels,0.0
11/06/2022 00:10:00,EDT,Other Renewables,209.0
11/06/2022 00:10:00,EDT,Wind,1527.0
11/06/2022 00:10:00,EDT,Hydro,1382.0
11/06/2022 00:15:00,EDT,Dual Fuel,3340.0
11/06/2022 00:15:00,EDT,Natural Gas,2617.0
11/06/2022 00:15:00,EDT,Nuclear,3310.0
11/06/2022 00:15:00,EDT,Other Fossil Fuels,0.0
11/06/2022 00:15:00,EDT,Other Renewables,210.0
11/06/2022 00:15:00,EDT,Wind,1577.0
11/06/2022 00:15:00,EDT,Hydro,1233.0
11/06/2022 00:20:00,EDT,Dual Fuel,3373.0
11/06/2022 00:20:00,EDT,Natural Gas,2502.0
11/06/2022 00:20:00,EDT,Nuclear,3311.0
11/06/2022 00:20:00,EDT,Other Fossil Fuels,0.0
11/06/2022 00:20:00,EDT,Other Renewables,211.0
11/06/2022 00:20:00,EDT,Wind,1559.0
11/06/2022 00:20:00,EDT,Hydro,1185.0
11/06/2022 00:25:00,EDT,Dual Fuel,3393.0
11/06/2022 00:25:00,EDT,Natural Gas,2466.0
11/06/2022 00:25:00,EDT,Nuclear,3311.0
11/06/2022 00:25:00,EDT,Other Fossil Fuels,0.0
11/06/2022 00:25:00,EDT,Other Renewables,211.0
11/06/2022 00:25:00,EDT,Wind,1521.0
11/06/2022 00:25:00,EDT,Hydro,1157.0
11/06/2022 00:30:00,EDT,Dual Fuel,3411.0
11/06/2022 00:30:00,EDT,Natural Gas,2464.0
11/06/2022 00:30:00,EDT,Nuclear,3311.0
11/06/2022 00:30:00,EDT,Other Fossil Fuels,0.0
11/06/2022 00:30:00,EDT,Other Renewables,209.0
11/06/2022 00:30:00,EDT,Wind,1489.0
11/06/2022 00:30:00,EDT,Hydro,1117.0
11/06/2022 00:35:00,EDT,Dual Fuel,3437.0
11/06/2022 00:35:00,EDT,Natural Gas,2468.0
11/06/2022 00:35:00,EDT,Nuclear,3311.0
11/06/2022 00:35:00,EDT,Other Fossil Fuels,0.0
11/06/2022 00:35:00,EDT,Other Renewables,209.0
11/06/2022 00:35:00,EDT,Wind,1405.0
11/06/2022 00:35:00,EDT,Hydro,1106.0
11/06/2022 00:40:00,EDT,Dual Fuel,3441.0
11/06/2022 00:40:00,EDT,Natural Gas,2476.0
11/06/2022 00:40:00,EDT,Nuclear,3311.0
11/06/2022 00:40:00,EDT,Other Fossil Fuels,0.0
11/06/2022 00:40:00,EDT,Other Renewables,210.0
11/06/2022 00:40:00,EDT,Wind,1365.0
11/06/2022 00:40:00,EDT,Hydro,1139.0
11/06/2022 00:45:00,EDT,Dual Fuel,3425.0
11/06/2022 00:45:00,EDT,Natural Gas,2434.0
11/06/2022 00:45:00,EDT,Nuclear,3309.0
11/06/2022 00:45:00,EDT,Other Fossil Fuels,0.0
11/06/2022 00:45:00,EDT,Other Renewables,209.0
11/06/2022 00:45:00,EDT,Wind,1429.0
11/06/2022 00:45:00,EDT,Hydro,1165.0
11/06/2022 00:50:00,EDT,Dual Fuel,3367.0
11/06/2022 00:50:00,EDT,Natural Gas,2430.0
11/06/2022 00:50:00,EDT,Nuclear,3309.0
