Year,Month,Day,Hr1,Hr2,Hr3,Hr4,Hr5,Hr6,Hr7,Hr8,Hr9,Hr10,Hr11,Hr12,Hr13,Hr14,Hr15,Hr16,Hr17,Hr18,Hr19,Hr20,Hr21,Hr22,Hr23,Hr24,Hr25
2016,11,24,14917,14242,13828,13623,13646,13980,14573,15223,16129,16909,17431,17777,17837,17510,17103,16774,16878,16892,16613,16405,16244,15931,15323,14608,
2016,11,25,13947,13457,13160,13055,13190,13706,14532,15359,16149,16696,16949,17002,16968,16958,16999,17252,17984,18648,18358,17912,17445,16833,15961,14976,
2016,11,26,14098,13528,13180,13010,13070,13380,14017,14675,15526,16217,16561,16684,16709,16589,16495,16645,17431,18322,18271,17954,17599,17078,16254,15284,
2016,11,27,14450,13865,13455,13317,13342,13579,14041,14540,15239,15808,16182,16409,16566,16614,16692,16918,17913,19008,19013,18717,18246,17413,16315,15225,
2016,11,28,14411,13924,13690,13677,14022,15029,16914,18119,18441,18465,18411,18285,18134,18111,18079,18338,19399,20574,20425,20051,19441,18422,17082,15658,
2016,11,29,14589,13998,13655,13524,13761,14663,16514,17906,18385,18790,19036,19169,19183,19173,19090,19189,19744,20414,20138,19642,18973,17935,16596,15167,
2016,11,30,14154,13571,13244,13137,13346,14272,16116,17410,17922,18248,18479,18609,18610,18713,18754,18985,19752,20298,20023,19476,18828,17909,16636,15234,
2016,12,1,14230,13620,13251,13103,13330,14244,16124,17386,17795,18072,18216,18234,18197,18312,18468,18713,19557,20418,20242,19817,19233,18345,17004,15597,
2016,12,2,14590,13990,13639,13526,13761,14713,16511,17716,18134,18354,18457,18366,18275,18335,18401,18623,19436,20213,19919,19459,18943,18223,17129,15910,
2016,12,3,14840,14185,13791,13615,13678,14087,14754,15556,16349,16868,17125,17180,17149,17066,17060,17229,18172,19115,19022,18708,18272,17582,16751,15732,
2016,12,4,14754,14066,13653,13457,13480,13778,14316,14846,15592,16123,16423,16527,16539,16555,16617,16987,18302,19528,19545,19327,18832,18004,16809,15557,
2016,12,5,14623,14130,13885,13910,14232,15194,16965,18429,18961,19267,19445,19280,19043,18930,18925,19084,20029,21143,21009,20589,19942,18977,17525,15988,
2016,12,6,14923,14342,14052,13967,14265,15266,17190,18422,18812,18910,18897,18877,18819,18883,18978,19333,20428,21200,21025,20626,20018,19044,17604,16102,
2016,12,7,14988,14391,14043,13917,14174,15155,17010,18342,18859,19171,19320,19293,19090,19022,18935,19099,20062,21175,21043,20589,20019,19076,17642,16165,
2016,12,8,15088,14479,14167,14052,14326,15369,17185,18440,18907,19175,19251,19207,19094,19100,19087,19325,20330,21430,21314,20951,20401,19486,18109,16711,
2016,12,9,15648,15065,14723,14657,14916,15890,17699,18879,19255,19418,19515,19457,19333,19360,19408,19686,20633,21658,21428,20979,20431,19685,18536,17258,
2016,12,10,16194,15511,15116,14965,14998,15401,16152,16892,17669,18156,18303,18324,18267,18265,18249,18403,19347,20497,20434,20112,19649,19061,18180,17141,
2016,12,11,16209,15581,15199,14996,15000,15243,15766,16353,17082,17603,17966,18048,18200,18352,18479,18764,19921,20946,20914,20601,20066,19136,17862,16591,
2016,12,12,15617,15045,14759,14634,14866,15762,17372,18824,19368,19718,19976,19990,19864,19808,19722,19842,20683,21730,21568,21174,20522,19533,18080,16563,
2016,12,13,15479,14883,14591,14510,14785,15773,17673,18899,19236,19297,19302,19250,19155,19172,19246,19622,20711,21678,21511,21083,20483,19510,18051,16563,
2016,12,14,15452,14840,14535,14492,14798,15829,17829,19069,19361,19482,19508,19438,19289,19299,19416,19793,20964,22208,22141,21815,21283,20328,18896,17438,
2016,12,15,16376,15792,15513,15486,15815,16891,18832,20147,20591,20985,21328,21295,21285,21373,21548,21797,22903,24164,24079,23734,23123,22183,20708,19157,
2016,12,16,18050,17402,17061,16952,17211,18206,20008,21221,21646,21939,21840,21629,21339,21235,21214,21453,22419,23273,23040,22550,22015,21198,20004,18633,
2016,12,17,17475,16748,16287,16113,16150,16485,17165,17979,18929,19754,20265,20320,20108,19778,19493,19494,20277,21097,20895,20443,19887,19158,18201,17030,
2016,12,18,16042,15301,14821,14555,14503,14706,15152,15775,16639,17416,17853,18105,18234,18188,18269,18619,19669,20744,20795,20612,20237,19551,18419,17206,
2016,12,19,16285,15773,15520,15501,15813,16887,18752,20214,20765,20909,20819,20662,20478,20441,20502,20846,21918,23195,23194,22907,22392,21508,20043,18508,
2016,12,20,17394,16780,16469,16387,16654,17652,19431,20676,21012,21042,20953,20769,20486,20412,20363,20502,21446,22744,22663,22250,21729,20756,19235,17685,
2016,12,21,16554,15919,15566,15457,15740,16699,18477,19703,20015,20068,20043,19983,19920,19843,19790,19968,20964,21987,21892,21520,20950,20043,18671,17135,
2016,12,22,15952,15291,15017,14885,15104,15977,17689,18990,19552,19856,19933,19763,19445,19273,19222,19454,20369,21481,21366,21012,20507,19657,18399,16949,
2016,12,23,15720,15003,14614,14489,14698,15501,17043,18227,18661,18805,18796,18632,18405,18260,18226,18459,19512,20638,20474,20081,19596,18959,17877,16635,
2016,12,24,15523,14763,14304,14052,14027,14300,14905,15810,16756,17739,18311,18533,18464,18222,17840,17675,18247,19005,18663,18204,17848,17491,16847,16026,
2016,12,25,15193,14532,14082,13848,13810,13996,14449,15024,15614,16007,16143,16168,16108,15996,15933,16017,16692,17729,17762,17773,17777,17600,16897,16020,
2016,12,26,15244,14730,14447,14344,14471,14830,15521,16176,16835,17540,18027,18297,18364,18375,18387,18531,19317,20169,19985,19584,19006,18213,17028,15757,
2016,12,27,14718,14049,13680,13504,13679,14399,15641,16821,17596,18228,18663,18721,18454,18402,18348,18482,19295,20389,20274,19871,19324,18536,17417,16166,
2016,12,28,15148,14571,14248,14123,14319,15073,16398,17554,18278,18835,19130,19259,19258,19241,19202,19347,20146,21183,21041,20616,20037,19186,18005,16698,
2016,12,29,15708,15092,14743,14610,14794,15516,16770,17993,18749,19430,19840,20013,20028,19945,19796,19844,20453,21244,20974,20479,19918,19096,17897,16644,
2016,12,30,15611,14975,14630,14498,14668,15366,16571,17626,18304,18812,19097,19294,19257,19256,19097,19171,19918,21104,20922,20463,19938,19281,18298,17190,
2016,12,31,16153,15485,15077,14855,14871,15117,15698,16326,16955,17668,17998,18049,17972,17863,17847,18117,19122,20159,19927,19330,18664,17933,17134,16400,
2017,1,1,15665,14998,14438,14064,13932,14062,14366,14591,14980,15411,15795,16015,16102,16119,16142,16318,17205,18637,18776,18589,18347,17819,16990,16084,
2017,1,2,15269,14699,14379,14263,14388,14845,15548,16252,16923,17634,18214,18507,18620,18579,18599,18781,19601,20545,20456,20063,19447,18514,17229,15922,
2017,1,3,14978,14420,14141,14044,14291,15269,17062,18407,18844,19199,19515,19692,19720,19734,19687,19880,20600,21279,21038,20530,19775,18776,17346,15791,
2017,1,4,14774,14343,14078,13967,14196,15106,16915,18267,18584,18808,18977,19017,19006,18925,18846,19018,19818,21140,21187,20862,20385,19529,18223,16964,
2017,1,5,16035,15493,15265,15254,15521,16505,18312,19660,20018,20288,20499,20537,20365,20222,20302,20487,21237,22309,22179,21802,21117,20117,18740,17355,
2017,1,6,16313,15805,15530,15473,15747,16690,18462,19852,20264,20474,20578,20448,20274,20183,20145,20290,21020,21929,21793,21408,20865,20158,19090,17927,
2017,1,7,17024,16398,16055,15899,15950,16293,16932,17749,18684,19544,20115,20328,20288,20145,20090,20179,20802,21765,21818,21453,20912,20181,19256,18144,
2017,1,8,17313,16711,16365,16202,16202,16442,16962,17555,18336,19036,19529,19776,19991,20026,19983,20215,20952,22172,22226,21905,21429,20567,19398,18221,
2017,1,9,17414,16962,16734,16787,17072,18022,19816,21203,21621,21959,22145,22129,21984,21880,21728,21706,22311,23526,23511,23121,22485,21494,20072,18670,
2017,1,10,17663,17044,16696,16598,16857,17801,19620,20911,21218,21435,21583,21450,21220,21164,21098,21192,21828,22636,22399,21880,21140,19958,18530,17029,
2017,1,11,16005,15411,15086,14933,15092,15913,17674,18974,19178,19168,19050,19059,18857,18816,18701,18804,19508,20612,20541,20116,19470,18506,17166,15829,
2017,1,12,14844,14267,13945,13839,14044,14915,16733,18095,18483,18725,18752,18724,18655,18609,18553,18649,19201,20079,19948,19502,18878,17955,16675,15369,
2017,1,13,14467,13919,13618,13569,13838,14756,16651,18062,18509,18751,18883,18775,18611,18582,18574,18828,19512,20576,20479,20039,19529,18843,17852,16753,
2017,1,14,15869,15311,14991,14869,14945,15331,16055,16845,17575,18152,18457,18531,18637,18623,18630,18809,19318,20071,20064,19665,19210,18531,17661,16729,
2017,1,15,15863,15288,14937,14770,14776,15039,15542,16077,16755,17277,17547,17585,17492,17349,17313,17486,18176,19446,19602,19270,18908,18345,17514,16618,
2017,1,16,15788,15331,15091,15040,15295,16040,17244,18247,18860,19150,19210,19081,18843,18678,18633,18765,19440,20728,20728,20295,19623,18652,17345,16054,
2017,1,17,15185,14676,14380,14328,14614,15580,17424,18740,19123,19471,19741,19846,19856,19874,19871,20014,20551,21213,20990,20472,19776,18761,17423,16117,
2017,1,18,15157,14611,14277,14163,14412,15296,17043,18419,18962,19304,19489,19578,19514,19506,19405,19487,19992,20766,20611,20149,19520,18612,17313,16019,
2017,1,19,15025,14477,14206,14133,14374,15293,17132,18443,18747,18879,18872,18767,18696,18752,18737,18904,19518,20435,20328,19902,19275,18339,17097,15821,
2017,1,20,14890,14372,14095,14010,14251,15153,16948,18315,18758,19064,19296,19258,19104,19088,18975,19034,19441,20085,19873,19341,18703,17905,16845,15719,
2017,1,21,14783,14161,13793,13612,13623,13901,14534,15301,16070,16740,17052,17047,16903,16504,16324,16460,16914,17991,18158,17869,17447,16844,15980,15029,
2017,1,22,14247,13686,13318,13126,13115,13354,13835,14397,15178,15910,16357,16610,16679,16610,16714,16979,17582,18467,18596,18265,17822,17058,15981,14877,
2017,1,23,14149,13692,13450,13447,13774,14801,16677,18229,18830,19167,19405,19537,19579,19608,19585,19737,20354,21206,21190,20691,19924,18870,17570,16290,
2017,1,24,15423,14908,14603,14501,14775,15696,17317,18687,19293,19681,19968,20094,20093,20114,20039,20093,20502,21316,21246,20735,20011,18984,17668,16417,
2017,1,25,15495,14971,14680,14593,14840,15793,17537,18739,19073,19274,19232,19117,18944,18895,18779,18842,19283,20345,20441,20046,19396,18448,17112,15764,
2017,1,26,14839,14261,13944,13842,14086,15021,16847,18263,18727,19101,19265,19254,19118,19011,18847,18950,19411,20349,20506,20114,19524,18612,17265,15976,
2017,1,27,15052,14520,14229,14161,14438,15377,17169,18486,18994,19274,19347,19382,19375,19403,19383,19438,19860,20503,20367,19936,19365,18593,17525,16374,
2017,1,28,15505,14904,14545,14377,14428,14764,15449,16207,17019,17672,17969,18127,18196,18165,18096,18153,18522,19327,19404,19055,18589,17930,17093,16154,
2017,1,29,15325,14771,14415,14240,14252,14492,14978,15453,16172,16707,17009,17206,17173,17138,17159,17370,17943,19158,19524,19279,18822,18077,17043,16005,
2017,1,30,15247,14845,14636,14634,14977,15996,17856,19148,19592,19816,19890,19810,19627,19494,19399,19541,20072,21260,21634,21278,20633,19680,18347,17041,
2017,1,31,16210,15751,15458,15412,15718,16713,18579,19827,20179,20541,20762,20815,20704,20672,20599,20587,20875,21752,21824,21368,20667,19708,18336,16954,
2017,2,1,16056,15505,15199,15149,15399,16243,17967,19087,19469,19641,19598,19429,19279,19279,19238,19375,19715,20621,20858,20458,19852,18917,17616,16340,
2017,2,2,15455,14946,14688,14645,14938,15930,17738,19020,19419,19613,19507,19376,19346,19369,19282,19392,19889,20857,21243,20924,20334,19387,18042,16826,
2017,2,3,16020,15501,15254,15204,15501,16469,18355,19603,19984,20220,20269,20141,19897,19754,19684,19802,20244,21050,21297,20875,20374,19656,18608,17487,
2017,2,4,16606,16080,15752,15632,15671,16028,16742,17438,18157,18600,18742,18649,18429,18122,17962,18044,18528,19607,20068,19817,19394,18748,17809,16829,
2017,2,5,16022,15431,15075,14889,14859,15065,15563,16067,16841,17519,17973,18187,18240,18226,18279,18396,18762,19550,19607,18998,18490,17910,17073,16098,
2017,2,6,15206,14707,14453,14403,14679,15703,17512,18740,19133,19224,19208,19133,19027,18950,18817,18841,19281,20348,20775,20421,19796,18752,17442,16203,
2017,2,7,15286,14758,14476,14422,14679,15610,17414,18799,19341,19680,19903,20116,20129,20114,20028,20040,20366,21075,21075,20602,19799,18750,17368,16054,
2017,2,8,15019,14429,14102,13975,14206,15126,16931,18222,18562,18718,18670,18444,18269,18218,18172,18274,18696,19623,20048,19719,19186,18360,17229,16108,
2017,2,9,15275,14781,14533,14519,14855,15792,17228,18334,19158,19815,20339,20510,20486,20478,20343,20281,20518,21484,22215,21858,21198,20223,19015,17816,
2017,2,10,16948,16447,16176,16112,16360,17249,18838,19940,20481,20850,21003,20950,20762,20570,20317,20181,20400,21210,21545,21094,20451,19639,18577,17455,
2017,2,11,16481,15869,15412,15180,15152,15451,16059,16685,17458,18049,18330,18299,18210,17971,17798,17676,17912,18754,19176,18878,18432,17835,17047,16184,
2017,2,12,15435,14842,14545,14379,14424,14699,15209,15784,16734,17632,18309,18731,19019,19088,19062,19074,19345,20065,20281,19872,19258,18356,17264,16240,
2017,2,13,15451,14964,14746,14742,15085,16086,17728,18929,19612,19943,20099,20091,20032,19931,19827,19843,20165,20988,21530,21200,20621,19676,18330,17008,
2017,2,14,16096,15557,15289,15208,15473,16461,18284,19363,19742,19909,19818,19647,19353,19014,18819,18850,19213,20133,20707,20343,19713,18786,17546,16326,
2017,2,15,15390,14859,14564,14484,14751,15743,17474,18570,19049,19306,19420,19381,19176,19025,18828,18969,19462,20364,20833,20551,19972,19015,17747,16502,
2017,2,16,15592,15111,14884,14841,15124,16136,18014,19153,19548,19745,19790,19699,19588,19476,19444,19571,19970,20805,21436,21168,20574,19652,18381,17099,
2017,2,17,16187,15643,15354,15295,15549,16506,18304,19365,19711,19783,19660,19414,19096,18863,18642,18633,18963,19654,20212,19892,19386,18625,17560,16459,
2017,2,18,15635,15113,14759,14581,14615,14933,15589,16131,16671,16976,17034,16805,16480,16156,15979,16006,16283,17050,17906,17760,17340,16715,15894,15027,
2017,2,19,14259,13644,13338,13171,13163,13408,13890,14368,15017,15400,15513,15641,15490,15276,15165,15293,15722,16567,17462,17267,16908,16340,15568,14705,
2017,2,20,14050,13640,13379,13336,13613,14351,15342,16108,16671,17025,17205,17190,17033,16896,16808,16852,17258,18156,19082,18907,18425,17708,16657,15593,
2017,2,21,14776,14336,14170,14124,14405,15333,16879,17948,18507,18671,18627,18480,18272,18187,18219,18248,18654,19373,19827,19453,18820,17882,16680,15469,
2017,2,22,14570,14004,13670,13557,13804,14619,16087,17177,17867,18073,18130,18109,17854,17733,17592,17559,17804,18466,19037,18730,18044,17363,16224,15072,
2017,2,23,14175,13627,13326,13259,13502,14335,15843,16944,17561,17874,17935,17839,17647,17543,17430,17314,17290,17767,18526,18326,17778,16968,15812,14651,
2017,2,24,13811,13301,13023,12916,13142,13967,15385,16433,17116,17499,17588,17572,17389,17342,17301,17261,17360,17736,18258,17849,17287,16563,15588,14534,
2017,2,25,13602,13049,12704,12563,12586,12865,13457,14037,14900,15542,15959,16075,16101,16010,15999,16018,16407,17145,17553,17341,16916,16303,15541,14694,
2017,2,26,13985,13507,13209,13096,13167,13472,13972,14542,15427,16022,16407,16577,16615,16549,16501,16610,17009,17808,18851,18826,18374,17561,16608,15622,
2017,2,27,14873,14361,14123,14078,14377,15411,17188,18208,18543,18565,18453,18286,18058,17993,17922,18012,18274,18895,19732,19478,18838,17875,16627,15342,
2017,2,28,14453,13952,13647,13556,13791,14812,16569,17645,18009,18003,17920,17774,17582,17521,17595,17767,18194,18873,19279,18962,18307,17309,16079,14753,
2017,3,1,13833,13282,12920,12817,13039,13986,15729,16983,17598,17900,18077,18114,17964,17894,17794,17836,18077,18580,19143,18765,18106,17189,15938,14666,
2017,3,2,13779,13315,13091,13061,13350,14380,16218,17429,17968,18184,18317,18262,18140,18083,18020,18145,18637,19340,20226,20132,19588,18702,17415,16180,
2017,3,3,15338,14866,14643,14630,14902,15889,17567,18580,18887,18997,19067,19005,18896,18880,18828,19017,19344,19852,20680,20490,20039,19365,18319,17245,
2017,3,4,16410,15902,15608,15470,15534,15877,16466,17153,17963,18474,18734,18805,18616,18424,18270,18223,18560,19297,20366,20409,20099,19558,18748,17874,
2017,3,5,17172,16646,16342,16187,16224,16481,16889,17332,17841,18194,18317,18249,18154,17875,17671,17687,18055,18884,20008,20097,19663,18909,17803,16702,
2017,3,6,15944,15528,15303,15256,15570,16595,18239,19291,19525,19561,19431,19211,18928,18751,18618,18736,19152,19810,20461,20237,19588,18532,17134,15808,
2017,3,7,14846,14321,14019,13920,14186,15134,16832,17994,18405,18751,18962,18963,18898,18830,18660,18708,18957,19418,19871,19549,18872,17840,16489,15213,
2017,3,8,14280,13733,13452,13353,13614,14586,16394,17576,18005,18027,17949,17720,17536,17403,17105,17066,17367,17873,18644,18524,18008,17212,16036,14839,
2017,3,9,14008,13535,13306,13269,13531,14469,16043,17068,17481,17653,17729,17632,17469,17459,17435,17538,17912,18453,19219,19118,18575,17696,16472,15283,
2017,3,10,14494,13999,13705,13671,13945,14940,16657,18047,18904,19432,19761,19847,19758,19625,19357,19215,19431,19958,20723,20656,20195,19506,18573,17496,
2017,3,11,16680,16206,15926,15836,15910,16284,16759,17499,18334,18944,19331,19389,19299,19164,19015,18991,19234,19713,20565,20505,20109,19538,18657,17759,
2017,3,12,16974,16454,16179,16089,16202,16605,17002,17590,18113,18469,18613,18638,18505,18343,18331,18437,18782,19347,20297,20334,19731,18714,17545,,
2017,3,13,16718,16261,16022,15985,16267,17157,18960,20234,20611,20666,20618,20527,20227,20013,19817,19635,19731,19899,20273,21009,20808,20026,18880,17687,
2017,3,14,16671,16068,15715,15632,15771,16296,17232,17945,18590,19446,20104,20354,20408,20324,20097,19889,19926,20163,20387,20887,20533,19742,18674,17485,
2017,3,15,16569,16072,15847,15779,15999,16753,18214,19397,20024,20530,20846,20962,20940,20879,20672,20598,20717,20946,21117,21689,21483,20541,19183,17832,
2017,3,16,16831,16287,15962,15859,16095,16965,18787,20011,20279,20404,20405,20206,19915,19726,19488,19294,19313,19502,19775,20526,20465,19697,18490,17178,
2017,3,17,16172,15634,15370,15286,15521,16430,18230,19447,19709,19748,19613,19358,19036,18760,18419,18205,18144,18161,18333,19020,19023,18516,17625,16575,
2017,3,18,15718,15182,14877,14717,14789,15110,15802,16528,17340,17926,18257,18338,18253,18080,17936,17916,18015,18169,18334,18688,18578,18066,17227,16257,
2017,3,19,15443,14864,14460,14282,14254,14463,14931,15437,16143,16575,16823,16844,16680,16428,16216,16160,16325,16688,17109,18081,18309,17730,16774,15717,
2017,3,20,14849,14415,14275,14272,14585,15622,17535,18701,18981,18985,18938,18766,18497,18291,18083,18001,18162,18373,18595,19183,19047,18178,16871,15594,
2017,3,21,14633,14114,13835,13754,13989,14932,16789,18050,18541,18640,18497,18229,18015,17727,17521,17428,17541,17776,17949,18621,18673,17977,16685,15403,
2017,3,22,14515,14026,13805,13812,14131,15231,17180,18428,18865,18979,19033,18940,18820,18770,18659,18678,18888,19208,19581,20372,20485,19753,18512,17156,
2017,3,23,16290,15794,15522,15460,15736,16708,18579,19762,19921,19861,19629,19321,19014,18762,18468,18298,18378,18595,18755,19512,19617,18848,17606,16353,
2017,3,24,15342,14841,14516,14412,14601,15489,17303,18515,19027,19295,19367,19364,19180,19031,18920,18561,18278,18343,18288,18550,18365,17741,16813,15687,
2017,3,25,14781,14203,13804,13615,13620,13947,14579,15320,16154,16824,17136,17224,17137,16956,16897,16832,16921,17029,17212,17643,17628,17132,16399,15462,
2017,3,26,14605,14049,13692,13516,13553,13798,14303,14839,15713,16457,16940,17130,17194,17169,17100,17078,17212,17500,17673,18181,18087,17364,16339,15228,
2017,3,27,14413,13942,13680,13619,13889,14843,16733,18009,18602,18930,19176,19134,18855,18629,18418,18250,18231,18340,18274,18729,18687,17852,16519,15193,
2017,3,28,14242,13697,13379,13286,13510,14487,16391,17617,18150,18367,18608,18830,18790,18794,18677,18626,18726,18998,19126,19308,19005,18073,16687,15387,
2017,3,29,14401,13858,13547,13457,13698,14628,16462,17585,17937,18048,17947,17733,17533,17425,17266,17223,17378,17602,17775,18339,18510,17791,16598,15324,
2017,3,30,14431,13947,13662,13635,13921,14926,16759,17877,18172,18260,18191,18007,17745,17675,17668,17830,18112,18450,18682,19036,18771,17960,16750,15465,
2017,3,31,14510,13952,13688,13627,13878,14827,16627,17982,18632,19112,19349,19429,19380,19315,19180,19153,19219,19272,19251,19288,18925,18175,17195,16049,
2017,4,1,14981,14399,14037,13828,13862,14136,14856,15664,16549,17206,17487,17492,17435,17163,17011,16908,16861,17013,17139,17498,17578,17110,16351,15389,
2017,4,2,14489,13907,13583,13398,13402,13642,14085,14561,15115,15473,15544,15523,15385,15219,15105,15118,15356,15685,15992,16727,17149,16529,15564,14504,
2017,4,3,13726,13249,13018,12995,13360,14440,16193,17317,17826,17957,17953,17785,17521,17377,17167,17067,17157,17389,17632,18227,18150,17253,15895,14566,
2017,4,4,13697,13262,13023,12972,13175,14035,15880,17203,17878,18225,18462,18488,18356,18384,18256,18166,18325,18542,18591,18763,18619,17748,16407,15039,
2017,4,5,14070,13513,13204,13092,13331,14305,16123,17449,17939,18114,18100,18055,17872,17681,17422,17339,17439,17596,17659,18092,18341,17602,16276,14958,
2017,4,6,13996,13390,13067,13027,13259,14226,16195,17520,18219,18767,19023,19192,19151,18976,18737,18728,19088,19128,18794,18851,18750,17932,16666,15352,
2017,4,7,14421,13864,13519,13410,13608,14560,16287,17497,18088,18520,18669,18575,18436,18379,18237,18262,18417,18517,18488,18719,18743,18192,17182,15990,
2017,4,8,14983,14381,14032,13849,13887,14215,14750,15463,16136,16515,16614,16452,16167,15883,15638,15486,15525,15709,15938,16470,17001,16687,15953,15025,
2017,4,9,14233,13684,13345,13181,13153,13439,13820,14279,14734,14981,15045,14937,14813,14649,14550,14561,14776,15105,15411,16023,16522,16054,15100,14097,
2017,4,10,13308,12842,12563,12508,12737,13601,15079,16210,16889,17137,17224,17246,17149,17137,17107,17142,17193,17356,17256,17482,17684,16878,15680,14460,
2017,4,11,13487,12889,12514,12394,12568,13306,14716,15908,16628,17036,17286,17426,17570,17731,17750,17774,17857,17871,17571,17718,17831,17040,15842,14575,
2017,4,12,13623,13059,12677,12513,12653,13422,14812,16023,16861,17387,17723,17893,17876,17745,17488,17412,17507,17674,17560,17715,17896,17160,15938,14674,
2017,4,13,13716,13103,12749,12631,12829,13657,15020,16116,16744,17034,17146,17008,16809,16758,16728,16733,16830,16932,16895,17100,17375,16763,15689,14531,
2017,4,14,13651,13124,12753,12697,12861,13553,14666,15639,16187,16428,16471,16412,16231,16070,15966,15869,15976,16141,16090,16212,16619,16146,15272,14230,
2017,4,15,13328,12786,12457,12283,12302,12629,13109,13625,14260,14708,15001,15173,15066,15132,15081,15118,15285,15566,15694,15943,16191,15805,15000,14030,
2017,4,16,13153,12551,12154,11894,11831,12008,12267,12820,13656,14287,14737,15067,15253,15376,15421,15476,15594,15642,15734,16014,16538,16132,15178,14120,
2017,4,17,13288,12707,12392,12253,12466,13298,14641,15935,16845,17264,17451,17513,17431,17487,17406,17285,17322,17399,17286,17363,17569,16783,15588,14369,
2017,4,18,13413,12862,12521,12425,12654,13505,14885,16060,16582,16770,16806,16807,16766,16766,16691,16644,16723,16862,16801,16960,17421,16735,15575,14268,
2017,4,19,13364,12828,12525,12414,12625,13496,15032,16267,16838,17205,17364,17368,17328,17342,17273,17411,17689,17955,17914,17964,17857,17059,15807,14533,
2017,4,20,13619,13046,12689,12589,12769,13591,15160,16552,17272,17568,17671,17606,17380,17306,17168,17192,17322,17507,17475,17633,17679,16914,15684,14456,
2017,4,21,13486,12926,12635,12503,12674,13503,15062,16390,17167,17611,17831,17836,17619,17560,17406,17257,17280,17292,17163,17226,17204,16616,15633,14471,
2017,4,22,13595,12985,12622,12421,12422,12753,13220,14059,15037,15776,16104,16100,15994,15807,15706,15604,15623,15772,15853,16056,16395,16045,15306,14340,
2017,4,23,13555,13024,12658,12494,12490,12684,12919,13400,13977,14305,14458,14509,14446,14382,14351,14412,14661,14992,15229,15646,16295,15824,14741,13659,
2017,4,24,12902,12446,12177,12138,12431,13454,14957,16249,16773,16942,17061,17094,17065,17060,16966,16960,17010,17097,17104,17207,17498,16735,15489,14133,
2017,4,25,13219,12733,12413,12309,12533,13438,15080,16413,17021,17518,17808,17833,17859,17815,17634,17599,17766,17872,17802,17884,17918,17145,15812,14407,
2017,4,26,13465,12930,12594,12469,12646,13502,15127,16425,17075,17358,17519,17506,17415,17429,17409,17437,17520,17618,17574,17602,17794,17066,15782,14410,
2017,4,27,13425,12814,12455,12361,12524,13341,14864,16347,17119,17553,17729,17846,17887,17925,17963,17983,18034,18064,17875,17949,18108,17293,15945,14540,
2017,4,28,13478,12856,12490,12322,12484,13275,14769,16143,16892,17314,17595,17813,17933,18232,18423,18585,18679,18540,18116,17833,18046,17421,16200,14934,
2017,4,29,13887,13184,12732,12496,12470,12721,13141,13978,15012,15766,16473,17009,17110,17153,17320,17496,17640,17622,17517,17432,17752,17274,16236,15038,
2017,4,30,14067,13338,12790,12481,12381,12430,12533,13112,13972,14703,15244,15479,15580,15500,15336,15334,15477,15762,15960,16143,16493,15952,14874,13732,
2017,5,1,12982,12501,12258,12175,12386,13237,14789,16179,16979,17337,17574,17661,17635,17730,17740,17868,18053,18137,17942,17926,17985,17174,15701,14350,
2017,5,2,13426,12848,12515,12431,12655,13532,15136,16594,17311,17884,18184,18291,18236,18218,18134,18113,18198,18182,17923,17799,17956,17207,15885,14536,
2017,5,3,13496,12886,12546,12392,12537,13386,14898,16274,16913,17194,17265,17269,17219,17163,16958,16951,17032,17085,16936,16908,17297,16802,15547,14236,
2017,5,4,13286,12753,12470,12389,12629,13468,14952,16205,16711,16912,16998,17021,16960,16944,16889,16983,17136,17273,17263,17419,17584,16837,15557,14269,
2017,5,5,13301,12765,12460,12386,12560,13388,14975,16385,17150,17595,18005,18289,18334,18313,18115,17916,17833,17676,17441,17324,17266,16681,15646,14488,
2017,5,6,13528,12964,12605,12358,12341,12584,13036,13890,14859,15468,15659,15717,15708,15575,15503,15464,15619,15772,15801,15925,16250,15836,15038,14058,
2017,5,7,13232,12641,12285,12094,12055,12205,12435,13027,13824,14519,14973,15228,15321,15289,15267,15360,15585,15829,15950,16129,16511,16015,14980,13913,
2017,5,8,13168,12698,12451,12404,12675,13581,15114,16397,16953,17204,17306,17317,17280,17215,17110,17105,17253,17322,17245,17261,17581,16991,15746,14447,
2017,5,9,13500,12990,12715,12617,12856,13738,15221,16478,16957,17125,17242,17299,17280,17180,17079,17069,17111,17282,17218,17284,17630,17050,15721,14403,
2017,5,10,13443,12922,12624,12560,12801,13629,15148,16419,16944,17034,17083,17110,17080,17020,16935,16928,16932,16927,16833,16840,17324,16827,15591,14240,
2017,5,11,13358,12851,12566,12493,12722,13518,15002,16299,16762,16904,16940,16955,16912,16901,16863,16810,16869,16882,16814,16849,17243,16770,15558,14277,
2017,5,12,13341,12779,12440,12370,12650,13443,14872,16170,16678,16928,17009,17007,16915,16882,16782,16729,16822,16763,16574,16587,16820,16342,15370,14214,
2017,5,13,13245,12637,12278,12071,12082,12340,12764,13633,14688,15492,15958,16109,16092,15992,15891,15835,15884,15996,16012,16075,16314,15970,15187,14217,
2017,5,14,13391,12819,12392,12184,12132,12249,12509,13138,13916,14428,14625,14709,14692,14628,14625,14751,14852,15108,15206,15420,15979,15721,14780,13722,
2017,5,15,12903,12406,12192,12136,12424,13181,14742,16112,16773,17147,17286,17297,17250,17257,17119,17039,17155,17326,17180,17091,17362,16934,15620,14272,
