Year,Month,Day,Hr1,Hr2,Hr3,Hr4,Hr5,Hr6,Hr7,Hr8,Hr9,Hr10,Hr11,Hr12,Hr13,Hr14,Hr15,Hr16,Hr17,Hr18,Hr19,Hr20,Hr21,Hr22,Hr23,Hr24,Hr25
2007,1,1,15727,14925,14204,13710,13512,13614,13907,14189,14615,15476,16390,17024,17402,17493,17545,17730,18644,19773,19650,19347,18826,17920,16551,15138,
2007,1,2,14137,13585,13305,13248,13489,14567,16775,18344,18873,19341,19659,19732,19664,19605,19459,19512,20453,22342,22264,21800,21080,19969,18273,16577,
2007,1,3,15388,14735,14410,14288,14469,15490,17692,19148,19631,19910,19967,19906,19730,19520,19357,19376,20213,22019,21966,21520,20887,19743,18107,16411,
2007,1,4,15156,14487,14120,13988,14185,15201,17363,18890,19389,19721,19800,19704,19468,19348,19210,19282,20195,21767,21724,21211,20483,19352,17724,15990,
2007,1,5,14719,14061,13680,13534,13673,14626,16630,18422,18994,19465,19758,19829,19736,19740,19648,19798,20600,21416,21062,20424,19704,18784,17483,16071,
2007,1,6,14763,13941,13454,13197,13162,13455,14099,14928,15975,17005,17627,17850,17841,17579,17282,17242,17862,19386,19364,18846,18275,17535,16614,15507,
2007,1,7,14461,13706,13268,13018,12969,13172,13682,14167,14939,15744,16309,16605,16693,16714,16691,16821,17898,19565,19546,19173,18688,17813,16647,15348,
2007,1,8,14381,13815,13512,13364,13537,14561,16773,18682,19324,19810,20178,20293,20261,20161,19871,19707,20438,22036,21923,21469,20754,19643,18067,16462,
2007,1,9,15282,14642,14321,14200,14395,15460,17680,19242,19710,20029,20215,20191,20076,20045,19908,19961,20865,22380,22216,21667,20980,19800,18218,16698,
2007,1,10,15555,14992,14652,14560,14790,15795,18000,19628,20051,20450,20729,20742,20679,20634,20511,20586,21317,22977,22906,22452,21750,20594,18984,17401,
2007,1,11,16248,15689,15359,15268,15467,16470,18666,20191,20567,20854,20979,20873,20605,20451,20231,20264,21065,22679,22593,22117,21329,20153,18579,16910,
2007,1,12,15726,15071,14685,14521,14692,15646,17771,19490,20018,20402,20664,20605,20389,20220,20009,19918,20501,21524,21216,20577,19836,18915,17614,16325,
2007,1,13,15097,14399,13945,13671,13646,13940,14691,15660,16703,17721,18283,18491,18433,18289,18108,18145,18782,19917,19857,19348,18808,18137,17197,16135,
2007,1,14,15079,14378,13954,13719,13652,13834,14333,14967,15802,16813,17517,17926,18087,18106,18090,18200,18937,20149,20058,19456,18816,18094,17134,15996,
2007,1,15,15066,14485,14131,14027,14184,14941,16231,17527,18595,19535,20164,20408,20386,20235,20105,20148,20769,21854,21548,21043,20256,19169,17729,16250,
2007,1,16,15133,14516,14170,14078,14308,15356,17537,19312,19903,20335,20635,20770,20749,20780,20696,20813,21617,23111,23131,22707,22016,20937,19538,18009,
2007,1,17,16936,16382,16087,16004,16221,17247,19364,20886,21347,21626,21776,21715,21536,21399,21236,21216,21816,23426,23543,23093,22349,21257,19805,18166,
2007,1,18,17265,16919,16616,16513,16701,17404,19290,20802,21111,21301,21361,21307,21162,21097,21087,21166,21758,22863,22788,22276,21494,20288,18714,17135,
2007,1,19,16426,16094,15739,15665,15842,16615,18192,19810,20336,20620,20843,20847,20797,20692,20538,20482,21057,22269,22149,21700,20967,20025,18855,17512,
2007,1,20,16413,15734,15298,15138,15173,15578,16362,17180,18223,19179,19657,19767,19666,19421,19221,19188,19765,21399,21673,21322,20861,20104,19112,18017,
2007,1,21,17061,16377,15988,15811,15803,16018,16567,17031,17842,18558,18960,19224,19324,19250,19157,19269,20001,21460,21650,21259,20794,19879,18639,17284,
2007,1,22,16256,15734,15459,15369,15627,16675,18799,20508,21056,21522,21819,21745,21577,21545,21463,21518,22190,23382,23322,22843,21981,20755,19153,17585,
2007,1,23,16477,15885,15579,15504,15723,16755,18804,20349,20833,21097,21197,21199,21021,20979,20853,20834,21344,22836,22967,22450,21626,20490,18974,17396,
2007,1,24,16210,15599,15295,15167,15380,16422,18524,20053,20496,20831,20955,20887,20722,20701,20564,20627,21273,22797,22921,22473,21663,20611,19109,17556,
2007,1,25,16433,15834,15537,15444,15677,16693,18804,20458,20985,21367,21539,21564,21514,21426,21350,21455,22023,23540,23826,23485,22837,21750,20311,18811,
2007,1,26,17804,17306,17058,16977,17191,18218,20204,21691,22254,22707,22898,22805,22670,22553,22313,22167,22601,23836,23968,23399,22640,21685,20453,19061,
2007,1,27,17835,17126,16696,16442,16330,16685,17386,18145,19102,19885,20396,20426,20354,20034,19648,19727,20113,21272,21373,20955,20290,19479,18503,17463,
2007,1,28,16429,15697,15270,14995,14986,15212,15698,16181,16972,17724,18181,18458,18473,18359,18264,18460,19119,20591,21032,20752,20212,19375,18253,17069,
2007,1,29,16151,15673,15464,15418,15670,16803,19068,20520,21024,21421,21623,21624,21467,21437,21397,21364,21832,23219,23653,23220,22462,21355,19809,18332,
2007,1,30,17093,16539,16231,16141,16364,17399,19548,20895,21251,21503,21609,21512,21349,21186,21091,21140,21644,22953,23186,22711,21957,20855,19357,17783,
2007,1,31,16707,16115,15828,15747,15994,17075,19246,20604,20986,21295,21444,21463,21319,21213,21076,21046,21589,23007,23414,22944,22258,21128,19581,18059,
2007,2,1,16845,16253,15914,15810,15988,16982,19138,20689,21169,21498,21556,21350,21113,20933,20833,20906,21374,22626,22944,22541,21742,20598,19035,17548,
2007,2,2,16412,15775,15392,15290,15464,16421,18505,20031,20555,20933,21107,21101,20965,20926,20764,20823,21365,22224,22169,21614,20981,20052,18863,17629,
2007,2,3,16431,15784,15449,15301,15380,15764,16555,17322,18303,19108,19504,19585,19414,19160,18933,18903,19400,20853,21552,21213,20652,20017,19065,17988,
2007,2,4,17041,16381,16019,15837,15835,16065,16615,17078,17997,18815,19274,19513,19560,19466,19391,19487,20054,21508,22038,21501,21033,20395,19508,18295,
2007,2,5,17318,16892,16689,16694,16977,18003,20019,21433,22111,22742,23063,23098,22964,22837,22636,22568,23026,24374,25057,24682,23846,22653,21035,19373,
2007,2,6,18228,17634,17340,17250,17461,18421,20414,21735,22258,22634,22757,22669,22438,22242,22038,21978,22397,23829,24489,24139,23403,22313,20736,19137,
2007,2,7,18027,17454,17140,17034,17277,18320,20428,21818,22267,22483,22596,22513,22327,22164,21975,21967,22429,23734,24460,24047,23350,22189,20679,19078,
2007,2,8,17934,17382,17074,16956,17160,18182,20219,21524,22003,22397,22583,22535,22333,22176,21978,21904,22290,23455,24143,23778,23067,21938,20404,18832,
2007,2,9,17799,17246,16917,16813,17005,18014,20103,21406,21927,22372,22579,22483,22301,22078,21814,21676,21955,22941,23452,22926,22318,21289,20040,18688,
2007,2,10,17415,16726,16342,16157,16190,16514,17231,17940,18991,19688,20057,20002,19806,19531,19303,19274,19589,20726,21637,21380,20858,20098,19104,18060,
2007,2,11,17153,16530,16111,15879,15858,16180,16688,17143,18000,18660,19068,19237,19164,18939,18713,18743,19214,20561,21585,21402,20918,20010,18747,17449,
2007,2,12,16536,15986,15705,15641,15870,16956,19103,20478,21030,21342,21589,21517,21324,21123,20895,20848,21243,22445,23174,22789,22102,21013,19477,17934,
2007,2,13,16903,16377,16159,16107,16402,17503,19740,21212,21831,22191,22410,22296,22116,21998,21976,22061,22566,23604,24179,23721,22958,21872,20416,18819,
2007,2,14,17684,17072,16780,16662,16859,17803,19372,20766,21777,22578,23062,23167,23170,22973,22671,22420,22510,23455,24177,23650,22826,21668,20273,18871,
2007,2,15,17870,17308,17019,16950,17190,18124,19892,21125,21885,22419,22641,22607,22509,22440,22311,22234,22520,23523,24445,24102,23378,22235,20790,19317,
2007,2,16,18243,17661,17333,17220,17393,18352,20246,21388,22039,22452,22575,22413,22205,21992,21711,21590,21766,22505,23359,22937,22233,21298,20150,18860,
2007,2,17,17703,17053,16678,16397,16408,16773,17458,18085,19063,19783,19931,19876,19563,19190,18858,18706,19082,20215,21181,20829,20218,19469,18596,17562,
2007,2,18,16613,15999,15616,15391,15365,15582,16036,16457,17320,17997,18447,18679,18740,18707,18628,18640,19092,20148,21253,21099,20789,20129,19251,18269,
2007,2,19,17465,16929,16679,16625,16799,17505,18562,19433,20456,21198,21605,21638,21378,21104,20851,20682,20935,21899,22922,22574,21925,20958,19580,18138,
2007,2,20,17081,16452,16084,15896,16043,16875,18424,19620,20358,20823,21012,20973,20735,20557,20369,20325,20629,21566,22121,21729,20963,19946,18427,17047,
2007,2,21,15962,15341,15034,14899,15102,16003,17660,18898,19674,20094,20268,20221,20017,19921,19736,19600,19787,20601,21704,21409,20794,19867,18596,17153,
2007,2,22,16095,15507,15203,15090,15285,16163,17803,19087,20053,20530,20806,20456,20703,20749,20758,20827,21163,21763,22313,21831,21095,20057,18776,17440,
2007,2,23,16311,15737,15385,15256,15483,16371,18008,19340,20359,20892,21166,21175,21017,20875,20712,20592,20811,21476,22437,22194,21668,20830,19660,18405,
2007,2,24,17364,16678,16276,16103,16132,16486,17113,17751,18751,19512,19792,19696,19384,19019,18643,18388,18560,19389,20712,20536,20061,19391,18486,17513,
2007,2,25,16611,15968,15595,15437,15427,15649,16016,16440,17312,18027,18424,18581,18630,18493,18388,18475,19047,20100,21039,20796,20285,19334,18163,17099,
2007,2,26,16175,15590,15271,15184,15438,16435,18334,19699,20529,21036,21369,21409,21362,21281,21112,21090,21492,22272,22886,22431,21698,20501,18943,17346,
2007,2,27,16250,15579,15268,15156,15369,16373,18416,19845,20449,20745,20850,20714,20564,20568,20542,20663,21126,21918,22462,22107,21379,20253,18755,17158,
2007,2,28,15983,15380,15071,14996,15225,16255,18274,19646,20257,20500,20589,20473,20287,20179,20020,19942,20291,20967,22122,21933,21336,20308,18855,17327,
2007,3,1,16202,15703,15410,15340,15580,16650,18644,19896,20534,20802,20863,20718,20496,20344,20245,20320,20712,21559,22371,22007,21305,20140,18653,17174,
2007,3,2,16107,15523,15169,15000,15130,16031,17982,19531,20463,21006,21314,21189,20945,20637,20153,19850,19816,20131,21109,20803,20193,19301,18141,16892,
2007,3,3,15799,15128,14759,14562,14556,14894,15472,16212,17164,17829,18144,18145,17987,17766,17617,17575,17859,18405,19672,19546,19080,18459,17572,16543,
2007,3,4,15638,14978,14584,14373,14371,14602,14914,15459,16400,17195,17786,18124,18189,18161,18102,18209,18553,19315,20603,20523,20124,19207,17972,16765,
2007,3,5,15822,15342,15089,14973,15222,16268,18249,19742,20522,20864,21079,21111,21077,21024,20947,20956,21390,22111,23247,23135,22495,21421,19913,18482,
2007,3,6,17420,16977,16781,16718,17030,18117,19960,21309,22097,22590,22803,22781,22542,22416,22197,22143,22432,23118,24462,24394,23672,22482,20943,19313,
2007,3,7,18244,17694,17378,17230,17420,18345,20209,21493,22124,22495,22669,22523,22213,22063,21837,21734,22021,22571,23705,23596,23079,21971,20379,18812,
2007,3,8,17686,17161,16912,16796,16987,17956,19762,21038,21586,21928,22106,21965,21775,21664,21490,21392,21657,22175,23454,23482,22901,21897,20447,18891,
2007,3,9,17855,17350,17075,16993,17203,18165,19919,21174,21758,22058,22014,21798,21407,21113,20753,20520,20609,20981,22040,21886,21264,20380,19187,17813,
2007,3,10,16735,16103,15719,15506,15516,15810,16216,17098,18071,18847,19210,19134,18833,18516,18216,18079,18261,18842,19967,19768,19297,18561,17527,16437,
2007,3,11,15539,14868,14432,14256,14346,14750,15136,15778,16525,17141,17517,17626,17487,17310,17147,17272,17480,18028,19443,19673,19034,17883,16581,,
2007,3,12,15600,15054,14707,14636,14874,15921,18091,19664,20108,20299,20424,20280,19997,19844,19625,19500,19605,19803,19955,20957,20751,19726,18205,16567,
2007,3,13,15349,14743,14370,14217,14383,15306,17503,19071,19563,19821,20015,19916,19679,19585,19519,19328,19361,19396,19502,20515,20340,19376,17893,16261,
2007,3,14,15026,14385,13989,13835,13978,14924,17083,18650,19215,19500,19638,19632,19576,19593,19465,19415,19514,19648,19932,20530,20155,19093,17611,15975,
2007,3,15,14795,14140,13795,13681,13840,14769,17016,18760,19444,19813,20076,20093,19979,19961,19830,19810,20031,20309,20529,21026,20734,19761,18381,16902,
2007,3,16,15841,15270,14898,14778,14982,15924,18084,19680,20444,21073,21456,21643,21629,21606,21381,21227,21290,21360,21465,21947,21486,20593,19361,17990,
2007,3,17,16773,16110,15674,15462,15429,15644,16317,16981,17984,18918,19431,19544,19349,19063,18795,18642,18695,18866,19217,20095,20056,19420,18497,17390,
2007,3,18,16431,15790,15325,15087,15037,15213,15699,16108,16919,17660,18125,18391,18402,18227,17968,17860,17931,18146,18535,19917,20205,19419,18257,16891,
2007,3,19,15879,15398,15151,15102,15337,16369,18559,19964,20504,20761,20850,20812,20686,20606,20568,20625,20878,21173,21259,21808,21477,20347,18755,17098,
2007,3,20,15843,15195,14841,14672,14857,15825,17982,19461,20032,20310,20462,20409,20254,20108,19886,19753,19818,19875,20021,20981,21159,20220,18838,17256,
2007,3,21,16159,15634,15360,15325,15548,16601,18763,20191,20729,20886,20863,20745,20510,20329,20076,19882,19973,20158,20417,21125,20981,19912,18390,16816,
2007,3,22,15619,14950,14589,14439,14583,15479,17568,18977,19560,19893,20076,20044,19906,19764,19535,19484,19607,19746,19885,20469,20187,19105,17644,16034,
2007,3,23,14896,14281,13901,13777,13918,14832,16893,18407,19091,19530,19766,19758,19584,19510,19324,19118,19017,18858,18791,19335,19310,18534,17391,16115,
2007,3,24,15022,14319,13916,13730,13739,14042,14782,15544,16698,17448,17800,17830,17637,17405,17218,17149,17306,17576,17942,18555,18399,17815,16869,15809,
2007,3,25,14886,14250,13774,13501,13450,13673,14193,14718,15648,16517,17034,17251,17244,17056,16811,16621,16657,16857,17142,18205,18640,17999,16833,15522,
2007,3,26,14553,14068,13764,13681,13893,14892,16945,18526,19240,19748,19897,19878,19708,19617,19495,19386,19465,19587,19624,20156,20074,19051,17544,15889,
2007,3,27,14725,14088,13716,13575,13743,14707,16810,18319,18989,19332,19600,19691,19559,19552,19425,19372,19409,19378,19070,19761,19908,18904,17348,15667,
2007,3,28,14420,13772,13426,13289,13458,14371,16560,17950,18659,19082,19390,19367,19310,19196,19102,18967,18925,18907,18796,19560,19872,18935,17458,15883,
2007,3,29,14787,14195,13902,13808,14034,15047,17199,18655,19312,19658,19856,19739,19560,19429,19256,19075,19075,18963,18805,19549,19972,19131,17639,16093,
2007,3,30,14962,14406,14065,13977,14188,15131,17231,18592,19208,19456,19567,19490,19341,19195,18901,18746,18662,18516,18319,18811,19068,18343,17187,15854,
2007,3,31,14718,14064,13658,13475,13502,13878,14555,15333,16428,17201,17503,17461,17253,16948,16671,16489,16415,16530,16700,17570,18006,17504,16607,15547,
2007,4,1,14517,13831,13419,13214,13147,13344,13736,14235,15211,16127,16647,16996,17041,17016,16971,17030,17323,17636,17845,18392,18414,17675,16585,15306,
2007,4,2,14310,13771,13423,13316,13485,14469,16338,17766,18693,19330,19703,19679,19564,19436,19233,19009,18922,18840,18598,19167,19470,18567,17272,15756,
2007,4,3,14560,13943,13602,13469,13645,14571,16403,17712,18577,19076,19248,19211,19069,18964,18790,18622,18568,18465,18316,19006,19382,18520,17155,15644,
2007,4,4,14571,13973,13631,13510,13663,14542,16427,17995,19021,19720,20113,20270,20331,20405,20278,20128,20227,20389,20374,20498,20289,19343,17921,16399,
2007,4,5,15246,14606,14243,14087,14240,15180,16924,18322,19187,19802,20147,20039,19951,19883,19749,19600,19631,19629,19652,20194,20398,19609,18346,16845,
2007,4,6,15669,15055,14664,14535,14606,15290,16529,17527,18609,19296,19614,19755,19509,19303,19073,18849,18837,18857,18779,19239,19497,18843,17800,16557,
2007,4,7,15530,14921,14532,14343,14333,14620,15168,15831,16798,17669,18019,18041,17916,17695,17475,17299,17360,17536,17733,18434,18927,18431,17642,16514,
2007,4,8,15517,14912,14494,14275,14218,14421,14737,15307,16071,16675,17048,17135,17130,16999,16775,16537,16435,16479,16752,17675,18350,17938,17164,16024,
2007,4,9,15151,14704,14384,14252,14455,15271,16779,18125,19140,19739,20095,20125,19963,19888,19651,19440,19353,19365,19253,19880,20260,19479,18201,16667,
2007,4,10,15522,14907,14590,14476,14647,15543,17091,18392,19235,19700,19950,19947,19821,19729,19489,19251,19190,19177,19022,19575,20092,19326,18063,16572,
2007,4,11,15451,14827,14491,14422,14652,15641,17310,18643,19360,19683,19771,19702,19469,19380,19180,18995,19054,19206,19241,19820,20068,19169,17820,16224,
2007,4,12,15063,14466,14109,13991,14169,15127,16907,18592,19637,20343,20795,20864,20752,20575,20354,20201,20271,20178,19970,20202,20334,19457,18060,16454,
2007,4,13,15301,14697,14319,14123,14263,15149,16776,18319,19330,19921,20139,20102,19930,19728,19624,19583,19615,19593,19468,19734,19823,19055,17910,16501,
2007,4,14,15394,14719,14267,14027,14038,14335,14786,15586,16563,17247,17621,17658,17507,17239,16916,16743,16694,16725,16950,17630,18308,17795,16909,15823,
2007,4,15,14858,14207,13775,13548,13510,13680,14085,14697,15749,16838,17728,18361,18673,18773,18751,18701,18904,19084,19139,19292,19274,18377,17295,16078,
2007,4,16,15061,14535,14227,14116,14313,15273,17057,18622,19560,20083,20538,20665,20573,20572,20370,20252,20370,20448,20289,20547,20647,19595,18101,16474,
2007,4,17,15301,14677,14316,14153,14315,15284,17273,18846,19582,20027,20358,20288,20119,20052,19880,19808,19887,20046,19952,20244,20525,19649,18086,16414,
2007,4,18,15191,14537,14188,14077,14238,15158,17105,18739,19471,19921,20094,20030,19886,19757,19609,19446,19558,19647,19492,19784,20180,19258,17865,16217,
2007,4,19,14978,14348,13976,13835,14009,14966,16863,18535,19249,19576,19701,19647,19404,19257,19100,18963,18901,18774,18522,18785,19577,18963,17527,15812,
2007,4,20,14652,14046,13696,13574,13794,14778,16585,18108,18757,19196,19387,19381,19307,19202,19064,18869,18682,18348,17962,18068,18778,18211,17023,15608,
2007,4,21,14435,13754,13359,13180,13178,13458,13857,14775,15903,16635,17074,17180,16988,16867,16710,16576,16561,16592,16570,16798,17588,17171,16228,15099,
2007,4,22,14093,13383,12917,12701,12625,12789,12898,13588,14630,15516,16113,16389,16510,16455,16327,16293,16389,16522,16496,16807,17984,17361,16226,14825,
2007,4,23,13772,13195,12867,12777,12946,13915,15686,17400,18339,19080,19571,19907,20084,20186,20172,20133,20134,19972,19622,19754,20310,19143,17535,15801,
2007,4,24,14565,13862,13491,13330,13453,14358,16199,18081,19067,19758,20127,20194,20167,20210,20118,20027,20000,19777,19228,19119,19816,18944,17394,15604,
2007,4,25,14402,13738,13352,13152,13296,14179,15934,17637,18513,19038,19407,19583,19592,19611,19509,19489,19670,19761,19549,19621,19788,18823,17339,15593,
2007,4,26,14443,13841,13482,13344,13516,14460,16240,17900,18676,19040,19329,19388,19301,19234,19076,18951,18955,18901,18680,18945,19457,18613,17060,15436,
2007,4,27,14317,13705,13357,13203,13373,14277,16126,17828,18932,19507,19845,19841,19755,19614,19428,19339,19328,19114,18853,18840,19009,18366,17052,15609,
2007,4,28,14463,13714,13295,13047,12993,13251,13692,14638,15982,16948,17461,17573,17480,17221,16999,16883,16882,16993,17030,17242,17854,17345,16386,15196,
2007,4,29,14153,13443,12962,12678,12577,12745,12879,13505,14521,15482,16044,16269,16399,16240,16144,16087,16150,16263,16312,16507,17612,17123,15977,14587,
2007,4,30,13566,13058,12730,12625,12810,13765,15509,17391,18315,18816,19236,19416,19425,19587,19483,19371,19354,19105,18724,18579,19356,18646,17053,15325,
2007,5,1,14098,13455,13036,12888,13071,14063,15761,17485,18292,18792,19154,19264,19171,19225,19196,19162,19250,19227,18981,19072,19403,18503,16917,15284,
2007,5,2,14106,13485,13092,12941,13140,14101,15835,17597,18467,18967,19256,19312,19211,19173,19034,19007,19023,18857,18456,18360,19233,18615,17074,15390,
2007,5,3,14193,13523,13175,13033,13212,14126,15876,17540,18389,18917,19270,19395,19324,19352,19263,19180,19163,18955,18419,18291,19126,18568,16987,15362,
2007,5,4,14159,13561,13193,13062,13248,14094,15667,17387,18317,18802,19139,19240,19170,19157,19004,18824,18671,18396,17839,17686,18321,17927,16702,15227,
2007,5,5,14047,13357,12949,12727,12741,12968,13348,14325,15501,16312,16791,16888,16818,16680,16473,16342,16309,16316,16284,16424,17100,16842,15882,14807,
2007,5,6,13837,13198,12767,12530,12476,12539,12677,13405,14381,15188,15693,15938,15992,15900,15778,15743,15837,15955,15969,16235,17262,16948,15866,14475,
2007,5,7,13509,13025,12745,12676,12938,13858,15581,17246,18074,18580,19028,19112,19082,19061,19005,18925,18919,18747,18324,18229,18954,18343,16780,15061,
2007,5,8,13868,13256,12909,12761,12930,13788,15439,17164,18112,18687,19074,19259,19257,19366,19378,19323,19334,19143,18638,18441,19111,18626,17051,15316,
2007,5,9,14120,13449,13084,12929,13068,13846,15488,17384,18512,19334,19922,20333,20532,20848,21007,20996,20976,20706,20073,19785,20388,19742,18125,16385,
2007,5,10,15041,14287,13864,13657,13783,14592,16405,18422,19617,20328,20823,21237,21413,21679,21704,21633,21560,21253,20657,20292,20570,19856,18167,16387,
2007,5,11,15045,14264,13824,13622,13689,14479,16260,18161,19215,20077,20605,20847,20969,21193,21259,21259,21185,20816,20048,19532,19846,19397,18112,16519,
2007,5,12,15173,14332,13783,13458,13339,13393,13773,14888,16165,17070,17562,17743,17772,17631,17456,17297,17217,17042,16904,16936,17418,17235,16327,15226,
2007,5,13,14150,13384,12920,12678,12581,12559,12687,13411,14431,15290,15787,16030,16007,15900,15802,15717,15768,15857,15862,16002,17030,17018,16021,14679,
2007,5,14,13649,13124,12823,12738,12879,13765,15504,17334,18335,18970,19430,19611,19603,19695,19639,19552,19480,19293,18789,18596,19223,18620,17072,15333,
2007,5,15,14105,13468,13107,12957,13088,13914,15620,17502,18608,19291,19804,20220,20443,20801,20980,21185,21388,21240,20628,20309,20792,20275,18645,16767,
2007,5,16,15401,14627,14165,13936,14061,14866,16667,18734,20073,21040,21653,21945,22113,22168,22096,21970,21701,21310,20867,20647,20597,19614,18051,16264,
2007,5,17,14919,14113,13638,13429,13542,14315,16007,17806,18825,19378,19809,19940,19981,20013,19839,19677,19689,19473,18963,18756,19156,18673,17227,15569,
2007,5,18,14343,13641,13232,13093,13222,14052,15734,17580,18489,19014,19328,19354,19280,19183,18986,18887,18801,18597,18209,17991,18273,17941,16724,15330,
2007,5,19,14224,13537,13118,12893,12865,13020,13464,14509,15624,16519,16984,17128,17053,16837,16666,16588,16715,16834,16823,16895,17282,17101,16115,15000,
2007,5,20,13984,13266,12763,12520,12470,12477,12645,13370,14410,15361,16007,16370,16551,16550,16512,16560,16756,17011,17106,17157,17754,17365,16232,14875,
2007,5,21,13787,13236,12863,12746,12961,13746,15520,17359,18366,18985,19372,19543,19581,19694,19612,19551,19599,19417,18963,18689,19117,18743,17053,15393,
2007,5,22,14177,13528,13160,13035,13199,13932,15637,17401,18415,19104,19576,19771,19815,19903,19961,19954,19910,19669,19065,18739,19093,18820,17147,15514,
2007,5,23,14251,13614,13223,13119,13259,13955,15706,17578,18635,19359,19918,20255,20415,20627,20681,20706,20714,20401,19780,19352,19646,19429,17774,16054,
2007,5,24,14729,14004,13594,13423,13531,14171,15917,17880,19169,20134,20945,21462,21794,22266,22599,22881,23013,22797,22123,21578,21649,21415,19678,17709,
2007,5,25,16242,15374,14798,14490,14497,15061,16742,18734,20458,21793,22858,23649,24113,24479,24626,24676,24559,24034,23235,22501,22370,21928,20355,18713,
2007,5,26,17165,16167,15489,15048,14846,14752,15076,16265,17619,19106,20037,20619,20927,21039,21000,20981,21076,20935,20578,20129,20304,20132,18991,17626,
2007,5,27,16429,15528,14903,14498,14346,14215,14248,15019,16112,17386,18223,18811,19286,19559,19648,19787,19831,19814,19518,19186,19440,19384,18524,17270,
2007,5,28,16180,15384,14840,14520,14428,14397,14719,15642,17024,18227,19089,19758,20192,20279,20427,20551,20650,20710,20393,20075,20448,20409,18932,17183,
2007,5,29,15877,15048,14578,14322,14419,14994,16717,18696,20034,20852,21551,21874,22075,22353,22520,22711,22888,22686,22016,21354,21324,20980,19243,17388,
2007,5,30,15945,15144,14627,14376,14465,15091,16920,18977,20379,21363,22190,22720,22973,23339,23679,23970,24217,24001,23321,22666,22605,22333,20633,18578,
2007,5,31,17073,16196,15608,15292,15328,15959,17821,20015,21585,22966,24139,25038,25495,25823,26069,26123,25958,25324,24183,23336,23251,22493,20569,18531,
2007,6,1,17045,16122,15624,15351,15383,16060,17904,20010,21482,22727,23776,24596,25236,25839,26181,26429,26317,25638,24651,23822,23644,23265,21759,19984,
2007,6,2,18347,17297,16591,16153,15936,15825,16318,17741,19500,21039,22439,23418,23979,24317,24515,24507,24260,23861,23272,22681,22587,22440,21233,19739,
2007,6,3,18304,17250,16506,16017,15753,15499,15605,16413,17771,19181,20336,21251,21634,21540,21267,20945,20700,20538,20376,20164,20389,19986,18700,17165,
2007,6,4,16060,15341,14895,14700,14824,15640,17340,19312,20482,21278,21723,21895,21852,21892,21854,21798,21887,21805,21284,20814,20829,20594,19095,17294,
2007,6,5,16020,15263,14761,14598,14733,15422,17314,19455,20857,21935,22709,23245,23407,23494,23526,23649,23661,23344,22385,21672,21501,21111,19405,17490,
2007,6,6,16023,15141,14553,14106,14123,14730,16377,18036,19030,19673,20083,20311,20409,20601,20680,20737,20783,20503,19778,19283,19348,19299,17838,16088,
2007,6,7,14803,14080,13672,13463,13583,14229,15933,17762,18991,19741,20326,20692,20909,21243,21384,21526,21674,21488,20860,20341,20468,20503,19134,17415,
2007,6,8,16017,15236,14741,14501,14590,15219,17096,19376,21065,22453,23712,24601,25057,25662,26059,26239,26132,25412,24324,23506,23166,22628,21141,19345,
2007,6,9,17785,16826,16135,15660,15412,15363,15810,16953,18410,19628,20586,21106,21230,21171,20953,20778,20556,20319,19962,19618,19624,19497,18552,17233,
2007,6,10,15997,15170,14569,14219,14080,13909,14069,14859,15983,17049,17804,18250,18448,18536,18545,18633,18773,18873,18782,18719,19117,19055,18098,16668,
2007,6,11,15439,14778,14338,14164,14307,14987,16833,18937,20368,21455,22363,22955,23421,23837,24177,24500,24712,24461,23634,22971,22787,22494,20807,18664,
2007,6,12,17105,16232,15607,15302,15305,15789,17669,19838,21374,22553,23598,24404,24915,25317,25411,25275,25145,24695,23860,23154,22772,22458,20803,18786,
2007,6,13,17279,16403,15810,15510,15550,16091,17780,19827,21032,21688,22122,22376,22388,22503,22470,22441,22457,22149,21469,20898,20574,20164,18546,16744,
2007,6,14,15378,14627,14188,13961,14035,14617,16244,18107,19323,20082,20570,20787,20839,20946,20923,20935,20992,20808,20248,19753,19733,19683,18247,16591,
2007,6,15,15310,14490,14035,13810,13917,14463,16048,18105,19435,20388,21075,21468,21675,21979,22063,22106,22152,21718,20934,20231,19925,19872,18647,17044,
2007,6,16,15768,14893,14323,14041,13959,13839,14365,15630,17263,18549,19488,20170,20530,20719,20831,20872,20754,20493,20149,19751,19682,19881,18947,17627,
2007,6,17,16352,15444,14785,14408,14268,14040,14292,15275,16667,18177,19445,20426,21073,21497,21859,22185,22540,22671,22440,22129,22379,22954,21831,20067,
2007,6,18,18572,17642,16931,16514,16530,17000,18662,21030,22823,24197,25128,25778,26195,26519,26694,26808,26835,26437,25538,24523,23983,23666,21902,19792,
2007,6,19,18125,17148,16504,16172,16219,16817,18666,20966,22673,24074,25203,26012,26516,26721,26785,26874,26809,26359,25380,24518,24202,23705,22038,20114,
2007,6,20,18572,17597,16947,16563,16600,17205,18990,20981,22264,23033,23221,23589,23574,23639,23797,23923,23957,23631,22730,21941,21592,21520,20061,18141,
2007,6,21,16645,15711,15098,14793,14840,15335,16989,19053,20484,21604,22344,22932,23299,23712,24071,24287,24374,23949,22998,22181,21873,21389,20020,18287,
2007,6,22,16791,15913,15330,15002,14997,15435,16928,18905,20406,21420,22035,22227,22182,22164,22054,21948,21842,21373,20538,19806,19464,19479,18329,16887,
