"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200101_20201231.csv"
"C","Report for: 01/01/2020 - 12/31/2020"
"C","Report generated: 08/15/2024 14:22:14 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/01/2020","01",11461.96
"D","01/01/2020","02",11024.78
"D","01/01/2020","03",10713.61
"D","01/01/2020","04",10829.52
"D","01/01/2020","05",10966.52
"D","01/01/2020","06",11282.4
"D","01/01/2020","07",11484.3
"D","01/01/2020","08",11820.76
"D","01/01/2020","09",12032.61
"D","01/01/2020","10",12139.25
"D","01/01/2020","11",12299.6
"D","01/01/2020","12",12533.14
"D","01/01/2020","13",12770.7
"D","01/01/2020","14",12888.43
"D","01/01/2020","15",13138.9
"D","01/01/2020","16",13666.53
"D","01/01/2020","17",14790.32
"D","01/01/2020","18",15792.85
"D","01/01/2020","19",15640.54
"D","01/01/2020","20",15189.9
"D","01/01/2020","21",14607.44
"D","01/01/2020","22",13776.92
"D","01/01/2020","23",12764.45
"D","01/01/2020","24",12083.09
"D","01/02/2020","01",11817.79
"D","01/02/2020","02",11712.32
"D","01/02/2020","03",11612.71
"D","01/02/2020","04",11920.58
"D","01/02/2020","05",12115.78
"D","01/02/2020","06",12821.71
"D","01/02/2020","07",13898.46
"D","01/02/2020","08",14900.07
"D","01/02/2020","09",14948.34
"D","01/02/2020","10",14676.92
"D","01/02/2020","11",14364.07
"D","01/02/2020","12",13921.12
"D","01/02/2020","13",13420.84
"D","01/02/2020","14",13394.52
"D","01/02/2020","15",13771.49
"D","01/02/2020","16",14433.29
"D","01/02/2020","17",15461.85
"D","01/02/2020","18",16344.17
"D","01/02/2020","19",16224.97
"D","01/02/2020","20",15739.03
"D","01/02/2020","21",15092.53
"D","01/02/2020","22",14125.56
"D","01/02/2020","23",12914.98
"D","01/02/2020","24",12319.18
"D","01/03/2020","01",11843.06
"D","01/03/2020","02",11461.28
"D","01/03/2020","03",11407.83
"D","01/03/2020","04",11484.35
"D","01/03/2020","05",11565.33
"D","01/03/2020","06",12404.66
"D","01/03/2020","07",13640.44
"D","01/03/2020","08",14184.06
"D","01/03/2020","09",14403.47
"D","01/03/2020","10",14503.41
"D","01/03/2020","11",14624.95
"D","01/03/2020","12",14499.59
"D","01/03/2020","13",14368.66
"D","01/03/2020","14",14405.64
"D","01/03/2020","15",14376.27
"D","01/03/2020","16",14448.83
"D","01/03/2020","17",15112.8
"D","01/03/2020","18",15615.07
"D","01/03/2020","19",15352.39
"D","01/03/2020","20",14828.24
"D","01/03/2020","21",14234.94
"D","01/03/2020","22",13473.09
"D","01/03/2020","23",12628.75
"D","01/03/2020","24",11813.03
"D","01/04/2020","01",11083.09
"D","01/04/2020","02",10890.83
"D","01/04/2020","03",10655.82
"D","01/04/2020","04",10563.09
"D","01/04/2020","05",10638.65
"D","01/04/2020","06",10730.33
"D","01/04/2020","07",11100.94
"D","01/04/2020","08",11837.97
"D","01/04/2020","09",12616.86
"D","01/04/2020","10",13316.6
"D","01/04/2020","11",13761.05
"D","01/04/2020","12",14022.92
"D","01/04/2020","13",14069.43
"D","01/04/2020","14",13998.7
"D","01/04/2020","15",13909.68
"D","01/04/2020","16",14001.45
"D","01/04/2020","17",14593.69
"D","01/04/2020","18",15020.28
"D","01/04/2020","19",14774.52
"D","01/04/2020","20",14266.79
"D","01/04/2020","21",13789.76
"D","01/04/2020","22",13144.66
"D","01/04/2020","23",12451.1
"D","01/04/2020","24",11645.74
"D","01/05/2020","01",11138.52
"D","01/05/2020","02",11133.57
"D","01/05/2020","03",11074.07
"D","01/05/2020","04",11009.82
"D","01/05/2020","05",11122.08
"D","01/05/2020","06",11405.76
"D","01/05/2020","07",11690.75
"D","01/05/2020","08",12291.52
"D","01/05/2020","09",12814.9
"D","01/05/2020","10",12720.48
"D","01/05/2020","11",12985.68
"D","01/05/2020","12",13205.21
"D","01/05/2020","13",13267.34
"D","01/05/2020","14",13027.23
"D","01/05/2020","15",13162.63
"D","01/05/2020","16",13858.49
"D","01/05/2020","17",15077.77
"D","01/05/2020","18",16172.77
"D","01/05/2020","19",16075.72
"D","01/05/2020","20",15629.12
"D","01/05/2020","21",15030.96
"D","01/05/2020","22",14166.13
"D","01/05/2020","23",13123.3
"D","01/05/2020","24",12383.98
"D","01/06/2020","01",12345.98
"D","01/06/2020","02",12117.62
"D","01/06/2020","03",12022.81
"D","01/06/2020","04",12054.44
"D","01/06/2020","05",12247.41
"D","01/06/2020","06",13010.06
"D","01/06/2020","07",14612.48
"D","01/06/2020","08",15621.3
"D","01/06/2020","09",15731.89
"D","01/06/2020","10",15571.61
"D","01/06/2020","11",15531.16
"D","01/06/2020","12",15684.04
"D","01/06/2020","13",15536.83
"D","01/06/2020","14",15307.93
"D","01/06/2020","15",15196.65
"D","01/06/2020","16",15355.35
"D","01/06/2020","17",16144.5
"D","01/06/2020","18",17046.19
"D","01/06/2020","19",16963.82
"D","01/06/2020","20",16522.88
"D","01/06/2020","21",15840.85
"D","01/06/2020","22",14844.52
"D","01/06/2020","23",13647.88
"D","01/06/2020","24",12798.7
"D","01/07/2020","01",12321.76
"D","01/07/2020","02",12036.54
"D","01/07/2020","03",11865.39
"D","01/07/2020","04",12049.81
"D","01/07/2020","05",12391.87
"D","01/07/2020","06",13272.27
"D","01/07/2020","07",14570.99
"D","01/07/2020","08",15434.71
"D","01/07/2020","09",15356.54
"D","01/07/2020","10",14852.09
"D","01/07/2020","11",14365.17
"D","01/07/2020","12",13908.82
"D","01/07/2020","13",13744.56
"D","01/07/2020","14",14356.76
"D","01/07/2020","15",14486.14
"D","01/07/2020","16",14889.43
"D","01/07/2020","17",15848.63
"D","01/07/2020","18",16694.75
"D","01/07/2020","19",16600.22
"D","01/07/2020","20",16132.26
"D","01/07/2020","21",15463.88
"D","01/07/2020","22",14529.86
"D","01/07/2020","23",13569.19
"D","01/07/2020","24",12518.06
"D","01/08/2020","01",11839.68
"D","01/08/2020","02",11726.61
"D","01/08/2020","03",11681.35
"D","01/08/2020","04",11761.06
"D","01/08/2020","05",11712.95
"D","01/08/2020","06",12567.54
"D","01/08/2020","07",14225.82
"D","01/08/2020","08",15213.44
"D","01/08/2020","09",15244.94
"D","01/08/2020","10",14896.36
"D","01/08/2020","11",14488.71
"D","01/08/2020","12",14024.12
"D","01/08/2020","13",13844.26
"D","01/08/2020","14",14118.5
"D","01/08/2020","15",14420.09
"D","01/08/2020","16",14987.7
"D","01/08/2020","17",15958.82
"D","01/08/2020","18",16934.7
"D","01/08/2020","19",16909.42
"D","01/08/2020","20",16576.34
"D","01/08/2020","21",16028.13
"D","01/08/2020","22",15220.07
"D","01/08/2020","23",14089.9
"D","01/08/2020","24",13102.28
"D","01/09/2020","01",12690.78
"D","01/09/2020","02",12502.98
"D","01/09/2020","03",12419.7
"D","01/09/2020","04",12469.6
"D","01/09/2020","05",12635.68
