"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20230101_20231231.csv"
"C","Report for: 01/01/2023 - 12/31/2023"
"C","Report generated: 08/15/2024 14:23:01 EDT"
"H","Date","Hour Ending","Total Load"
"D","01/16/2023","19",16748.8
"D","01/16/2023","20",16222.77
"D","01/16/2023","21",15528.61
"D","01/16/2023","22",14604.95
"D","01/16/2023","23",13554.21
"D","01/16/2023","24",12612.95
"D","01/17/2023","01",12540.96
"D","01/17/2023","02",12280.07
"D","01/17/2023","03",12375.99
"D","01/17/2023","04",12410.55
"D","01/17/2023","05",12493.3
"D","01/17/2023","06",13289.79
"D","01/17/2023","07",14291.7
"D","01/17/2023","08",15228.17
"D","01/17/2023","09",14969.94
"D","01/17/2023","10",14025.12
"D","01/17/2023","11",13163.69
"D","01/17/2023","12",12440.62
"D","01/17/2023","13",12245.95
"D","01/17/2023","14",12930.24
"D","01/17/2023","15",13804.42
"D","01/17/2023","16",14409.89
"D","01/17/2023","17",15210.99
"D","01/17/2023","18",15964.95
"D","01/17/2023","19",15784.85
"D","01/17/2023","20",15301.79
"D","01/17/2023","21",14622.51
"D","01/17/2023","22",13725.49
"D","01/17/2023","23",12662.72
"D","01/17/2023","24",11729.13
"D","01/18/2023","01",11627.35
"D","01/18/2023","02",11606.48
"D","01/18/2023","03",11491.46
"D","01/18/2023","04",11519.36
"D","01/18/2023","05",11824.07
"D","01/18/2023","06",12201.33
"D","01/18/2023","07",13425.78
"D","01/18/2023","08",14303.36
"D","01/18/2023","09",14352.32
"D","01/18/2023","10",14030.09
"D","01/18/2023","11",13716.02
"D","01/18/2023","12",13509.46
"D","01/18/2023","13",13144.22
"D","01/18/2023","14",12897.38
"D","01/18/2023","15",13427.07
"D","01/18/2023","16",13982.34
"D","01/18/2023","17",14609.89
"D","01/18/2023","18",15540.59
"D","01/18/2023","19",15484.42
"D","01/18/2023","20",15062.21
"D","01/18/2023","21",14701.43
"D","01/18/2023","22",13660.01
"D","01/18/2023","23",12599.42
"D","01/18/2023","24",12109.68
"D","01/19/2023","01",11997.13
"D","01/19/2023","02",11672.47
"D","01/19/2023","03",11743.07
"D","01/19/2023","04",11828.91
"D","01/19/2023","05",12121.07
"D","01/19/2023","06",12536.71
"D","01/19/2023","07",13554.3
"D","01/19/2023","08",14736.72
"D","01/19/2023","09",14648.02
"D","01/19/2023","10",14427.4
"D","01/19/2023","11",14387.54
"D","01/19/2023","12",14350.75
"D","01/19/2023","13",14537.78
"D","01/19/2023","14",14766.35
"D","01/19/2023","15",14872.84
"D","01/19/2023","16",15135.47
"D","01/19/2023","17",15741.72
"D","01/19/2023","18",16288.56
"D","01/19/2023","19",16086.67
"D","01/19/2023","20",15579.08
"D","01/19/2023","21",14959.28
"D","01/19/2023","22",14117.32
"D","01/19/2023","23",13116.48
"D","01/19/2023","24",12509.57
"D","01/20/2023","01",12213.79
"D","01/20/2023","02",11928.51
"D","01/20/2023","03",11710.3
"D","01/20/2023","04",11665.73
"D","01/20/2023","05",11975.93
"D","01/20/2023","06",12278.82
"D","01/20/2023","07",13433.09
"D","01/20/2023","08",14438.22
"D","01/20/2023","09",14894.62
"D","01/20/2023","10",15120.22
"D","01/20/2023","11",15360.38
"D","01/20/2023","12",15425.59
"D","01/20/2023","13",15290.1
"D","01/20/2023","14",15149.7
"D","01/20/2023","15",15039.85
"D","01/20/2023","16",15101.98
"D","01/20/2023","17",15623.71
"D","01/20/2023","18",16250.52
"D","01/20/2023","19",15946.69
"D","01/20/2023","20",15429.12
"D","01/20/2023","21",14822.48
"D","01/20/2023","22",14119.02
"D","01/20/2023","23",13257.86
"D","01/20/2023","24",12436.41
"D","01/21/2023","01",12136.35
"D","01/21/2023","02",11760.12
"D","01/21/2023","03",11532.77
"D","01/21/2023","04",11478.95
"D","01/21/2023","05",11600.59
"D","01/21/2023","06",11975.32
"D","01/21/2023","07",12628.8
"D","01/21/2023","08",13049.04
"D","01/21/2023","09",13739.58
"D","01/21/2023","10",14066.27
"D","01/21/2023","11",14155.52
"D","01/21/2023","12",14262.44
"D","01/21/2023","13",14323.2
"D","01/21/2023","14",14277.66
"D","01/21/2023","15",14324.72
"D","01/21/2023","16",14568.2
"D","01/21/2023","17",15111.11
"D","01/21/2023","18",15796.81
"D","01/21/2023","19",15589.14
"D","01/21/2023","20",15137.2
"D","01/21/2023","21",14676.15
"D","01/21/2023","22",14061.92
"D","01/21/2023","23",13325.54
"D","01/21/2023","24",12596.89
"D","01/22/2023","01",12035.16
"D","01/22/2023","02",11643.75
"D","01/22/2023","03",11637.13
"D","01/22/2023","04",11617.6
"D","01/22/2023","05",11660.13
"D","01/22/2023","06",11673.37
"D","01/22/2023","07",12173.28
"D","01/22/2023","08",12784.73
"D","01/22/2023","09",13473.17
"D","01/22/2023","10",14066.53
"D","01/22/2023","11",14342.54
"D","01/22/2023","12",14350.38
"D","01/22/2023","13",14304.14
"D","01/22/2023","14",14325.5
"D","01/22/2023","15",14483.45
"D","01/22/2023","16",14776.41
"D","01/22/2023","17",15413.05
"D","01/22/2023","18",16047.56
"D","01/22/2023","19",15859.74
"D","01/22/2023","20",15320.06
"D","01/22/2023","21",14768.45
"D","01/22/2023","22",13928.78
"D","01/22/2023","23",12979.87
"D","01/22/2023","24",12231.22
"D","01/23/2023","01",12392.61
"D","01/23/2023","02",12118.82
"D","01/23/2023","03",12199.59
"D","01/23/2023","04",12241.78
"D","01/23/2023","05",12532.46
"D","01/23/2023","06",12824.8
"D","01/23/2023","07",13783.82
"D","01/23/2023","08",14588.56
"D","01/23/2023","09",15044.19
"D","01/23/2023","10",15308.46
"D","01/23/2023","11",15580.26
"D","01/23/2023","12",15748.06
"D","01/23/2023","13",15842.37
"D","01/23/2023","14",15920.7
"D","01/23/2023","15",15886.62
"D","01/23/2023","16",15853.38
"D","01/23/2023","17",16284.28
"D","01/23/2023","18",16926.94
"D","01/23/2023","19",16756.52
"D","01/23/2023","20",16238.87
"D","01/23/2023","21",15485.38
"D","01/23/2023","22",14562.81
"D","01/23/2023","23",13644.07
"D","01/23/2023","24",12902.31
"D","01/24/2023","01",12473.34
"D","01/24/2023","02",12280.58
"D","01/24/2023","03",12210.0
"D","01/24/2023","04",12347.33
"D","01/24/2023","05",12504.59
"D","01/24/2023","06",13120.18
"D","01/24/2023","07",14515.51
"D","01/24/2023","08",15170.33
"D","01/24/2023","09",15477.59
"D","01/24/2023","10",15300.61
"D","01/24/2023","11",15110.9
"D","01/24/2023","12",14800.54
"D","01/24/2023","13",14861.07
"D","01/24/2023","14",14995.56
"D","01/24/2023","15",15119.02
"D","01/24/2023","16",14986.07
"D","01/24/2023","17",15677.64
"D","01/24/2023","18",16652.95
"D","01/24/2023","19",16584.44
"D","01/24/2023","20",16109.7
"D","01/24/2023","21",15449.54
"D","01/24/2023","22",14575.43
"D","01/24/2023","23",13481.82
"D","01/24/2023","24",12738.35
"D","01/25/2023","01",12831.61
"D","01/25/2023","02",12553.63
"D","01/25/2023","03",12502.3
"D","01/25/2023","04",12669.93
"D","01/25/2023","05",12750.2
"D","01/25/2023","06",13531.56
"D","01/25/2023","07",14377.89
"D","01/25/2023","08",15250.55
"D","01/25/2023","09",15472.27
"D","01/25/2023","10",15477.08
"D","01/25/2023","11",15471.84
"D","01/25/2023","12",15319.81
"D","01/25/2023","13",15194.32
"D","01/25/2023","14",15177.61
"D","01/25/2023","15",15317.64
"D","01/25/2023","16",15624.04
"D","01/25/2023","17",16261.54
"D","01/25/2023","18",16869.68
"D","01/25/2023","19",16690.66
"D","01/25/2023","20",16236.26
"D","01/25/2023","21",15478.32
"D","01/25/2023","22",14520.75
"D","01/25/2023","23",13383.88
"D","01/25/2023","24",12384.05
"D","01/26/2023","01",11992.12
"D","01/26/2023","02",12081.33
"D","01/26/2023","03",12057.5
"D","01/26/2023","04",12045.04
"D","01/26/2023","05",12134.08
"D","01/26/2023","06",12398.69
"D","01/26/2023","07",13321.49
"D","01/26/2023","08",14175.84
"D","01/26/2023","09",14284.1
"D","01/26/2023","10",13930.55
"D","01/26/2023","11",13827.86
"D","01/26/2023","12",13919.15
"D","01/26/2023","13",14057.82
"D","01/26/2023","14",14157.24
"D","01/26/2023","15",14337.86
"D","01/26/2023","16",14656.11
"D","01/26/2023","17",15350.22
"D","01/26/2023","18",16150.94
"D","01/26/2023","19",16062.68
"D","01/26/2023","20",15636.68
"D","01/26/2023","21",15026.53
"D","01/26/2023","22",14239.59
"D","01/26/2023","23",13246.49
"D","01/26/2023","24",12599.18
"D","01/27/2023","01",12561.21
"D","01/27/2023","02",12372.76
"D","01/27/2023","03",12236.61
"D","01/27/2023","04",12260.33
"D","01/27/2023","05",12603.9
"D","01/27/2023","06",13072.62
"D","01/27/2023","07",14204.63
"D","01/27/2023","08",15095.96
"D","01/27/2023","09",14521.16
"D","01/27/2023","10",13673.11
"D","01/27/2023","11",12863.14
"D","01/27/2023","12",12591.48
"D","01/27/2023","13",12575.43
"D","01/27/2023","14",12855.03
"D","01/27/2023","15",13397.43
"D","01/27/2023","16",14203.32
"D","01/27/2023","17",14912.96
"D","01/27/2023","18",15773.09
"D","01/27/2023","19",15687.67
"D","01/27/2023","20",15275.29
"D","01/27/2023","21",14795.48
"D","01/27/2023","22",14142.85
"D","01/27/2023","23",13330.96
"D","01/27/2023","24",12828.81
"D","01/28/2023","01",12276.64
"D","01/28/2023","02",11934.43
"D","01/28/2023","03",11746.51
"D","01/28/2023","04",11686.34
"D","01/28/2023","05",11774.91
"D","01/28/2023","06",12091.88
"D","01/28/2023","07",12685.88
"D","01/28/2023","08",13270.11
"D","01/28/2023","09",13309.95
"D","01/28/2023","10",12810.7
"D","01/28/2023","11",12264.39
"D","01/28/2023","12",11793.48
"D","01/28/2023","13",11475.11
"D","01/28/2023","14",11358.69
"D","01/28/2023","15",11945.44
"D","01/28/2023","16",12743.24
"D","01/28/2023","17",13567.44
"D","01/28/2023","18",14536.78
"D","01/28/2023","19",14505.5
"D","01/28/2023","20",14122.1
"D","01/28/2023","21",13691.24
"D","01/28/2023","22",13111.42
"D","01/28/2023","23",12397.76
"D","01/28/2023","24",11726.02
"D","01/29/2023","01",11260.9
"D","01/29/2023","02",11164.06
"D","01/29/2023","03",11014.85
"D","01/29/2023","04",10952.08
"D","01/29/2023","05",11040.27
"D","01/29/2023","06",11061.46
"D","01/29/2023","07",11598.26
"D","01/29/2023","08",12115.41
"D","01/29/2023","09",12322.32
"D","01/29/2023","10",12203.82
"D","01/29/2023","11",12292.06
"D","01/29/2023","12",12928.52
"D","01/29/2023","13",13133.69
"D","01/29/2023","14",13305.36
"D","01/29/2023","15",13520.9
"D","01/29/2023","16",13804.99
"D","01/29/2023","17",14298.39
"D","01/29/2023","18",15053.13
"D","01/29/2023","19",14908.02
"D","01/29/2023","20",14367.56
"D","01/29/2023","21",13778.21
"D","01/29/2023","22",13018.55
"D","01/29/2023","23",12317.68
"D","01/29/2023","24",11484.03
"D","01/30/2023","01",11464.96
"D","01/30/2023","02",11569.34
"D","01/30/2023","03",11384.77
"D","01/30/2023","04",11127.87
"D","01/30/2023","05",11147.57
"D","01/30/2023","06",11905.74
"D","01/30/2023","07",13444.27
"D","01/30/2023","08",14382.99
"D","01/30/2023","09",14340.63
"D","01/30/2023","10",13874.87
"D","01/30/2023","11",13007.85
"D","01/30/2023","12",12781.16
"D","01/30/2023","13",12947.67
"D","01/30/2023","14",12622.64
"D","01/30/2023","15",12690.22
"D","01/30/2023","16",13297.87
"D","01/30/2023","17",14411.36
"D","01/30/2023","18",15575.56
"D","01/30/2023","19",15662.01
"D","01/30/2023","20",15191.92
"D","01/30/2023","21",14541.6
"D","01/30/2023","22",13683.33
"D","01/30/2023","23",12713.99
"D","01/30/2023","24",12090.95
"D","01/31/2023","01",12119.55
"D","01/31/2023","02",12079.15
"D","01/31/2023","03",11955.14
"D","01/31/2023","04",12029.28
"D","01/31/2023","05",12191.27
"D","01/31/2023","06",12317.15
"D","01/31/2023","07",13765.69
"D","01/31/2023","08",14838.38
"D","01/31/2023","09",15169.17
"D","01/31/2023","10",15004.83
"D","01/31/2023","11",14481.65
"D","01/31/2023","12",14003.14
"D","01/31/2023","13",13403.73
"D","01/31/2023","14",13346.96
"D","01/31/2023","15",13386.53
"D","01/31/2023","16",14190.68
"D","01/31/2023","17",15397.16
"D","01/31/2023","18",16562.68
"D","01/31/2023","19",16732.37
"D","01/31/2023","20",16479.7
"D","01/31/2023","21",15922.22
"D","01/31/2023","22",15142.25
"D","01/31/2023","23",14103.52
"D","01/31/2023","24",13250.44
"D","02/01/2023","01",13259.45
"D","02/01/2023","02",13422.96
"D","02/01/2023","03",13383.27
"D","02/01/2023","04",13428.26
"D","02/01/2023","05",13778.83
"D","02/01/2023","06",13907.79
"D","02/01/2023","07",15234.3
"D","02/01/2023","08",16169.44
"D","02/01/2023","09",15502.42
"D","02/01/2023","10",14150.39
"D","02/01/2023","11",13177.0
"D","02/01/2023","12",13238.49
"D","02/01/2023","13",13344.39
"D","02/01/2023","14",13338.94
"D","02/01/2023","15",13234.98
"D","02/01/2023","16",14093.52
"D","02/01/2023","17",15649.95
"D","02/01/2023","18",16916.61
"D","02/01/2023","19",17110.35
"D","02/01/2023","20",16821.66
"D","02/01/2023","21",16284.43
"D","02/01/2023","22",15448.74
"D","02/01/2023","23",14434.81
"D","02/01/2023","24",13561.09
"D","02/02/2023","01",13510.44
"D","02/02/2023","02",13352.75
"D","02/02/2023","03",13232.34
"D","02/02/2023","04",13269.25
"D","02/02/2023","05",13644.8
"D","02/02/2023","06",14203.84
"D","02/02/2023","07",15457.88
"D","02/02/2023","08",16289.34
"D","02/02/2023","09",15670.56
"D","02/02/2023","10",14606.39
"D","02/02/2023","11",13875.57
"D","02/02/2023","12",13756.9
"D","02/02/2023","13",13348.57
"D","02/02/2023","14",13290.22
"D","02/02/2023","15",13299.16
"D","02/02/2023","16",14077.08
"D","02/02/2023","17",15583.81
"D","02/02/2023","18",16813.19
"D","02/02/2023","19",16964.11
"D","02/02/2023","20",16610.27
"D","02/02/2023","21",16012.96
"D","02/02/2023","22",15214.44
"D","02/02/2023","23",14305.94
"D","02/02/2023","24",13507.43
"D","02/03/2023","01",13497.01
"D","02/03/2023","02",13224.91
"D","02/03/2023","03",13055.84
"D","02/03/2023","04",13083.35
"D","02/03/2023","05",12961.42
"D","02/03/2023","06",13429.85
"D","02/03/2023","07",15057.53
"D","02/03/2023","08",16050.94
"D","02/03/2023","09",15520.54
"D","02/03/2023","10",14525.26
"D","02/03/2023","11",13941.58
"D","02/03/2023","12",13748.19
"D","02/03/2023","13",13742.51
"D","02/03/2023","14",14039.06
"D","02/03/2023","15",14749.9
"D","02/03/2023","16",16209.42
