"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20190101_20191231.csv"
"C","Report for: 01/01/2019 - 12/31/2019"
"C","Report generated: 08/15/2024 14:21:52 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/01/2019","01",11613.92
"D","01/01/2019","02",11496.66
"D","01/01/2019","03",11368.76
"D","01/01/2019","04",11270.26
"D","01/01/2019","05",11309.61
"D","01/01/2019","06",11516.12
"D","01/01/2019","07",11848.86
"D","01/01/2019","08",11538.77
"D","01/01/2019","09",11729.35
"D","01/01/2019","10",12187.15
"D","01/01/2019","11",12331.3
"D","01/01/2019","12",12149.33
"D","01/01/2019","13",12082.4
"D","01/01/2019","14",12153.63
"D","01/01/2019","15",12349.04
"D","01/01/2019","16",13037.34
"D","01/01/2019","17",14315.5
"D","01/01/2019","18",15392.02
"D","01/01/2019","19",15286.67
"D","01/01/2019","20",14862.13
"D","01/01/2019","21",14304.63
"D","01/01/2019","22",13502.97
"D","01/01/2019","23",12503.58
"D","01/01/2019","24",11894.04
"D","01/02/2019","01",11614.05
"D","01/02/2019","02",11124.13
"D","01/02/2019","03",11045.95
"D","01/02/2019","04",11164.15
"D","01/02/2019","05",11592.62
"D","01/02/2019","06",12692.28
"D","01/02/2019","07",14279.33
"D","01/02/2019","08",15390.04
"D","01/02/2019","09",15296.03
"D","01/02/2019","10",14725.42
"D","01/02/2019","11",14298.46
"D","01/02/2019","12",14061.67
"D","01/02/2019","13",13877.33
"D","01/02/2019","14",14126.62
"D","01/02/2019","15",14611.45
"D","01/02/2019","16",15286.67
"D","01/02/2019","17",16422.56
"D","01/02/2019","18",17416.44
"D","01/02/2019","19",17350.96
"D","01/02/2019","20",16943.27
"D","01/02/2019","21",16268.05
"D","01/02/2019","22",15240.27
"D","01/02/2019","23",13913.04
"D","01/02/2019","24",12868.6
"D","01/03/2019","01",12558.19
"D","01/03/2019","02",12233.35
"D","01/03/2019","03",12196.05
"D","01/03/2019","04",12177.78
"D","01/03/2019","05",12325.39
"D","01/03/2019","06",13177.2
"D","01/03/2019","07",14313.67
"D","01/03/2019","08",15339.98
"D","01/03/2019","09",15457.75
"D","01/03/2019","10",15238.49
"D","01/03/2019","11",14620.62
"D","01/03/2019","12",14108.48
"D","01/03/2019","13",13995.24
"D","01/03/2019","14",14074.81
"D","01/03/2019","15",14333.64
"D","01/03/2019","16",14809.68
"D","01/03/2019","17",15802.92
"D","01/03/2019","18",16765.89
"D","01/03/2019","19",16694.68
"D","01/03/2019","20",16275.2
"D","01/03/2019","21",15636.66
"D","01/03/2019","22",14654.38
"D","01/03/2019","23",13419.87
"D","01/03/2019","24",12371.56
"D","01/04/2019","01",11891.66
"D","01/04/2019","02",11724.88
"D","01/04/2019","03",11542.97
"D","01/04/2019","04",11534.38
"D","01/04/2019","05",11659.77
"D","01/04/2019","06",12625.65
"D","01/04/2019","07",14090.69
"D","01/04/2019","08",15067.36
"D","01/04/2019","09",14887.39
"D","01/04/2019","10",14311.47
"D","01/04/2019","11",13924.32
"D","01/04/2019","12",13640.96
"D","01/04/2019","13",13408.14
"D","01/04/2019","14",13644.45
"D","01/04/2019","15",13963.84
"D","01/04/2019","16",14378.57
"D","01/04/2019","17",15321.11
"D","01/04/2019","18",16056.8
"D","01/04/2019","19",15835.17
"D","01/04/2019","20",15368.94
"D","01/04/2019","21",14804.36
"D","01/04/2019","22",14060.05
"D","01/04/2019","23",13076.75
"D","01/04/2019","24",12289.17
"D","01/05/2019","01",11585.34
"D","01/05/2019","02",11104.61
"D","01/05/2019","03",10830.91
"D","01/05/2019","04",10746.5
"D","01/05/2019","05",11115.2
"D","01/05/2019","06",11250.8
"D","01/05/2019","07",11862.74
"D","01/05/2019","08",12382.16
"D","01/05/2019","09",13147.03
"D","01/05/2019","10",13783.65
"D","01/05/2019","11",14092.39
"D","01/05/2019","12",14194.48
"D","01/05/2019","13",14183.8
"D","01/05/2019","14",14127.66
"D","01/05/2019","15",14169.48
"D","01/05/2019","16",14362.22
"D","01/05/2019","17",15047.09
"D","01/05/2019","18",15516.42
"D","01/05/2019","19",15263.51
"D","01/05/2019","20",14738.38
"D","01/05/2019","21",14217.52
"D","01/05/2019","22",13568.67
"D","01/05/2019","23",12776.85
"D","01/05/2019","24",11942.89
"D","01/06/2019","01",11260.57
"D","01/06/2019","02",11038.55
"D","01/06/2019","03",11195.37
"D","01/06/2019","04",11349.68
"D","01/06/2019","05",11432.7
"D","01/06/2019","06",11702.78
"D","01/06/2019","07",11950.58
"D","01/06/2019","08",12012.44
"D","01/06/2019","09",12633.12
"D","01/06/2019","10",12977.21
"D","01/06/2019","11",13117.99
"D","01/06/2019","12",13132.92
"D","01/06/2019","13",13049.72
"D","01/06/2019","14",13133.78
"D","01/06/2019","15",13371.89
"D","01/06/2019","16",13923.2
"D","01/06/2019","17",15078.45
"D","01/06/2019","18",16211.06
"D","01/06/2019","19",16202.85
"D","01/06/2019","20",15829.0
"D","01/06/2019","21",15375.56
"D","01/06/2019","22",14557.03
"D","01/06/2019","23",13559.7
"D","01/06/2019","24",12934.47
"D","01/07/2019","01",12423.45
"D","01/07/2019","02",12229.63
"D","01/07/2019","03",12315.64
"D","01/07/2019","04",12280.41
"D","01/07/2019","05",12755.67
"D","01/07/2019","06",13618.84
"D","01/07/2019","07",15458.71
"D","01/07/2019","08",16502.72
"D","01/07/2019","09",16323.87
"D","01/07/2019","10",15746.28
"D","01/07/2019","11",15323.67
"D","01/07/2019","12",14967.26
"D","01/07/2019","13",14881.74
"D","01/07/2019","14",15046.41
"D","01/07/2019","15",15332.16
"D","01/07/2019","16",15956.82
"D","01/07/2019","17",17013.64
"D","01/07/2019","18",17940.7
"D","01/07/2019","19",17842.82
"D","01/07/2019","20",17385.17
"D","01/07/2019","21",16678.57
"D","01/07/2019","22",15626.48
"D","01/07/2019","23",14338.12
"D","01/07/2019","24",13216.56
"D","01/08/2019","01",12459.04
"D","01/08/2019","02",12022.06
"D","01/08/2019","03",11827.99
"D","01/08/2019","04",12082.02
"D","01/08/2019","05",12451.83
"D","01/08/2019","06",13177.53
"D","01/08/2019","07",14817.18
"D","01/08/2019","08",15851.12
"D","01/08/2019","09",16108.59
"D","01/08/2019","10",16168.27
"D","01/08/2019","11",16220.85
"D","01/08/2019","12",16139.22
"D","01/08/2019","13",15960.62
