Date,Hour,NUCLEAR,GAS,HYDRO,WIND,SOLAR,BIOFUEL,Total Output
1/9/2022,8,10038,129,3247,3680,0,52,17146
1/9/2022,9,10033,131,3582,3677,0,52,17475
1/9/2022,10,10031,210,3602,3823,4,52,17722
1/9/2022,11,10036,227,3687,3822,18,52,17842
1/9/2022,12,10032,507,3527,3909,27,54,18056
1/9/2022,13,10037,879,3514,3703,51,54,18238
1/9/2022,14,10032,1100,3482,3339,56,54,18063
1/9/2022,15,10034,1196,3516,2984,51,54,17835
1/9/2022,16,9992,1356,3614,2633,30,54,17679
1/9/2022,17,10032,1502,3756,2642,13,54,17999
1/9/2022,18,10035,1507,3747,3438,0,54,18781
1/9/2022,19,10032,1492,3855,3253,0,54,18686
1/9/2022,20,10034,1258,3658,3366,0,55,18371
1/9/2022,21,10029,1164,3649,3641,0,54,18537
1/9/2022,22,10026,697,3858,3868,0,53,18502
1/9/2022,23,10022,216,3796,3997,0,11,18042
1/9/2022,24,10017,141,3257,3921,0,0,17336
1/10/2022,1,10035,148,3457,3722,0,0,17362
1/10/2022,2,10039,190,3692,3581,0,7,17509
1/10/2022,3,10038,205,3492,3702,0,15,17452
1/10/2022,4,10040,265,3560,3551,0,14,17430
1/10/2022,5,10035,653,3682,3285,0,15,17670
1/10/2022,6,10035,896,3664,3096,0,18,17709
1/10/2022,7,10036,1578,3501,2984,0,27,18126
1/10/2022,8,10028,1932,4453,2914,2,32,19361
1/10/2022,9,10031,2086,4741,2960,12,32,19862
1/10/2022,10,10033,2097,4369,3265,44,33,19841
1/10/2022,11,10035,2082,3995,3224,103,32,19471
1/10/2022,12,10020,2098,4181,3552,134,31,20016
1/10/2022,13,10035,2184,4215,3542,162,31,20169
1/10/2022,14,10036,2329,4320,3596,132,31,20444
1/10/2022,15,10030,2504,4250,3819,98,32,20733
1/10/2022,16,10022,2670,4406,3805,50,33,20986
1/10/2022,17,10016,2748,4537,3872,18,31,21222
1/10/2022,18,10019,2850,5361,3983,1,31,22245
1/10/2022,19,10020,2923,5089,4024,0,32,22088
1/10/2022,20,10026,2855,4769,4002,0,31,21683
1/10/2022,21,10017,2609,4951,3913,0,36,21526
1/10/2022,22,10021,2432,4260,3045,0,31,19789
1/10/2022,23,10021,2284,3839,2615,0,31,18790
1/10/2022,24,10023,2261,3664,2458,0,22,18428
1/11/2022,1,10029,2240,3549,2349,0,17,18184
1/11/2022,2,10035,2126,3201,1504,0,17,16883
1/11/2022,3,10033,2167,3188,1081,0,17,16486
1/11/2022,4,10037,2256,3693,1055,0,17,17058
1/11/2022,5,10029,3016,3974,859,0,16,17894
1/11/2022,6,10030,3261,4646,704,0,18,18659
1/11/2022,7,10028,4452,5211,655,0,24,20370
1/11/2022,8,10028,4903,5420,830,1,27,21209
1/11/2022,9,10024,5297,5665,831,9,27,21853
1/11/2022,10,10022,5976,5641,861,32,28,22560
1/11/2022,11,10023,5883,5435,983,61,29,22414
1/11/2022,12,10024,5278,4914,1366,60,30,21672
1/11/2022,13,10014,5002,4509,1788,73,29,21415
1/11/2022,14,9651,4511,4502,2128,101,30,20923
1/11/2022,15,10033,4348,4537,2600,71,32,21621
1/11/2022,16,10034,4273,4761,3127,33,30,22258
1/11/2022,17,10027,4354,4969,3539,10,31,22930
1/11/2022,18,10026,4687,4899,4024,1,34,23671
1/11/2022,19,10033,4383,4787,4208,0,30,23441
1/11/2022,20,10033,4594,4472,4346,0,31,23476
1/11/2022,21,10028,4669,3987,4387,0,32,23103
1/11/2022,22,10032,3380,3639,4336,0,32,21419
1/11/2022,23,10027,2768,3062,3939,0,33,19829
1/11/2022,24,10026,1390,3467,4208,0,22,19113
1/12/2022,1,10030,1337,3177,4149,0,19,18712
1/12/2022,2,10022,1012,2929,3772,0,18,17753
1/12/2022,3,10035,954,2925,3061,0,18,16993
1/12/2022,4,10036,638,2890,2862,0,19,16445
1/12/2022,5,10036,570,2881,3364,0,18,16869
1/12/2022,6,10036,758,2980,3047,0,19,16840
1/12/2022,7,10039,1188,3060,3479,0,24,17790
1/12/2022,8,10036,1791,3423,3791,1,32,19074
1/12/2022,9,10031,2502,3457,3435,4,32,19461
1/12/2022,10,10036,2811,3805,3265,20,34,19971
1/12/2022,11,9875,3627,4118,2742,39,35,20436
1/12/2022,12,9852,4395,4233,2325,32,38,20875
1/12/2022,13,9924,4711,4188,1924,31,39,20817
1/12/2022,14,10038,4321,4243,1416,31,33,20082
1/12/2022,15,10037,4812,4470,1043,24,34,20420
1/12/2022,16,10040,5047,4706,848,14,46,20701
1/12/2022,17,10034,4568,5322,686,3,49,20662
1/12/2022,18,10033,4967,5533,575,1,33,21142
1/12/2022,19,10037,5164,5492,407,0,33,21133
1/12/2022,20,10032,5293,5398,305,0,31,21059
1/12/2022,21,10028,5619,5099,175,0,31,20952
1/12/2022,22,10029,5628,4636,175,0,31,20499
1/12/2022,23,10028,4589,4133,219,0,31,19000
1/12/2022,24,10030,3741,4040,219,0,21,18051
1/13/2022,1,10029,2931,3918,204,0,16,17098
1/13/2022,2,10025,2583,3819,175,0,15,16617
1/13/2022,3,10032,2291,3787,145,0,16,16271
1/13/2022,4,10026,2377,3876,74,0,15,16368
1/13/2022,5,10022,2758,3971,41,0,17,16809
1/13/2022,6,10030,3296,4087,68,0,20,17501
1/13/2022,7,10033,3587,4414,76,0,28,18138
1/13/2022,8,10028,3823,4757,93,1,31,18733
1/13/2022,9,10027,4075,4820,142,3,32,19099
1/13/2022,10,10012,4686,4566,184,14,32,19494
1/13/2022,11,10026,5026,4636,197,24,32,19941
1/13/2022,12,10022,5408,4647,219,39,33,20368
1/13/2022,13,10028,5428,4518,244,45,33,20296
1/13/2022,14,10038,4714,4305,201,41,32,19331
1/13/2022,15,10032,4637,4456,506,34,32,19697
1/13/2022,16,10033,4268,4798,524,12,32,19667
1/13/2022,17,10032,4151,5366,477,5,32,20063
1/13/2022,18,10028,4565,5408,596,0,19,20616
1/13/2022,19,10027,4538,5452,490,0,29,20536
1/13/2022,20,10027,4647,5096,430,0,30,20230
1/13/2022,21,10029,4549,4621,628,0,30,19857
1/13/2022,22,10031,3814,4404,645,0,30,18924
1/13/2022,23,10015,2808,4220,827,0,31,17901
1/13/2022,24,10031,2200,4208,918,0,21,17378
1/14/2022,1,10033,2292,4056,793,0,15,17189
1/14/2022,2,10028,2279,3902,734,0,15,16958
1/14/2022,3,10027,2002,3852,732,0,15,16628
1/14/2022,4,10029,2380,3772,911,0,15,17107
1/14/2022,5,10023,2379,3773,1256,0,17,17448
1/14/2022,6,10021,2249,3954,1506,0,21,17751
1/14/2022,7,10021,2386,4357,1669,1,26,18460
1/14/2022,8,10021,2823,4704,1976,1,31,19556
1/14/2022,9,10008,2872,4923,2423,14,32,20272
1/14/2022,10,9991,2566,4649,2754,50,32,20042
1/14/2022,11,10019,2746,4279,2780,98,33,19955
1/14/2022,12,10024,2930,4025,2686,149,32,19846
1/14/2022,13,10021,2942,4189,2604,178,31,19965
1/14/2022,14,10028,2967,4048,2582,185,32,19842
1/14/2022,15,10029,3058,3874,2677,204,30,19872
1/14/2022,16,10031,3069,3993,2649,150,32,19924
1/14/2022,17,10026,3247,4647,2755,34,32,20741
1/14/2022,18,10022,4288,5074,2864,1,32,22281
1/14/2022,19,10025,4298,4982,3023,0,32,22360
1/14/2022,20,10024,3920,4820,3069,0,31,21864
1/14/2022,21,10025,3938,4668,2902,0,31,21564
1/14/2022,22,10023,4253,4291,2802,0,31,21400
1/14/2022,23,10018,3167,3860,2621,0,31,19697
1/14/2022,24,10024,3014,3740,2346,0,17,19141
1/15/2022,1,10020,2559,3988,2274,0,9,18850
1/15/2022,2,10024,2941,3860,2222,0,0,19047
1/15/2022,3,10025,3190,3903,2204,0,0,19322
1/15/2022,4,10024,3546,3845,2098,0,0,19513
1/15/2022,5,10028,3780,3838,1918,0,0,19564
1/15/2022,6,10032,4141,4103,1945,0,0,20221
1/15/2022,7,10032,4415,4240,1800,1,0,20488
1/15/2022,8,10033,4587,4669,1581,2,0,20872
1/15/2022,9,10028,4986,4985,1397,19,0,21415
1/15/2022,10,10030,4776,4964,1113,77,1,20961
1/15/2022,11,10028,5014,4635,858,162,0,20697
1/15/2022,12,10033,5046,4552,608,209,0,20448
1/15/2022,13,10027,4895,4418,475,218,0,20033
1/15/2022,14,10028,4551,4267,398,213,0,19457
1/15/2022,15,10029,4236,4282,451,173,0,19171
1/15/2022,16,10029,4541,4653,475,111,0,19809
1/15/2022,17,10021,5732,5252,398,31,0,21434
1/15/2022,18,10022,6350,5556,361,1,0,22290
1/15/2022,19,10026,6065,5564,516,0,0,22171
1/15/2022,20,10027,5982,5419,585,0,1,22014
1/15/2022,21,10029,5790,5027,755,0,0,21601
1/15/2022,22,10027,5654,4437,1088,0,0,21206
1/15/2022,23,10026,5563,4096,1300,0,0,20985
1/15/2022,24,10027,5267,4028,1338,0,0,20660
1/16/2022,1,10030,4863,3941,1427,0,0,20261
1/16/2022,2,10037,4674,3726,1566,0,0,20003
1/16/2022,3,10037,4614,3825,1605,0,0,20081
1/16/2022,4,10038,4890,3743,1349,0,0,20020
1/16/2022,5,10042,5094,3686,1362,0,0,20184
1/16/2022,6,10039,4966,3807,1378,0,0,20190
1/16/2022,7,10041,4714,4033,1365,1,0,20154
1/16/2022,8,10043,4945,4214,1397,1,0,20600
1/16/2022,9,10043,4734,4502,1480,28,0,20787
1/16/2022,10,10036,4520,4554,1175,109,0,20394
1/16/2022,11,10033,4700,4450,920,198,0,20301
1/16/2022,12,10034,4985,4238,815,271,0,20343
1/16/2022,13,10040,4891,4217,571,283,0,20002
1/16/2022,14,10036,4899,4144,405,235,0,19719
1/16/2022,15,10041,3842,4148,488,185,0,18704
1/16/2022,16,10042,4070,4218,766,119,0,19215
1/16/2022,17,10039,4385,4660,881,25,0,19990
1/16/2022,18,10039,5756,5038,724,1,0,21558
1/16/2022,19,10046,5814,5070,898,0,0,21828
1/16/2022,20,10048,5133,4732,1526,0,0,21439
1/16/2022,21,10052,4864,4619,1516,0,0,21051
1/16/2022,22,10048,5078,4191,1196,0,0,20513
1/16/2022,23,10047,5094,3882,846,0,0,19869
1/16/2022,24,10052,5063,3784,830,0,0,19729
1/17/2022,1,10053,3915,3660,1219,0,0,18847
1/17/2022,2,10050,3138,3640,1799,0,4,18631
1/17/2022,3,10054,2612,3114,2200,0,13,17993
1/17/2022,4,10061,2433,3143,1942,0,15,17594
1/17/2022,5,10062,2517,3035,1699,0,15,17328
1/17/2022,6,10065,2571,3198,1572,0,16,17422
1/17/2022,7,10054,2592,3272,2586,0,28,18532
1/17/2022,8,10057,2612,3666,3108,0,32,19475
1/17/2022,9,10042,2638,3684,3735,2,33,20134
1/17/2022,10,10042,2637,3742,3784,10,32,20247
1/17/2022,11,10049,2510,4008,3757,22,32,20378
1/17/2022,12,10048,2836,3859,3774,21,32,20570
1/17/2022,13,10050,2809,3414,3704,12,33,20022
1/17/2022,14,10053,2548,3392,3646,17,33,19689
1/17/2022,15,10054,2453,3384,3419,12,33,19355
1/17/2022,16,10051,2470,3647,3414,6,33,19621
1/17/2022,17,10053,2472,3917,3731,1,33,20207
1/17/2022,18,10052,2546,4734,3790,0,31,21153
1/17/2022,19,10050,2454,4350,3783,0,31,20668
1/17/2022,20,10052,2159,4206,3508,0,31,19956
1/17/2022,21,10055,1787,4390,3272,0,31,19535
1/17/2022,22,10059,1714,3588,3224,0,31,18616
1/17/2022,23,10050,1389,3475,2974,0,31,17919
1/17/2022,24,10055,1100,3332,2783,0,24,17294
1/18/2022,1,10058,1005,3238,2184,0,17,16502
1/18/2022,2,10056,1165,3173,2410,0,16,16820
1/18/2022,3,10062,1180,3143,2921,0,19,17325
1/18/2022,4,10059,1341,3195,2076,0,18,16689
1/18/2022,5,10059,1954,3453,2063,0,16,17545
1/18/2022,6,10001,2498,3315,1086,0,19,16919
1/18/2022,7,9984,2669,3608,1614,0,27,17902
1/18/2022,8,9978,3050,4173,1603,1,31,18836
1/18/2022,9,9975,3660,4436,1353,2,32,19458
1/18/2022,10,9975,3999,4406,1149,21,32,19582
1/18/2022,11,9973,4416,4285,981,33,32,19720
1/18/2022,12,10030,4732,3974,874,50,32,19692
1/18/2022,13,10046,4952,3848,863,79,31,19819
1/18/2022,14,10042,4466,4010,1054,99,32,19703
1/18/2022,15,10044,3544,4306,1438,77,32,19441
1/18/2022,16,10044,3369,4364,1816,42,32,19667
1/18/2022,17,10046,3424,4778,2324,13,32,20617
1/18/2022,18,10048,3831,5087,2617,0,32,21615
1/18/2022,19,10041,3647,4806,2917,0,31,21442
1/18/2022,20,10042,3362,4331,3199,0,32,20966
1/18/2022,21,10044,3285,3651,3276,0,31,20287
1/18/2022,22,10038,2707,3555,2892,0,32,19224
1/18/2022,23,10043,1464,3436,3345,0,31,18319
1/18/2022,24,10048,486,3338,4148,0,23,18043
1/19/2022,1,9617,278,3190,3846,0,17,16948
1/19/2022,2,9232,187,3111,4255,0,16,16801
1/19/2022,3,9239,136,3150,4251,0,16,16792
1/19/2022,4,9244,250,2929,4318,0,16,16757
1/19/2022,5,9245,651,2910,4173,0,16,16995
1/19/2022,6,9243,1277,3068,3535,0,27,17150
1/19/2022,7,9240,2344,3111,3517,0,36,18248
1/19/2022,8,9240,2376,4002,3927,0,32,19577
1/19/2022,9,9237,2562,4281,3809,1,31,19921
1/19/2022,10,9237,2528,4224,3707,13,32,19741
1/19/2022,11,9233,2703,3996,3872,46,40,19890
1/19/2022,12,9239,2518,3830,3947,80,43,19657
1/19/2022,13,9239,2494,3859,3880,113,38,19623
1/19/2022,14,9235,2589,3716,3647,130,30,19347
1/19/2022,15,9238,2996,3768,3906,88,33,20029
1/19/2022,16,9224,2945,4057,3871,43,31,20171
1/19/2022,17,9227,3238,4751,3936,8,30,21190
1/19/2022,18,9224,4467,4895,3915,0,30,22531
1/19/2022,19,9232,4879,4618,3845,0,31,22605
1/19/2022,20,9233,4434,4367,3978,0,31,22043
1/19/2022,21,9230,4232,4272,3929,0,32,21695
1/19/2022,22,9233,2904,4327,3673,0,32,20169
1/19/2022,23,9228,2600,3692,3437,0,31,18988
1/19/2022,24,9224,2789,3643,3185,0,23,18864
1/20/2022,1,9215,2681,3599,2828,0,17,18340
1/20/2022,2,9214,2970,3553,2376,0,17,18130
1/20/2022,3,9216,3154,3429,2282,0,17,18098
1/20/2022,4,9213,3062,3414,2209,0,17,17915
1/20/2022,5,9214,3304,3529,2016,0,17,18080
1/20/2022,6,9210,3456,3656,2050,0,20,18392
1/20/2022,7,9223,4732,4307,1762,1,26,20051
1/20/2022,8,9223,5756,4831,1481,1,31,21323
1/20/2022,9,9221,5685,4634,1355,49,31,20975
1/20/2022,10,9218,5055,4630,1275,166,31,20375
1/20/2022,11,9214,4838,4708,1149,231,31,20171
1/20/2022,12,9214,5557,4105,989,261,31,20157
1/20/2022,13,9213,4954,3906,837,257,31,19198
1/20/2022,14,9210,4490,4206,812,236,31,18985
1/20/2022,15,9216,4211,4399,906,187,31,18950
1/20/2022,16,9217,4569,4678,847,147,31,19489
1/20/2022,17,9216,5508,5174,682,41,31,20652
1/20/2022,18,9213,6970,5082,573,0,31,21869
1/20/2022,19,9216,7107,5106,529,0,31,21989
1/20/2022,20,9218,6518,5015,675,0,31,21457
1/20/2022,21,9209,6641,4828,623,0,32,21333
1/20/2022,22,9209,6715,4480,551,0,32,20987
1/20/2022,23,9212,6589,3904,658,0,32,20395
1/20/2022,24,9210,6075,3806,633,0,22,19746
1/21/2022,1,9218,6038,3580,604,0,17,19457
1/21/2022,2,9436,5867,3175,633,0,17,19128
1/21/2022,3,9444,5412,3327,565,0,17,18765
1/21/2022,4,9539,5123,3516,519,0,17,18714
1/21/2022,5,9626,5024,3728,501,0,17,18896
1/21/2022,6,9622,5368,3889,468,0,19,19366
1/21/2022,7,9628,5910,4394,519,1,3,20455
1/21/2022,8,9621,6680,4402,583,1,17,21304
1/21/2022,9,9704,6710,4359,598,29,26,21426
1/21/2022,10,9792,6378,4355,581,105,25,21236
1/21/2022,11,9798,6347,4395,526,190,27,21283
1/21/2022,12,9795,6209,4366,468,267,27,21132
1/21/2022,13,9793,6692,4178,431,288,25,21407
1/21/2022,14,9798,6441,3932,470,289,26,20956
1/21/2022,15,9800,6070,3921,547,254,26,20618
1/21/2022,16,9799,5878,4586,666,180,25,21134
1/21/2022,17,9801,5808,5062,807,55,26,21559
1/21/2022,18,9802,6328,5190,1045,1,26,22392
1/21/2022,19,9800,6538,5177,1346,0,28,22889
1/21/2022,20,9801,6568,4926,1564,0,34,22893
1/21/2022,21,9800,6541,4584,1647,0,33,22605
1/21/2022,22,9837,6345,4004,1686,0,27,21899
1/21/2022,23,9897,5825,3523,1859,0,39,21143
1/21/2022,24,9906,4898,3238,1854,0,57,19953
