Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-01-01 23:00:00,USA,New York Independent System Operator,US-NY-NYIS,181.93,243.19,57.59,32.02,nyiso.com,false,
2021-01-02 00:00:00,USA,New York Independent System Operator,US-NY-NYIS,177.27,237.32,58.69,32.64,nyiso.com,false,
2021-01-02 01:00:00,USA,New York Independent System Operator,US-NY-NYIS,169.26,227.71,60.28,33.58,nyiso.com,false,
2021-01-02 02:00:00,USA,New York Independent System Operator,US-NY-NYIS,165.37,222.48,61.4,33.15,nyiso.com,false,
2021-01-02 03:00:00,USA,New York Independent System Operator,US-NY-NYIS,162.86,219.25,62.04,32.59,nyiso.com,false,
2021-01-02 04:00:00,USA,New York Independent System Operator,US-NY-NYIS,167.4,223.96,61.32,30.04,nyiso.com,false,
2021-01-02 05:00:00,USA,New York Independent System Operator,US-NY-NYIS,153.23,206.15,65.08,32.81,nyiso.com,false,
2021-01-02 06:00:00,USA,New York Independent System Operator,US-NY-NYIS,143.62,194.47,67.21,34.23,nyiso.com,false,
2021-01-02 07:00:00,USA,New York Independent System Operator,US-NY-NYIS,141.71,191.91,67.58,33.56,nyiso.com,false,
2021-01-02 08:00:00,USA,New York Independent System Operator,US-NY-NYIS,136.64,185.71,68.57,33.86,nyiso.com,false,
2021-01-02 09:00:00,USA,New York Independent System Operator,US-NY-NYIS,135.53,184.34,68.83,34.11,nyiso.com,false,
2021-01-02 10:00:00,USA,New York Independent System Operator,US-NY-NYIS,141.34,191.42,67.64,34.14,nyiso.com,false,
2021-01-02 11:00:00,USA,New York Independent System Operator,US-NY-NYIS,143.5,194.49,67.05,34.74,nyiso.com,false,
2021-01-02 12:00:00,USA,New York Independent System Operator,US-NY-NYIS,145.83,197.8,66.47,35.9,nyiso.com,false,
2021-01-02 13:00:00,USA,New York Independent System Operator,US-NY-NYIS,152.63,206.77,64.72,35.86,nyiso.com,false,
2021-01-02 14:00:00,USA,New York Independent System Operator,US-NY-NYIS,156.12,211.14,63.84,35.48,nyiso.com,false,
2021-01-02 15:00:00,USA,New York Independent System Operator,US-NY-NYIS,156.81,211.53,64.01,35.37,nyiso.com,false,
2021-01-02 16:00:00,USA,New York Independent System Operator,US-NY-NYIS,154.49,208.98,64.27,35.52,nyiso.com,false,
2021-01-02 17:00:00,USA,New York Independent System Operator,US-NY-NYIS,151.55,205.0,65.27,36.01,nyiso.com,false,
2021-01-02 18:00:00,USA,New York Independent System Operator,US-NY-NYIS,152.5,206.33,64.9,35.32,nyiso.com,false,
2021-01-02 19:00:00,USA,New York Independent System Operator,US-NY-NYIS,159.49,215.15,63.17,34.04,nyiso.com,false,
2021-01-02 20:00:00,USA,New York Independent System Operator,US-NY-NYIS,162.3,218.69,62.43,33.87,nyiso.com,false,
2021-01-02 21:00:00,USA,New York Independent System Operator,US-NY-NYIS,169.1,226.93,60.88,32.85,nyiso.com,false,
2021-01-02 22:00:00,USA,New York Independent System Operator,US-NY-NYIS,181.6,242.55,57.81,31.24,nyiso.com,false,
2021-01-02 23:00:00,USA,New York Independent System Operator,US-NY-NYIS,185.34,247.06,57.04,30.69,nyiso.com,false,
2021-01-03 00:00:00,USA,New York Independent System Operator,US-NY-NYIS,181.74,242.77,57.79,31.19,nyiso.com,false,
2021-01-03 01:00:00,USA,New York Independent System Operator,US-NY-NYIS,175.66,235.74,58.88,31.81,nyiso.com,false,
2021-01-03 02:00:00,USA,New York Independent System Operator,US-NY-NYIS,169.83,228.81,60.07,32.31,nyiso.com,false,
2021-01-03 03:00:00,USA,New York Independent System Operator,US-NY-NYIS,167.42,225.48,60.9,32.1,nyiso.com,false,
2021-01-03 04:00:00,USA,New York Independent System Operator,US-NY-NYIS,164.46,221.28,61.91,31.32,nyiso.com,false,
2021-01-03 05:00:00,USA,New York Independent System Operator,US-NY-NYIS,161.05,217.18,62.66,31.41,nyiso.com,false,
2021-01-03 06:00:00,USA,New York Independent System Operator,US-NY-NYIS,154.92,209.19,64.26,31.09,nyiso.com,false,
2021-01-03 07:00:00,USA,New York Independent System Operator,US-NY-NYIS,149.26,202.09,65.64,31.8,nyiso.com,false,
2021-01-03 08:00:00,USA,New York Independent System Operator,US-NY-NYIS,146.91,198.85,66.35,31.65,nyiso.com,false,
2021-01-03 09:00:00,USA,New York Independent System Operator,US-NY-NYIS,149.34,202.05,65.81,32.62,nyiso.com,false,
2021-01-03 10:00:00,USA,New York Independent System Operator,US-NY-NYIS,148.33,201.1,65.63,31.92,nyiso.com,false,
2021-01-03 11:00:00,USA,New York Independent System Operator,US-NY-NYIS,151.14,204.67,64.83,31.53,nyiso.com,false,
2021-01-03 12:00:00,USA,New York Independent System Operator,US-NY-NYIS,154.79,209.3,63.91,31.99,nyiso.com,false,
2021-01-03 13:00:00,USA,New York Independent System Operator,US-NY-NYIS,157.97,213.45,63.1,32.68,nyiso.com,false,
2021-01-03 14:00:00,USA,New York Independent System Operator,US-NY-NYIS,162.01,218.48,62.11,32.47,nyiso.com,false,
2021-01-03 15:00:00,USA,New York Independent System Operator,US-NY-NYIS,167.0,224.83,60.86,32.6,nyiso.com,false,
2021-01-03 16:00:00,USA,New York Independent System Operator,US-NY-NYIS,168.39,226.96,60.32,32.87,nyiso.com,false,
2021-01-03 17:00:00,USA,New York Independent System Operator,US-NY-NYIS,172.45,231.74,59.54,32.33,nyiso.com,false,
2021-01-03 18:00:00,USA,New York Independent System Operator,US-NY-NYIS,180.39,241.71,57.68,31.37,nyiso.com,false,
2021-01-03 19:00:00,USA,New York Independent System Operator,US-NY-NYIS,181.28,242.24,57.85,30.91,nyiso.com,false,
2021-01-03 20:00:00,USA,New York Independent System Operator,US-NY-NYIS,183.97,245.85,57.05,30.66,nyiso.com,false,
2021-01-03 21:00:00,USA,New York Independent System Operator,US-NY-NYIS,190.41,253.47,55.72,29.41,nyiso.com,false,
2021-01-03 22:00:00,USA,New York Independent System Operator,US-NY-NYIS,192.17,255.77,55.2,29.36,nyiso.com,false,
2021-01-03 23:00:00,USA,New York Independent System Operator,US-NY-NYIS,191.43,255.09,55.23,29.65,nyiso.com,false,
2021-01-04 00:00:00,USA,New York Independent System Operator,US-NY-NYIS,189.91,253.54,55.4,30.13,nyiso.com,false,
2021-01-04 01:00:00,USA,New York Independent System Operator,US-NY-NYIS,189.26,253.14,55.3,30.22,nyiso.com,false,
2021-01-04 02:00:00,USA,New York Independent System Operator,US-NY-NYIS,179.33,240.49,57.89,31.13,nyiso.com,false,
2021-01-04 03:00:00,USA,New York Independent System Operator,US-NY-NYIS,170.75,229.68,60.03,31.98,nyiso.com,false,
2021-01-04 04:00:00,USA,New York Independent System Operator,US-NY-NYIS,162.18,218.7,62.28,32.11,nyiso.com,false,
2021-01-04 05:00:00,USA,New York Independent System Operator,US-NY-NYIS,154.29,208.69,64.25,32.21,nyiso.com,false,
2021-01-04 06:00:00,USA,New York Independent System Operator,US-NY-NYIS,148.38,201.38,65.54,31.94,nyiso.com,false,
2021-01-04 07:00:00,USA,New York Independent System Operator,US-NY-NYIS,145.94,197.89,66.48,32.24,nyiso.com,false,
2021-01-04 08:00:00,USA,New York Independent System Operator,US-NY-NYIS,146.31,198.25,66.37,31.55,nyiso.com,false,
2021-01-04 09:00:00,USA,New York Independent System Operator,US-NY-NYIS,148.99,201.74,65.64,31.68,nyiso.com,false,
2021-01-04 10:00:00,USA,New York Independent System Operator,US-NY-NYIS,157.31,212.44,63.4,30.92,nyiso.com,false,
2021-01-04 11:00:00,USA,New York Independent System Operator,US-NY-NYIS,167.9,226.18,60.43,29.95,nyiso.com,false,
2021-01-04 12:00:00,USA,New York Independent System Operator,US-NY-NYIS,183.6,246.17,56.57,30.01,nyiso.com,false,
2021-01-04 13:00:00,USA,New York Independent System Operator,US-NY-NYIS,193.63,257.92,54.73,29.1,nyiso.com,false,
2021-01-04 14:00:00,USA,New York Independent System Operator,US-NY-NYIS,198.11,263.1,53.95,28.59,nyiso.com,false,
2021-01-04 15:00:00,USA,New York Independent System Operator,US-NY-NYIS,196.19,261.27,54.07,29.1,nyiso.com,false,
2021-01-04 16:00:00,USA,New York Independent System Operator,US-NY-NYIS,196.18,261.13,54.17,29.04,nyiso.com,false,
2021-01-04 17:00:00,USA,New York Independent System Operator,US-NY-NYIS,193.2,257.21,55.06,29.47,nyiso.com,false,
2021-01-04 18:00:00,USA,New York Independent System Operator,US-NY-NYIS,189.04,252.08,56.01,29.93,nyiso.com,false,
2021-01-04 19:00:00,USA,New York Independent System Operator,US-NY-NYIS,185.27,247.95,56.49,30.4,nyiso.com,false,
2021-01-04 20:00:00,USA,New York Independent System Operator,US-NY-NYIS,188.36,251.38,55.98,29.56,nyiso.com,false,
2021-01-04 21:00:00,USA,New York Independent System Operator,US-NY-NYIS,192.35,255.68,55.44,29.01,nyiso.com,false,
2021-01-04 22:00:00,USA,New York Independent System Operator,US-NY-NYIS,198.93,263.8,53.93,28.71,nyiso.com,false,
2021-01-04 23:00:00,USA,New York Independent System Operator,US-NY-NYIS,201.95,267.8,53.03,28.05,nyiso.com,false,
2021-01-05 00:00:00,USA,New York Independent System Operator,US-NY-NYIS,202.18,268.24,52.9,28.11,nyiso.com,false,
2021-01-05 01:00:00,USA,New York Independent System Operator,US-NY-NYIS,198.43,263.9,53.61,28.7,nyiso.com,false,
2021-01-05 02:00:00,USA,New York Independent System Operator,US-NY-NYIS,191.58,255.06,55.46,29.18,nyiso.com,false,
2021-01-05 03:00:00,USA,New York Independent System Operator,US-NY-NYIS,180.06,240.4,58.46,30.4,nyiso.com,false,
2021-01-05 04:00:00,USA,New York Independent System Operator,US-NY-NYIS,169.89,227.76,60.83,30.61,nyiso.com,false,
2021-01-05 05:00:00,USA,New York Independent System Operator,US-NY-NYIS,165.28,221.82,62.01,30.08,nyiso.com,false,
2021-01-05 06:00:00,USA,New York Independent System Operator,US-NY-NYIS,163.56,219.08,62.82,29.71,nyiso.com,false,
2021-01-05 07:00:00,USA,New York Independent System Operator,US-NY-NYIS,158.72,213.31,63.79,30.12,nyiso.com,false,
2021-01-05 08:00:00,USA,New York Independent System Operator,US-NY-NYIS,160.16,214.69,63.67,29.61,nyiso.com,false,
2021-01-05 09:00:00,USA,New York Independent System Operator,US-NY-NYIS,160.63,215.57,63.22,28.82,nyiso.com,false,
2021-01-05 10:00:00,USA,New York Independent System Operator,US-NY-NYIS,165.23,221.81,61.81,29.11,nyiso.com,false,
2021-01-05 11:00:00,USA,New York Independent System Operator,US-NY-NYIS,173.35,232.43,59.61,29.71,nyiso.com,false,
2021-01-05 12:00:00,USA,New York Independent System Operator,US-NY-NYIS,181.75,243.33,57.46,30.46,nyiso.com,false,
2021-01-05 13:00:00,USA,New York Independent System Operator,US-NY-NYIS,195.67,259.69,54.87,29.18,nyiso.com,false,
2021-01-05 14:00:00,USA,New York Independent System Operator,US-NY-NYIS,196.43,260.4,54.9,29.41,nyiso.com,false,
2021-01-05 15:00:00,USA,New York Independent System Operator,US-NY-NYIS,196.52,260.88,54.59,29.28,nyiso.com,false,
2021-01-05 16:00:00,USA,New York Independent System Operator,US-NY-NYIS,194.81,258.79,54.94,29.33,nyiso.com,false,
2021-01-05 17:00:00,USA,New York Independent System Operator,US-NY-NYIS,196.38,261.1,54.35,29.31,nyiso.com,false,
2021-01-05 18:00:00,USA,New York Independent System Operator,US-NY-NYIS,195.2,259.7,54.58,29.61,nyiso.com,false,
2021-01-05 19:00:00,USA,New York Independent System Operator,US-NY-NYIS,193.94,258.05,54.92,29.72,nyiso.com,false,
2021-01-05 20:00:00,USA,New York Independent System Operator,US-NY-NYIS,193.23,257.16,55.06,29.75,nyiso.com,false,
2021-01-05 21:00:00,USA,New York Independent System Operator,US-NY-NYIS,198.3,263.02,54.12,28.79,nyiso.com,false,
2021-01-05 22:00:00,USA,New York Independent System Operator,US-NY-NYIS,203.56,269.12,53.16,28.21,nyiso.com,false,
2021-01-05 23:00:00,USA,New York Independent System Operator,US-NY-NYIS,202.67,268.4,53.11,28.43,nyiso.com,false,
2021-01-06 00:00:00,USA,New York Independent System Operator,US-NY-NYIS,200.61,265.62,53.72,28.27,nyiso.com,false,
2021-01-06 01:00:00,USA,New York Independent System Operator,US-NY-NYIS,192.1,256.43,54.8,29.7,nyiso.com,false,
2021-01-06 02:00:00,USA,New York Independent System Operator,US-NY-NYIS,187.11,250.14,56.04,29.79,nyiso.com,false,
2021-01-06 03:00:00,USA,New York Independent System Operator,US-NY-NYIS,180.25,241.85,57.52,30.4,nyiso.com,false,
2021-01-06 04:00:00,USA,New York Independent System Operator,US-NY-NYIS,166.35,224.35,60.98,31.39,nyiso.com,false,
2021-01-06 05:00:00,USA,New York Independent System Operator,US-NY-NYIS,161.3,217.04,62.86,31.13,nyiso.com,false,
2021-01-06 06:00:00,USA,New York Independent System Operator,US-NY-NYIS,158.38,213.05,63.82,31.22,nyiso.com,false,
2021-01-06 07:00:00,USA,New York Independent System Operator,US-NY-NYIS,157.58,212.18,63.84,30.54,nyiso.com,false,
2021-01-06 08:00:00,USA,New York Independent System Operator,US-NY-NYIS,156.52,210.33,64.43,30.34,nyiso.com,false,
2021-01-06 09:00:00,USA,New York Independent System Operator,US-NY-NYIS,157.69,211.95,64.01,30.27,nyiso.com,false,
2021-01-06 10:00:00,USA,New York Independent System Operator,US-NY-NYIS,162.94,218.55,62.74,30.02,nyiso.com,false,
2021-01-06 11:00:00,USA,New York Independent System Operator,US-NY-NYIS,170.03,227.77,60.86,30.65,nyiso.com,false,
2021-01-06 12:00:00,USA,New York Independent System Operator,US-NY-NYIS,183.92,244.67,57.93,30.46,nyiso.com,false,
2021-01-06 13:00:00,USA,New York Independent System Operator,US-NY-NYIS,190.98,253.42,56.26,29.74,nyiso.com,false,
2021-01-06 14:00:00,USA,New York Independent System Operator,US-NY-NYIS,192.21,254.96,55.94,29.37,nyiso.com,false,
2021-01-06 15:00:00,USA,New York Independent System Operator,US-NY-NYIS,191.3,253.91,56.1,29.59,nyiso.com,false,
2021-01-06 16:00:00,USA,New York Independent System Operator,US-NY-NYIS,190.77,253.22,56.25,29.71,nyiso.com,false,
2021-01-06 17:00:00,USA,New York Independent System Operator,US-NY-NYIS,190.13,252.25,56.54,29.81,nyiso.com,false,
2021-01-06 18:00:00,USA,New York Independent System Operator,US-NY-NYIS,190.0,252.18,56.5,29.84,nyiso.com,false,
2021-01-06 19:00:00,USA,New York Independent System Operator,US-NY-NYIS,188.41,250.06,56.96,30.15,nyiso.com,false,
2021-01-06 20:00:00,USA,New York Independent System Operator,US-NY-NYIS,188.98,251.61,56.25,30.52,nyiso.com,false,
2021-01-06 21:00:00,USA,New York Independent System Operator,US-NY-NYIS,194.1,257.6,55.29,30.03,nyiso.com,false,
2021-01-06 22:00:00,USA,New York Independent System Operator,US-NY-NYIS,200.52,265.16,54.08,29.61,nyiso.com,false,
2021-01-06 23:00:00,USA,New York Independent System Operator,US-NY-NYIS,199.19,264.09,53.94,29.73,nyiso.com,false,
2021-01-07 00:00:00,USA,New York Independent System Operator,US-NY-NYIS,197.08,261.22,54.58,29.8,nyiso.com,false,
2021-01-07 01:00:00,USA,New York Independent System Operator,US-NY-NYIS,191.1,254.64,55.36,30.45,nyiso.com,false,
2021-01-07 02:00:00,USA,New York Independent System Operator,US-NY-NYIS,187.36,250.04,56.2,30.42,nyiso.com,false,
2021-01-07 03:00:00,USA,New York Independent System Operator,US-NY-NYIS,176.46,236.2,59.05,31.75,nyiso.com,false,
2021-01-07 04:00:00,USA,New York Independent System Operator,US-NY-NYIS,169.7,227.59,60.7,31.51,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-07 05:00:00,USA,New York Independent System Operator,US-NY-NYIS,161.97,217.5,62.77,31.27,Electricity Maps Estimation; nyiso.com,false,
2021-01-07 06:00:00,USA,New York Independent System Operator,US-NY-NYIS,155.32,208.89,64.59,31.77,nyiso.com,false,
2021-01-07 07:00:00,USA,New York Independent System Operator,US-NY-NYIS,155.34,208.94,64.58,31.49,nyiso.com,false,
2021-01-07 08:00:00,USA,New York Independent System Operator,US-NY-NYIS,156.0,209.64,64.5,31.3,nyiso.com,false,
2021-01-07 09:00:00,USA,New York Independent System Operator,US-NY-NYIS,155.14,208.77,64.49,31.4,nyiso.com,false,
2021-01-07 10:00:00,USA,New York Independent System Operator,US-NY-NYIS,162.11,218.08,62.33,30.79,nyiso.com,false,
2021-01-07 11:00:00,USA,New York Independent System Operator,US-NY-NYIS,170.4,228.51,60.44,31.45,nyiso.com,false,
2021-01-07 12:00:00,USA,New York Independent System Operator,US-NY-NYIS,177.39,236.75,59.21,31.59,nyiso.com,false,
2021-01-07 13:00:00,USA,New York Independent System Operator,US-NY-NYIS,185.07,245.99,57.64,31.03,nyiso.com,false,
2021-01-07 14:00:00,USA,New York Independent System Operator,US-NY-NYIS,184.25,244.97,57.88,31.23,nyiso.com,false,
2021-01-07 15:00:00,USA,New York Independent System Operator,US-NY-NYIS,182.13,242.35,58.39,31.41,nyiso.com,false,
2021-01-07 16:00:00,USA,New York Independent System Operator,US-NY-NYIS,182.59,242.89,58.34,31.38,nyiso.com,false,
2021-01-07 17:00:00,USA,New York Independent System Operator,US-NY-NYIS,179.38,238.38,59.48,31.72,nyiso.com,false,
2021-01-07 18:00:00,USA,New York Independent System Operator,US-NY-NYIS,179.17,238.15,59.5,31.73,nyiso.com,false,
2021-01-07 19:00:00,USA,New York Independent System Operator,US-NY-NYIS,180.29,239.36,59.33,31.39,nyiso.com,false,
2021-01-07 20:00:00,USA,New York Independent System Operator,US-NY-NYIS,182.21,242.15,58.54,31.24,nyiso.com,false,
2021-01-07 21:00:00,USA,New York Independent System Operator,US-NY-NYIS,186.74,248.38,56.98,30.71,nyiso.com,false,
2021-01-07 22:00:00,USA,New York Independent System Operator,US-NY-NYIS,200.15,264.03,54.53,29.31,nyiso.com,false,
2021-01-07 23:00:00,USA,New York Independent System Operator,US-NY-NYIS,198.32,262.24,54.61,29.69,nyiso.com,false,
2021-01-08 00:00:00,USA,New York Independent System Operator,US-NY-NYIS,197.21,261.42,54.44,29.43,nyiso.com,false,
2021-01-08 01:00:00,USA,New York Independent System Operator,US-NY-NYIS,194.78,258.04,55.28,29.55,nyiso.com,false,
2021-01-08 02:00:00,USA,New York Independent System Operator,US-NY-NYIS,188.33,250.23,56.65,30.03,nyiso.com,false,
2021-01-08 03:00:00,USA,New York Independent System Operator,US-NY-NYIS,180.88,240.92,58.49,30.59,nyiso.com,false,
2021-01-08 04:00:00,USA,New York Independent System Operator,US-NY-NYIS,179.53,239.14,58.83,29.51,nyiso.com,false,
2021-01-08 05:00:00,USA,New York Independent System Operator,US-NY-NYIS,169.32,227.0,60.95,30.93,nyiso.com,false,
2021-01-08 06:00:00,USA,New York Independent System Operator,US-NY-NYIS,162.42,218.0,62.86,31.19,nyiso.com,false,
2021-01-08 07:00:00,USA,New York Independent System Operator,US-NY-NYIS,160.54,215.75,63.23,31.19,nyiso.com,false,
2021-01-08 08:00:00,USA,New York Independent System Operator,US-NY-NYIS,161.65,217.2,62.87,30.77,nyiso.com,false,
2021-01-08 09:00:00,USA,New York Independent System Operator,US-NY-NYIS,164.94,220.98,62.27,30.15,nyiso.com,false,
2021-01-08 10:00:00,USA,New York Independent System Operator,US-NY-NYIS,171.37,229.48,60.36,29.58,nyiso.com,false,
2021-01-08 11:00:00,USA,New York Independent System Operator,US-NY-NYIS,178.36,238.36,58.65,30.15,nyiso.com,false,
2021-01-08 12:00:00,USA,New York Independent System Operator,US-NY-NYIS,184.74,246.69,56.93,30.52,nyiso.com,false,
2021-01-08 13:00:00,USA,New York Independent System Operator,US-NY-NYIS,191.22,254.47,55.58,29.91,nyiso.com,false,
2021-01-08 14:00:00,USA,New York Independent System Operator,US-NY-NYIS,190.39,253.37,55.87,30.13,nyiso.com,false,
2021-01-08 15:00:00,USA,New York Independent System Operator,US-NY-NYIS,190.08,252.97,55.99,30.27,nyiso.com,false,
2021-01-08 16:00:00,USA,New York Independent System Operator,US-NY-NYIS,187.64,249.79,56.68,30.43,nyiso.com,false,
2021-01-08 17:00:00,USA,New York Independent System Operator,US-NY-NYIS,189.19,251.88,56.16,29.99,nyiso.com,false,
2021-01-08 18:00:00,USA,New York Independent System Operator,US-NY-NYIS,187.38,249.86,56.38,29.93,nyiso.com,false,
2021-01-08 19:00:00,USA,New York Independent System Operator,US-NY-NYIS,187.99,250.43,56.37,29.94,nyiso.com,false,
2021-01-08 20:00:00,USA,New York Independent System Operator,US-NY-NYIS,189.39,252.24,55.95,29.81,nyiso.com,false,
2021-01-08 21:00:00,USA,New York Independent System Operator,US-NY-NYIS,192.32,255.64,55.38,29.47,nyiso.com,false,
2021-01-08 22:00:00,USA,New York Independent System Operator,US-NY-NYIS,199.17,263.25,54.43,29.31,nyiso.com,false,
2021-01-08 23:00:00,USA,New York Independent System Operator,US-NY-NYIS,197.03,261.14,54.58,29.95,nyiso.com,false,
2021-01-09 00:00:00,USA,New York Independent System Operator,US-NY-NYIS,198.13,261.66,54.9,29.67,nyiso.com,false,
2021-01-09 01:00:00,USA,New York Independent System Operator,US-NY-NYIS,196.77,260.17,55.06,29.44,nyiso.com,false,
2021-01-09 02:00:00,USA,New York Independent System Operator,US-NY-NYIS,194.41,257.85,55.23,29.72,nyiso.com,false,
2021-01-09 03:00:00,USA,New York Independent System Operator,US-NY-NYIS,182.73,243.19,58.12,31.14,nyiso.com,false,
2021-01-09 04:00:00,USA,New York Independent System Operator,US-NY-NYIS,172.43,231.08,60.09,32.34,nyiso.com,false,
2021-01-09 05:00:00,USA,New York Independent System Operator,US-NY-NYIS,160.86,215.56,63.51,32.72,nyiso.com,false,
2021-01-09 06:00:00,USA,New York Independent System Operator,US-NY-NYIS,158.58,212.26,64.33,32.13,nyiso.com,false,
2021-01-09 07:00:00,USA,New York Independent System Operator,US-NY-NYIS,156.94,210.22,64.63,31.65,nyiso.com,false,
2021-01-09 08:00:00,USA,New York Independent System Operator,US-NY-NYIS,153.94,206.98,65.01,31.97,nyiso.com,false,
2021-01-09 09:00:00,USA,New York Independent System Operator,US-NY-NYIS,158.95,212.6,64.2,30.95,nyiso.com,false,
2021-01-09 10:00:00,USA,New York Independent System Operator,US-NY-NYIS,156.77,210.24,64.49,32.11,nyiso.com,false,
2021-01-09 11:00:00,USA,New York Independent System Operator,US-NY-NYIS,156.84,210.97,64.07,33.07,nyiso.com,false,
2021-01-09 12:00:00,USA,New York Independent System Operator,US-NY-NYIS,161.31,216.82,62.87,33.33,nyiso.com,false,
2021-01-09 13:00:00,USA,New York Independent System Operator,US-NY-NYIS,168.36,224.84,61.72,32.47,nyiso.com,false,
2021-01-09 14:00:00,USA,New York Independent System Operator,US-NY-NYIS,178.06,237.14,59.41,31.54,nyiso.com,false,
2021-01-09 15:00:00,USA,New York Independent System Operator,US-NY-NYIS,181.15,240.99,58.73,31.06,nyiso.com,false,
2021-01-09 16:00:00,USA,New York Independent System Operator,US-NY-NYIS,182.26,242.38,58.47,30.61,nyiso.com,false,
2021-01-09 17:00:00,USA,New York Independent System Operator,US-NY-NYIS,181.05,240.64,58.93,30.61,nyiso.com,false,
2021-01-09 18:00:00,USA,New York Independent System Operator,US-NY-NYIS,175.52,233.44,60.56,31.97,nyiso.com,false,
2021-01-09 19:00:00,USA,New York Independent System Operator,US-NY-NYIS,176.96,235.09,60.19,31.17,nyiso.com,false,
2021-01-09 20:00:00,USA,New York Independent System Operator,US-NY-NYIS,177.83,236.62,59.65,31.48,nyiso.com,false,
2021-01-09 21:00:00,USA,New York Independent System Operator,US-NY-NYIS,183.95,244.96,57.74,32.01,nyiso.com,false,
2021-01-09 22:00:00,USA,New York Independent System Operator,US-NY-NYIS,189.36,250.92,56.88,31.63,nyiso.com,false,
2021-01-09 23:00:00,USA,New York Independent System Operator,US-NY-NYIS,188.86,250.69,56.62,31.25,nyiso.com,false,
2021-01-10 00:00:00,USA,New York Independent System Operator,US-NY-NYIS,191.63,253.57,56.3,30.02,nyiso.com,false,
2021-01-10 01:00:00,USA,New York Independent System Operator,US-NY-NYIS,188.56,250.38,56.65,30.5,nyiso.com,false,
2021-01-10 02:00:00,USA,New York Independent System Operator,US-NY-NYIS,188.87,250.64,56.7,29.96,nyiso.com,false,
2021-01-10 03:00:00,USA,New York Independent System Operator,US-NY-NYIS,180.56,240.19,58.75,30.26,nyiso.com,false,
2021-01-10 04:00:00,USA,New York Independent System Operator,US-NY-NYIS,170.27,227.12,61.38,30.75,nyiso.com,false,
