Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-01-01 00:00:00,USA,Iso New England Inc.,US-NE-ISNE,195.05,281.8,50.81,33.69,iso-ne.com,false,
2021-01-01 01:00:00,USA,Iso New England Inc.,US-NE-ISNE,190.7,277.03,51.98,33.91,iso-ne.com,false,
2021-01-01 02:00:00,USA,Iso New England Inc.,US-NE-ISNE,180.66,265.29,54.67,35.66,iso-ne.com,false,
2021-01-01 03:00:00,USA,Iso New England Inc.,US-NE-ISNE,166.85,248.98,58.19,38.41,iso-ne.com,false,
2021-01-01 04:00:00,USA,Iso New England Inc.,US-NE-ISNE,171.4,254.78,57.01,36.37,iso-ne.com,false,
2021-01-01 05:00:00,USA,Iso New England Inc.,US-NE-ISNE,167.74,251.5,58.02,36.74,iso-ne.com,false,
2021-01-01 06:00:00,USA,Iso New England Inc.,US-NE-ISNE,172.7,258.46,56.58,36.12,iso-ne.com,false,
2021-01-01 07:00:00,USA,Iso New England Inc.,US-NE-ISNE,169.6,255.02,57.4,36.45,iso-ne.com,false,
2021-01-01 08:00:00,USA,Iso New England Inc.,US-NE-ISNE,172.44,258.29,56.7,35.79,iso-ne.com,false,
2021-01-01 09:00:00,USA,Iso New England Inc.,US-NE-ISNE,173.86,259.87,56.33,35.71,iso-ne.com,false,
2021-01-01 10:00:00,USA,Iso New England Inc.,US-NE-ISNE,175.35,262.02,55.9,35.21,iso-ne.com,false,
2021-01-01 11:00:00,USA,Iso New England Inc.,US-NE-ISNE,183.99,272.9,53.51,33.67,iso-ne.com,false,
2021-01-01 12:00:00,USA,Iso New England Inc.,US-NE-ISNE,182.33,270.39,53.97,34.28,iso-ne.com,false,
2021-01-01 13:00:00,USA,Iso New England Inc.,US-NE-ISNE,181.51,269.28,54.29,34.02,iso-ne.com,false,
2021-01-01 14:00:00,USA,Iso New England Inc.,US-NE-ISNE,181.39,269.11,54.35,33.7,iso-ne.com,false,
2021-01-01 15:00:00,USA,Iso New England Inc.,US-NE-ISNE,181.2,269.15,54.37,33.86,iso-ne.com,false,
2021-01-01 16:00:00,USA,Iso New England Inc.,US-NE-ISNE,187.14,276.97,52.69,32.73,iso-ne.com,false,
2021-01-01 17:00:00,USA,Iso New England Inc.,US-NE-ISNE,193.08,284.1,51.14,31.49,iso-ne.com,false,
2021-01-01 18:00:00,USA,Iso New England Inc.,US-NE-ISNE,204.72,297.95,48.09,29.34,iso-ne.com,false,
2021-01-01 19:00:00,USA,Iso New England Inc.,US-NE-ISNE,207.66,300.6,47.53,28.66,iso-ne.com,false,
2021-01-01 20:00:00,USA,Iso New England Inc.,US-NE-ISNE,216.25,310.91,45.2,27.21,iso-ne.com,false,
2021-01-01 21:00:00,USA,Iso New England Inc.,US-NE-ISNE,220.21,314.72,44.08,27.68,iso-ne.com,false,
2021-01-01 22:00:00,USA,Iso New England Inc.,US-NE-ISNE,218.31,311.51,44.61,28.9,iso-ne.com,false,
2021-01-01 23:00:00,USA,Iso New England Inc.,US-NE-ISNE,215.16,307.87,45.43,29.22,iso-ne.com,false,
2021-01-02 00:00:00,USA,Iso New England Inc.,US-NE-ISNE,215.39,308.62,45.44,28.54,iso-ne.com,false,
2021-01-02 01:00:00,USA,Iso New England Inc.,US-NE-ISNE,214.47,308.09,45.63,28.21,iso-ne.com,false,
2021-01-02 02:00:00,USA,Iso New England Inc.,US-NE-ISNE,200.98,292.06,49.16,30.31,iso-ne.com,false,
