Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
09/16/2022 00:00,CENTRAL EAST - VC,23330,1051.46,1300,-9999
09/16/2022 00:00,DYSINGER EAST,23326,227.85,3200,-9999
09/16/2022 00:00,MOSES SOUTH,23319,1457.5,3000,-1600
09/16/2022 00:00,SCH - HQ - NY,23324,1081.97,1500,-1000
09/16/2022 00:00,SCH - HQ_CEDARS,325274,0,190,0
09/16/2022 00:00,SCH - HQ_IMPORT_EXPORT,325376,782,1310,-9999
09/16/2022 00:00,SCH - NE - NY,23318,-10.73,300,-1600
09/16/2022 00:00,SCH - NPX_1385,325277,77.01,100,-100
09/16/2022 00:00,SCH - NPX_CSC,325154,290,330,-330
09/16/2022 00:00,SCH - OH - NY,23317,646.42,1700,-1550
09/16/2022 00:00,SCH - PJ - NY,23316,67.04,2000,-1150
09/16/2022 00:00,SCH - PJM_HTP,325905,282.98,660,-660
09/16/2022 00:00,SCH - PJM_NEPTUNE,325305,660.01,660,-660
09/16/2022 00:00,SCH - PJM_VFT,325658,315.02,315,-315
09/16/2022 00:00,SPR/DUN-SOUTH,23320,1760.44,4600,-9999
09/16/2022 00:00,TOTAL EAST,23314,2067.85,6000,-9999
09/16/2022 00:00,UPNY CONED,23315,2823.6,5365,-9999
09/16/2022 00:00,WEST CENTRAL,23312,-77.28,9999,-9999
09/16/2022 00:05,CENTRAL EAST - VC,23330,965.66,1300,-9999
09/16/2022 00:05,DYSINGER EAST,23326,352.39,3200,-9999
09/16/2022 00:05,MOSES SOUTH,23319,1366.05,3000,-1600
09/16/2022 00:05,SCH - HQ - NY,23324,1000.01,1500,-1000
09/16/2022 00:05,SCH - HQ_CEDARS,325274,0,190,0
09/16/2022 00:05,SCH - HQ_IMPORT_EXPORT,325376,700,1310,-9999
09/16/2022 00:05,SCH - NE - NY,23318,103.38,300,-1600
09/16/2022 00:05,SCH - NPX_1385,325277,70,100,-100
09/16/2022 00:05,SCH - NPX_CSC,325154,250,330,-330
09/16/2022 00:05,SCH - OH - NY,23317,864.03,1700,-1550
09/16/2022 00:05,SCH - PJ - NY,23316,-22.01,2000,-1150
09/16/2022 00:05,SCH - PJM_HTP,325905,217,660,-660
09/16/2022 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
09/16/2022 00:05,SCH - PJM_VFT,325658,315,315,-315
