Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
07/18/2021 00:00,CENTRAL EAST - VC,23330,2078.84,2485,-9999
07/18/2021 00:00,DYSINGER EAST,23326,98.42,3150,-9999
07/18/2021 00:00,MOSES SOUTH,23319,2007.29,3000,-1600
07/18/2021 00:00,SCH - HQ - NY,23324,1500,1500,-1000
07/18/2021 00:00,SCH - HQ_CEDARS,325274,38,140,-40
07/18/2021 00:00,SCH - HQ_IMPORT_EXPORT,325376,1200,1310,-9999
07/18/2021 00:00,SCH - NE - NY,23318,-346.05,1400,-1600
07/18/2021 00:00,SCH - NPX_1385,325277,194,200,-200
07/18/2021 00:00,SCH - NPX_CSC,325154,330,330,-330
07/18/2021 00:00,SCH - OH - NY,23317,798.96,1700,-1500
07/18/2021 00:00,SCH - PJ - NY,23316,993.62,2000,-1150
07/18/2021 00:00,SCH - PJM_HTP,325905,429,660,-660
07/18/2021 00:00,SCH - PJM_NEPTUNE,325305,375,660,-660
07/18/2021 00:00,SCH - PJM_VFT,325658,315,315,-315
07/18/2021 00:00,SPR/DUN-SOUTH,23320,2550.46,4600,-9999
07/18/2021 00:00,TOTAL EAST,23314,4045.21,6800,-9999
07/18/2021 00:00,UPNY CONED,23315,4246.56,5445,-9999
07/18/2021 00:00,WEST CENTRAL,23312,-238.52,9999,-9999
07/18/2021 00:05,CENTRAL EAST - VC,23330,2041.71,2485,-9999
07/18/2021 00:05,DYSINGER EAST,23326,104.33,3150,-9999
07/18/2021 00:05,MOSES SOUTH,23319,2004.73,3000,-1600
07/18/2021 00:05,SCH - HQ - NY,23324,1500,1500,-1000
07/18/2021 00:05,SCH - HQ_CEDARS,325274,46,140,-40
07/18/2021 00:05,SCH - HQ_IMPORT_EXPORT,325376,1200,1310,-9999
07/18/2021 00:05,SCH - NE - NY,23318,-201.04,1400,-1600
07/18/2021 00:05,SCH - NPX_1385,325277,189,200,-200
07/18/2021 00:05,SCH - NPX_CSC,325154,330,330,-330
07/18/2021 00:05,SCH - OH - NY,23317,899.01,1700,-1500
07/18/2021 00:05,SCH - PJ - NY,23316,969.01,2000,-1150
07/18/2021 00:05,SCH - PJM_HTP,325905,359,660,-660
07/18/2021 00:05,SCH - PJM_NEPTUNE,325305,375,660,-660
07/18/2021 00:05,SCH - PJM_VFT,325658,315,315,-315
07/18/2021 00:05,SPR/DUN-SOUTH,23320,2630.59,4600,-9999
07/18/2021 00:05,TOTAL EAST,23314,4025.44,6800,-9999
07/18/2021 00:05,UPNY CONED,23315,4325.57,5445,-9999
07/18/2021 00:05,WEST CENTRAL,23312,-228.29,9999,-9999
07/18/2021 00:10,CENTRAL EAST - VC,23330,2084.39,2485,-9999
07/18/2021 00:10,DYSINGER EAST,23326,225.76,3150,-9999
07/18/2021 00:10,MOSES SOUTH,23319,2012.47,3000,-1600
07/18/2021 00:10,SCH - HQ - NY,23324,1500,1500,-1000
07/18/2021 00:10,SCH - HQ_CEDARS,325274,46,140,-40
07/18/2021 00:10,SCH - HQ_IMPORT_EXPORT,325376,1200,1310,-9999
07/18/2021 00:10,SCH - NE - NY,23318,-201.07,1400,-1600
07/18/2021 00:10,SCH - NPX_1385,325277,189,200,-200
07/18/2021 00:10,SCH - NPX_CSC,325154,330,330,-330
07/18/2021 00:10,SCH - OH - NY,23317,899.05,1700,-1500
07/18/2021 00:10,SCH - PJ - NY,23316,966.12,2000,-1150
07/18/2021 00:10,SCH - PJM_HTP,325905,359,660,-660
07/18/2021 00:10,SCH - PJM_NEPTUNE,325305,375,660,-660
07/18/2021 00:10,SCH - PJM_VFT,325658,315,315,-315
07/18/2021 00:10,SPR/DUN-SOUTH,23320,2645.28,4600,-9999
07/18/2021 00:10,TOTAL EAST,23314,4205.79,6800,-9999
07/18/2021 00:10,UPNY CONED,23315,4351.47,5445,-9999
07/18/2021 00:10,WEST CENTRAL,23312,-102.96,9999,-9999
07/18/2021 00:15,CENTRAL EAST - VC,23330,2099.75,2485,-9999
07/18/2021 00:15,DYSINGER EAST,23326,260.32,3150,-9999
07/18/2021 00:15,MOSES SOUTH,23319,2011.41,3000,-1600
07/18/2021 00:15,SCH - HQ - NY,23324,1500,1500,-1000
07/18/2021 00:15,SCH - HQ_CEDARS,325274,46,140,-40
07/18/2021 00:15,SCH - HQ_IMPORT_EXPORT,325376,1200,1310,-9999
07/18/2021 00:15,SCH - NE - NY,23318,-230.08,1400,-1600
07/18/2021 00:15,SCH - NPX_1385,325277,189,200,-200
07/18/2021 00:15,SCH - NPX_CSC,325154,330,330,-330
07/18/2021 00:15,SCH - OH - NY,23317,899.04,1700,-1500
07/18/2021 00:15,SCH - PJ - NY,23316,966.12,2000,-1150
07/18/2021 00:15,SCH - PJM_HTP,325905,359,660,-660
07/18/2021 00:15,SCH - PJM_NEPTUNE,325305,375,660,-660
07/18/2021 00:15,SCH - PJM_VFT,325658,315,315,-315
07/18/2021 00:15,SPR/DUN-SOUTH,23320,2614.15,4600,-9999
07/18/2021 00:15,TOTAL EAST,23314,4241.07,6800,-9999
07/18/2021 00:15,UPNY CONED,23315,4318.36,5445,-9999
07/18/2021 00:15,WEST CENTRAL,23312,-66.57,9999,-9999
07/18/2021 00:20,CENTRAL EAST - VC,23330,2115.27,2485,-9999
07/18/2021 00:20,DYSINGER EAST,23326,231.72,3150,-9999
07/18/2021 00:20,MOSES SOUTH,23319,2014.73,3000,-1600
07/18/2021 00:20,SCH - HQ - NY,23324,1500,1500,-1000
07/18/2021 00:20,SCH - HQ_CEDARS,325274,46,140,-40
07/18/2021 00:20,SCH - HQ_IMPORT_EXPORT,325376,1200,1310,-9999
07/18/2021 00:20,SCH - NE - NY,23318,-260.09,1400,-1600
07/18/2021 00:20,SCH - NPX_1385,325277,189,200,-200
07/18/2021 00:20,SCH - NPX_CSC,325154,330,330,-330
07/18/2021 00:20,SCH - OH - NY,23317,899.03,1700,-1500
07/18/2021 00:20,SCH - PJ - NY,23316,967.02,2000,-1150
07/18/2021 00:20,SCH - PJM_HTP,325905,359,660,-660
07/18/2021 00:20,SCH - PJM_NEPTUNE,325305,375,660,-660
07/18/2021 00:20,SCH - PJM_VFT,325658,315,315,-315
07/18/2021 00:20,SPR/DUN-SOUTH,23320,2572.25,4600,-9999
07/18/2021 00:20,TOTAL EAST,23314,4262.06,6800,-9999
07/18/2021 00:20,UPNY CONED,23315,4271.28,5445,-9999
07/18/2021 00:20,WEST CENTRAL,23312,-91,9999,-9999
07/18/2021 00:25,CENTRAL EAST - VC,23330,2164.89,2485,-9999
07/18/2021 00:25,DYSINGER EAST,23326,360.19,3150,-9999
07/18/2021 00:25,MOSES SOUTH,23319,2013.99,3000,-1600
07/18/2021 00:25,SCH - HQ - NY,23324,1500,1500,-1000
07/18/2021 00:25,SCH - HQ_CEDARS,325274,46,140,-40
07/18/2021 00:25,SCH - HQ_IMPORT_EXPORT,325376,1200,1310,-9999
07/18/2021 00:25,SCH - NE - NY,23318,-260.09,1400,-1600
07/18/2021 00:25,SCH - NPX_1385,325277,189,200,-200
07/18/2021 00:25,SCH - NPX_CSC,325154,330,330,-330
07/18/2021 00:25,SCH - OH - NY,23317,899,1700,-1500
07/18/2021 00:25,SCH - PJ - NY,23316,964.15,2000,-1150
07/18/2021 00:25,SCH - PJM_HTP,325905,359,660,-660
07/18/2021 00:25,SCH - PJM_NEPTUNE,325305,375,660,-660
07/18/2021 00:25,SCH - PJM_VFT,325658,315,315,-315
07/18/2021 00:25,SPR/DUN-SOUTH,23320,2568.52,4600,-9999
07/18/2021 00:25,TOTAL EAST,23314,4371.77,6800,-9999
07/18/2021 00:25,UPNY CONED,23315,4261.87,5445,-9999
07/18/2021 00:25,WEST CENTRAL,23312,39.16,9999,-9999
07/18/2021 00:30,CENTRAL EAST - VC,23330,2154.01,2440,-9999
07/18/2021 00:30,DYSINGER EAST,23326,292.93,3150,-9999
07/18/2021 00:30,MOSES SOUTH,23319,2011.55,3000,-1600
07/18/2021 00:30,SCH - HQ - NY,23324,1500,1500,-1000
07/18/2021 00:30,SCH - HQ_CEDARS,325274,46,140,-40
07/18/2021 00:30,SCH - HQ_IMPORT_EXPORT,325376,1200,1310,-9999
07/18/2021 00:30,SCH - NE - NY,23318,-236.09,1400,-1600
07/18/2021 00:30,SCH - NPX_1385,325277,189,200,-200
07/18/2021 00:30,SCH - NPX_CSC,325154,330,330,-330
07/18/2021 00:30,SCH - OH - NY,23317,899,1700,-1500
07/18/2021 00:30,SCH - PJ - NY,23316,972.08,2000,-1150
07/18/2021 00:30,SCH - PJM_HTP,325905,359,660,-660
07/18/2021 00:30,SCH - PJM_NEPTUNE,325305,375,660,-660
07/18/2021 00:30,SCH - PJM_VFT,325658,315,315,-315
07/18/2021 00:30,SPR/DUN-SOUTH,23320,2481.41,4600,-9999
07/18/2021 00:30,TOTAL EAST,23314,4319.87,6800,-9999
07/18/2021 00:30,UPNY CONED,23315,4167.19,5445,-9999
07/18/2021 00:30,WEST CENTRAL,23312,-25.6,9999,-9999
07/18/2021 00:35,CENTRAL EAST - VC,23330,2160.28,2440,-9999
07/18/2021 00:35,DYSINGER EAST,23326,226.65,3150,-9999
07/18/2021 00:35,MOSES SOUTH,23319,2011.31,3000,-1600
07/18/2021 00:35,SCH - HQ - NY,23324,1500,1500,-1000
07/18/2021 00:35,SCH - HQ_CEDARS,325274,46,140,-40
07/18/2021 00:35,SCH - HQ_IMPORT_EXPORT,325376,1200,1310,-9999
07/18/2021 00:35,SCH - NE - NY,23318,-213.09,1400,-1600
07/18/2021 00:35,SCH - NPX_1385,325277,189,200,-200
07/18/2021 00:35,SCH - NPX_CSC,325154,330,330,-330
07/18/2021 00:35,SCH - OH - NY,23317,898.99,1700,-1500
07/18/2021 00:35,SCH - PJ - NY,23316,968.04,2000,-1150
07/18/2021 00:35,SCH - PJM_HTP,325905,359,660,-660
07/18/2021 00:35,SCH - PJM_NEPTUNE,325305,375,660,-660
07/18/2021 00:35,SCH - PJM_VFT,325658,315,315,-315
07/18/2021 00:35,SPR/DUN-SOUTH,23320,2378.43,4600,-9999
07/18/2021 00:35,TOTAL EAST,23314,4268.16,6800,-9999
07/18/2021 00:35,UPNY CONED,23315,4055.43,5445,-9999
07/18/2021 00:35,WEST CENTRAL,23312,-87.38,9999,-9999
07/18/2021 00:40,CENTRAL EAST - VC,23330,2128.67,2440,-9999
07/18/2021 00:40,DYSINGER EAST,23326,74.01,3150,-9999
07/18/2021 00:40,MOSES SOUTH,23319,2015.29,3000,-1600
07/18/2021 00:40,SCH - HQ - NY,23324,1500,1500,-1000
07/18/2021 00:40,SCH - HQ_CEDARS,325274,46,140,-40
07/18/2021 00:40,SCH - HQ_IMPORT_EXPORT,325376,1200,1310,-9999
07/18/2021 00:40,SCH - NE - NY,23318,-213.09,1400,-1600
07/18/2021 00:40,SCH - NPX_1385,325277,189,200,-200
07/18/2021 00:40,SCH - NPX_CSC,325154,330,330,-330
07/18/2021 00:40,SCH - OH - NY,23317,899.02,1700,-1500
07/18/2021 00:40,SCH - PJ - NY,23316,968.89,2000,-1150
07/18/2021 00:40,SCH - PJM_HTP,325905,359,660,-660
07/18/2021 00:40,SCH - PJM_NEPTUNE,325305,375,660,-660
07/18/2021 00:40,SCH - PJM_VFT,325658,315,315,-315
07/18/2021 00:40,SPR/DUN-SOUTH,23320,2303.5,4600,-9999
07/18/2021 00:40,TOTAL EAST,23314,4200.83,6800,-9999
07/18/2021 00:40,UPNY CONED,23315,3970.21,5445,-9999
07/18/2021 00:40,WEST CENTRAL,23312,-237.52,9999,-9999
07/18/2021 00:45,CENTRAL EAST - VC,23330,2112.92,2440,-9999
07/18/2021 00:45,DYSINGER EAST,23326,18.67,3150,-9999
07/18/2021 00:45,MOSES SOUTH,23319,2018.22,3000,-1600
07/18/2021 00:45,SCH - HQ - NY,23324,1500,1500,-1000
07/18/2021 00:45,SCH - HQ_CEDARS,325274,46,140,-40
07/18/2021 00:45,SCH - HQ_IMPORT_EXPORT,325376,1200,1310,-9999
07/18/2021 00:45,SCH - NE - NY,23318,-182.09,1400,-1600
07/18/2021 00:45,SCH - NPX_1385,325277,189,200,-200
07/18/2021 00:45,SCH - NPX_CSC,325154,330,330,-330
07/18/2021 00:45,SCH - OH - NY,23317,899.03,1700,-1500
