Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
10/25/2022 00:00,CENTRAL EAST - VC,23330,799.8,900,-9999
10/25/2022 00:00,DYSINGER EAST,23326,267.35,3050,-9999
10/25/2022 00:00,MOSES SOUTH,23319,755.19,2850,-1600
10/25/2022 00:00,SCH - HQ - NY,23324,351,1500,-500
10/25/2022 00:00,SCH - HQ_CEDARS,325274,180,240,0
10/25/2022 00:00,SCH - HQ_IMPORT_EXPORT,325376,201,1310,-9999
10/25/2022 00:00,SCH - NE - NY,23318,-135.47,1400,-1600
10/25/2022 00:00,SCH - NPX_1385,325277,80,200,-200
10/25/2022 00:00,SCH - NPX_CSC,325154,330,330,-330
10/25/2022 00:00,SCH - OH - NY,23317,989.25,1700,-1550
10/25/2022 00:00,SCH - PJ - NY,23316,-105.13,2000,-1150
10/25/2022 00:00,SCH - PJM_HTP,325905,300,660,-660
10/25/2022 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
10/25/2022 00:00,SCH - PJM_VFT,325658,216,315,-315
10/25/2022 00:00,SPR/DUN-SOUTH,23320,2166.31,4600,-9999
10/25/2022 00:00,TOTAL EAST,23314,2072.77,6000,-9999
10/25/2022 00:00,UPNY CONED,23315,3061.65,5210,-9999
10/25/2022 00:00,WEST CENTRAL,23312,-22.57,9999,-9999
10/25/2022 00:05,CENTRAL EAST - VC,23330,800.53,900,-9999
10/25/2022 00:05,DYSINGER EAST,23326,77.32,3050,-9999
10/25/2022 00:05,MOSES SOUTH,23319,1031.75,2850,-1600
10/25/2022 00:05,SCH - HQ - NY,23324,701,1500,-500
10/25/2022 00:05,SCH - HQ_CEDARS,325274,180,240,0
10/25/2022 00:05,SCH - HQ_IMPORT_EXPORT,325376,401,1310,-9999
10/25/2022 00:05,SCH - NE - NY,23318,-70.63,1400,-1600
10/25/2022 00:05,SCH - NPX_1385,325277,59,200,-200
10/25/2022 00:05,SCH - NPX_CSC,325154,330,330,-330
