Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
08/27/2022 00:00,CENTRAL EAST - VC,23330,1802.74,2430,-9999
08/27/2022 00:00,DYSINGER EAST,23326,618.39,3200,-9999
08/27/2022 00:00,MOSES SOUTH,23319,1986.17,3000,-1600
08/27/2022 00:00,SCH - HQ - NY,23324,1438.05,1500,-1000
08/27/2022 00:00,SCH - HQ_CEDARS,325274,269.99,270,-100
08/27/2022 00:00,SCH - HQ_IMPORT_EXPORT,325376,1138,1310,-9999
08/27/2022 00:00,SCH - NE - NY,23318,-442.57,1400,-1600
08/27/2022 00:00,SCH - NPX_1385,325277,199,200,-200
08/27/2022 00:00,SCH - NPX_CSC,325154,330,330,-330
08/27/2022 00:00,SCH - OH - NY,23317,1098.89,1700,-1550
08/27/2022 00:00,SCH - PJ - NY,23316,886.22,2000,-1150
08/27/2022 00:00,SCH - PJM_HTP,325905,399.99,660,-660
08/27/2022 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
08/27/2022 00:00,SCH - PJM_VFT,325658,315,315,-315
08/27/2022 00:00,SPR/DUN-SOUTH,23320,2839.91,4600,-9999
08/27/2022 00:00,TOTAL EAST,23314,3729.36,6800,-9999
08/27/2022 00:00,UPNY CONED,23315,4610.35,5765,-9999
08/27/2022 00:00,WEST CENTRAL,23312,117.99,9999,-9999
08/27/2022 00:05,CENTRAL EAST - VC,23330,1786.37,2430,-9999
08/27/2022 00:05,DYSINGER EAST,23326,514.58,3200,-9999
08/27/2022 00:05,MOSES SOUTH,23319,2050.99,3000,-1600
08/27/2022 00:05,SCH - HQ - NY,23324,1500.04,1500,-1000
08/27/2022 00:05,SCH - HQ_CEDARS,325274,269.99,270,-100
08/27/2022 00:05,SCH - HQ_IMPORT_EXPORT,325376,1200,1310,-9999
08/27/2022 00:05,SCH - NE - NY,23318,-511.66,1400,-1600
08/27/2022 00:05,SCH - NPX_1385,325277,199,200,-200
08/27/2022 00:05,SCH - NPX_CSC,325154,330,330,-330
08/27/2022 00:05,SCH - OH - NY,23317,1099.08,1700,-1550
08/27/2022 00:05,SCH - PJ - NY,23316,1090.82,2000,-1150
08/27/2022 00:05,SCH - PJM_HTP,325905,299.99,660,-660
08/27/2022 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
08/27/2022 00:05,SCH - PJM_VFT,325658,315,315,-315
08/27/2022 00:05,SPR/DUN-SOUTH,23320,2894.51,4600,-9999
08/27/2022 00:05,TOTAL EAST,23314,3799.94,6800,-9999
08/27/2022 00:05,UPNY CONED,23315,4649.28,5765,-9999
08/27/2022 00:05,WEST CENTRAL,23312,19.14,9999,-9999
08/27/2022 00:10,CENTRAL EAST - VC,23330,1852.51,2430,-9999
08/27/2022 00:10,DYSINGER EAST,23326,551.06,3200,-9999
08/27/2022 00:10,MOSES SOUTH,23319,2025.19,3000,-1600
08/27/2022 00:10,SCH - HQ - NY,23324,1500,1500,-1000
08/27/2022 00:10,SCH - HQ_CEDARS,325274,270,270,-100
08/27/2022 00:10,SCH - HQ_IMPORT_EXPORT,325376,1200,1310,-9999
08/27/2022 00:10,SCH - NE - NY,23318,-511.19,1400,-1600
08/27/2022 00:10,SCH - NPX_1385,325277,199,200,-200
08/27/2022 00:10,SCH - NPX_CSC,325154,330,330,-330
08/27/2022 00:10,SCH - OH - NY,23317,1100.01,1700,-1550
08/27/2022 00:10,SCH - PJ - NY,23316,1089.65,2000,-1150
08/27/2022 00:10,SCH - PJM_HTP,325905,300,660,-660
08/27/2022 00:10,SCH - PJM_NEPTUNE,325305,660,660,-660
08/27/2022 00:10,SCH - PJM_VFT,325658,315,315,-315
08/27/2022 00:10,SPR/DUN-SOUTH,23320,2889.53,4600,-9999
08/27/2022 00:10,TOTAL EAST,23314,3842.25,6800,-9999
08/27/2022 00:10,UPNY CONED,23315,4640.81,5765,-9999
08/27/2022 00:10,WEST CENTRAL,23312,66.16,9999,-9999
08/27/2022 00:15,CENTRAL EAST - VC,23330,1794.56,2430,-9999
