Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
11/18/2021 00:00,CENTRAL EAST - VC,23330,1384.76,1490,-9999
11/18/2021 00:00,DYSINGER EAST,23326,571.53,2500,-9999
11/18/2021 00:00,MOSES SOUTH,23319,347.21,900,-1100
11/18/2021 00:00,SCH - HQ - NY,23324,0,0,0
11/18/2021 00:00,SCH - HQ_CEDARS,325274,0,90,-100
11/18/2021 00:00,SCH - HQ_IMPORT_EXPORT,325376,0,0,0
11/18/2021 00:00,SCH - NE - NY,23318,-423.17,800,-800
11/18/2021 00:00,SCH - NPX_1385,325277,25,75,-100
11/18/2021 00:00,SCH - NPX_CSC,325154,0,0,0
11/18/2021 00:00,SCH - OH - NY,23317,729.46,1850,-1500
11/18/2021 00:00,SCH - PJ - NY,23316,177.25,2550,-1900
11/18/2021 00:00,SCH - PJM_HTP,325905,299,660,-660
11/18/2021 00:00,SCH - PJM_NEPTUNE,325305,375,660,-660
11/18/2021 00:00,SCH - PJM_VFT,325658,315,315,-315
11/18/2021 00:00,SPR/DUN-SOUTH,23320,1510.66,4600,-9999
11/18/2021 00:00,TOTAL EAST,23314,2555.08,6800,-9999
11/18/2021 00:00,UPNY CONED,23315,2912.71,5310,-9999
11/18/2021 00:00,WEST CENTRAL,23312,220.17,9999,-9999
11/18/2021 00:05,CENTRAL EAST - VC,23330,1383.65,1490,-9999
11/18/2021 00:05,DYSINGER EAST,23326,577.84,2500,-9999
11/18/2021 00:05,MOSES SOUTH,23319,334.61,900,-1100
11/18/2021 00:05,SCH - HQ - NY,23324,0,0,0
11/18/2021 00:05,SCH - HQ_CEDARS,325274,0,90,-100
11/18/2021 00:05,SCH - HQ_IMPORT_EXPORT,325376,0,0,0
11/18/2021 00:05,SCH - NE - NY,23318,-363.56,800,-800
11/18/2021 00:05,SCH - NPX_1385,325277,25,75,-100
11/18/2021 00:05,SCH - NPX_CSC,325154,0,0,0
11/18/2021 00:05,SCH - OH - NY,23317,805.45,1850,-1500
11/18/2021 00:05,SCH - PJ - NY,23316,141.15,2550,-1900
11/18/2021 00:05,SCH - PJM_HTP,325905,299,660,-660
11/18/2021 00:05,SCH - PJM_NEPTUNE,325305,375,660,-660
11/18/2021 00:05,SCH - PJM_VFT,325658,315,315,-315
11/18/2021 00:05,SPR/DUN-SOUTH,23320,1487.05,4600,-9999
11/18/2021 00:05,TOTAL EAST,23314,2488.11,6800,-9999
11/18/2021 00:05,UPNY CONED,23315,2879,5310,-9999
11/18/2021 00:05,WEST CENTRAL,23312,231.77,9999,-9999
11/18/2021 00:10,CENTRAL EAST - VC,23330,1387.36,1490,-9999
11/18/2021 00:10,DYSINGER EAST,23326,575.71,2500,-9999
11/18/2021 00:10,MOSES SOUTH,23319,356.46,900,-1100
11/18/2021 00:10,SCH - HQ - NY,23324,0,0,0
11/18/2021 00:10,SCH - HQ_CEDARS,325274,0,90,-100
11/18/2021 00:10,SCH - HQ_IMPORT_EXPORT,325376,0,0,0
11/18/2021 00:10,SCH - NE - NY,23318,-364.87,800,-800
11/18/2021 00:10,SCH - NPX_1385,325277,25,75,-100
11/18/2021 00:10,SCH - NPX_CSC,325154,0,0,0
11/18/2021 00:10,SCH - OH - NY,23317,805.53,1850,-1500
11/18/2021 00:10,SCH - PJ - NY,23316,141.63,2550,-1900
11/18/2021 00:10,SCH - PJM_HTP,325905,299,660,-660
