Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
11/28/2019 00:00,CENTRAL EAST - VC,23330,2013.19,2110,-9999
11/28/2019 00:00,DYSINGER EAST,23326,47.46,3150,-9999
11/28/2019 00:00,MOSES SOUTH,23319,1594.07,3150,-1600
11/28/2019 00:00,SCH - HQ - NY,23324,773,1500,-1000
11/28/2019 00:00,SCH - HQ_CEDARS,325274,0,199,-100
11/28/2019 00:00,SCH - HQ_IMPORT_EXPORT,325376,696,1310,-9999
11/28/2019 00:00,SCH - NE - NY,23318,-445.33,1400,-1700
11/28/2019 00:00,SCH - NPX_1385,325277,-24,200,-200
11/28/2019 00:00,SCH - NPX_CSC,325154,0,330,-330
11/28/2019 00:00,SCH - OH - NY,23317,638.51,1700,-1700
11/28/2019 00:00,SCH - PJ - NY,23316,-43.9,2550,-1600
11/28/2019 00:00,SCH - PJM_HTP,325905,100,660,-660
11/28/2019 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
11/28/2019 00:00,SCH - PJM_VFT,325658,315,315,-315
11/28/2019 00:00,SPR/DUN-SOUTH,23320,2602.46,4600,-9999
11/28/2019 00:00,TOTAL EAST,23314,2985.12,6800,-9999
11/28/2019 00:00,UPNY CONED,23315,1977.13,5700,-9999
11/28/2019 00:00,WEST CENTRAL,23312,-276.81,9999,-9999
11/28/2019 00:05,CENTRAL EAST - VC,23330,2010.1,2110,-9999
11/28/2019 00:05,DYSINGER EAST,23326,-38.03,3150,-9999
11/28/2019 00:05,MOSES SOUTH,23319,1663.52,3150,-1600
11/28/2019 00:05,SCH - HQ - NY,23324,849,1500,-1000
11/28/2019 00:05,SCH - HQ_CEDARS,325274,0,199,-100
11/28/2019 00:05,SCH - HQ_IMPORT_EXPORT,325376,775,1310,-9999
11/28/2019 00:05,SCH - NE - NY,23318,-296.15,1400,-1700
11/28/2019 00:05,SCH - NPX_1385,325277,0,200,-200
11/28/2019 00:05,SCH - NPX_CSC,325154,0,330,-330
11/28/2019 00:05,SCH - OH - NY,23317,596.59,1700,-1700
11/28/2019 00:05,SCH - PJ - NY,23316,-63.87,2550,-1600
11/28/2019 00:05,SCH - PJM_HTP,325905,100,660,-660
11/28/2019 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
11/28/2019 00:05,SCH - PJM_VFT,325658,315,315,-315
11/28/2019 00:05,SPR/DUN-SOUTH,23320,2613.93,4600,-9999
11/28/2019 00:05,TOTAL EAST,23314,2960.37,6800,-9999
11/28/2019 00:05,UPNY CONED,23315,1965.63,5700,-9999
11/28/2019 00:05,WEST CENTRAL,23312,-363.84,9999,-9999
11/28/2019 00:10,CENTRAL EAST - VC,23330,2008.09,2110,-9999
11/28/2019 00:10,DYSINGER EAST,23326,-78.58,3150,-9999
11/28/2019 00:10,MOSES SOUTH,23319,1655.88,3150,-1600
11/28/2019 00:10,SCH - HQ - NY,23324,850,1500,-1000
11/28/2019 00:10,SCH - HQ_CEDARS,325274,0,199,-100
11/28/2019 00:10,SCH - HQ_IMPORT_EXPORT,325376,775,1310,-9999
11/28/2019 00:10,SCH - NE - NY,23318,-296.12,1400,-1700
11/28/2019 00:10,SCH - NPX_1385,325277,0,200,-200
11/28/2019 00:10,SCH - NPX_CSC,325154,0,330,-330
11/28/2019 00:10,SCH - OH - NY,23317,596.75,1700,-1700
11/28/2019 00:10,SCH - PJ - NY,23316,-65.11,2550,-1600
11/28/2019 00:10,SCH - PJM_HTP,325905,100,660,-660
11/28/2019 00:10,SCH - PJM_NEPTUNE,325305,660,660,-660
11/28/2019 00:10,SCH - PJM_VFT,325658,315,315,-315
11/28/2019 00:10,SPR/DUN-SOUTH,23320,2481.44,4600,-9999
11/28/2019 00:10,TOTAL EAST,23314,2814.21,6800,-9999
11/28/2019 00:10,UPNY CONED,23315,1816.07,5700,-9999
11/28/2019 00:10,WEST CENTRAL,23312,-405.42,9999,-9999
