\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2020-01-31 08:02:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,Total
2019-01-01,13,0,7,19,0,0,6,0,814,1221,0,0,0,0,783,412,59,450,368,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0,1,0,0,0,0,0,0,59,2063,2057
2019-01-01,14,0,110,95,0,0,6,0,586,1113,0,0,0,1,1012,582,59,397,320,0,0,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,1,0,0,0,0,0,0,60,2114,2140
2019-01-01,15,0,96,87,0,0,6,0,671,1021,0,0,-10,130,1057,652,84,511,396,0,0,0,0,0,0,0,0,0,0,9,34,0,0,0,0,0,0,0,0,0,0,0,0,214,2344,2186
2019-01-01,16,0,121,104,0,0,6,0,800,1000,0,0,-11,171,1018,626,209,154,-67,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0,0,0,0,0,0,0,0,380,2102,1688
2019-01-01,17,0,181,169,0,0,6,0,844,1043,0,0,1,0,878,677,159,105,-77,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,1,0,0,0,0,0,0,159,2017,1846
2019-01-01,18,6,183,184,0,0,6,0,850,831,0,0,4,0,860,785,209,105,-123,0,0,0,0,0,0,0,0,0,0,9,29,0,0,0,0,0,0,0,0,0,0,0,0,215,2007,1716
2019-01-01,19,84,187,120,0,0,6,0,844,932,0,40,41,0,860,767,209,105,-128,0,0,0,0,0,0,0,0,0,0,9,35,0,0,0,0,0,0,0,0,0,0,0,0,293,2045,1773
2019-01-01,20,100,187,75,0,0,6,0,850,830,0,69,57,0,1047,1081,351,105,-246,0,0,0,0,0,0,0,0,0,0,9,33,0,0,0,0,0,1,0,0,0,0,0,0,451,2267,1837
2019-01-01,21,181,203,12,0,0,6,0,850,862,0,119,112,0,928,965,218,105,-123,0,0,0,0,0,0,0,0,0,0,9,33,0,0,0,0,0,1,0,0,0,0,0,0,399,2214,1868
2019-01-01,22,61,203,131,0,0,6,0,850,1061,0,39,37,0,1025,820,766,105,-638,0,0,0,0,0,0,0,0,0,0,9,31,0,0,0,0,0,1,0,0,0,0,0,0,827,2231,1449
2019-01-01,23,0,203,189,0,0,6,0,579,818,0,7,7,0,821,614,758,105,-643,0,0,0,0,0,0,0,0,0,0,9,33,0,0,0,0,0,0,0,0,0,0,0,0,758,1724,1024
2019-01-01,24,42,213,160,0,0,6,0,653,506,0,39,38,0,744,804,380,105,-281,0,0,0,0,0,0,0,0,0,0,9,33,0,0,0,0,0,0,0,0,0,0,0,0,422,1763,1266
2019-01-02,1,46,137,105,0,0,6,0,666,568,0,65,63,0,732,839,209,106,-112,0,0,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,1,0,0,0,0,0,0,255,1715,1498
2019-01-02,2,70,187,101,0,0,6,0,769,671,0,64,61,0,732,878,209,106,-106,0,0,0,0,0,0,0,0,0,0,9,31,0,0,0,0,0,1,0,0,0,0,0,0,279,1867,1643
2019-01-02,3,42,164,125,0,0,6,0,850,645,0,39,39,0,815,1018,137,103,-36,0,0,0,0,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,179,1980,1819
2019-01-02,4,98,188,92,0,0,6,0,850,690,88,59,-30,0,800,970,109,103,-45,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,0,0,295,2009,1709
2019-01-02,5,100,212,96,0,0,6,0,800,877,0,59,53,0,1003,959,726,103,-607,0,0,0,0,0,0,0,0,0,0,9,37,0,0,0,0,0,0,0,0,0,0,0,0,826,2186,1421
2019-01-02,6,100,212,94,0,0,6,0,850,981,0,59,54,0,913,815,1189,106,-1072,0,0,0,0,0,0,0,0,0,0,9,46,0,0,0,0,0,0,0,0,0,0,0,0,1289,2149,924
2019-01-02,7,58,209,130,0,0,6,0,814,964,0,59,57,1,675,618,1229,103,-1121,118,0,-113,74,0,-76,0,0,0,0,9,38,0,0,0,196,0,-151,0,0,0,0,0,0,1676,1869,352
2019-01-02,8,67,212,141,0,0,6,0,718,948,0,59,60,1,749,519,1229,103,-1114,118,0,-115,74,0,-78,0,0,0,0,9,33,0,0,0,196,0,-195,0,0,0,0,0,0,1685,1850,205
2019-01-02,9,0,137,133,0,0,6,0,850,1043,0,67,65,1,749,533,894,103,-784,118,0,-115,74,0,-78,0,0,0,0,9,10,0,0,0,196,0,-195,0,0,0,0,0,0,1283,1915,618
2019-01-02,10,0,96,107,0,0,6,0,782,1065,0,51,51,1,816,525,510,103,-398,118,0,-115,74,0,-78,0,0,0,0,9,9,0,0,0,196,0,-194,0,0,0,0,0,0,899,1857,978
2019-01-02,11,0,137,119,0,0,6,0,772,1088,0,64,49,1,725,489,245,106,-148,28,0,-51,0,0,0,0,0,0,0,9,-14,0,0,0,196,0,-195,0,0,0,0,0,0,470,1813,1343
2019-01-02,12,8,96,99,0,0,6,0,665,1081,0,89,89,1,889,473,474,106,-362,0,0,0,0,0,0,0,0,0,0,9,-5,0,0,0,196,0,-195,0,0,0,0,0,0,679,1854,1186
2019-01-02,13,76,137,67,0,0,5,0,850,1170,0,109,92,1,745,402,417,103,-327,0,0,0,0,0,0,0,0,0,0,9,-1,0,0,0,196,0,-195,0,0,0,0,0,0,690,1953,1213
2019-01-02,14,63,137,67,0,0,5,0,850,1096,0,130,122,81,778,491,1001,106,-887,0,0,0,0,0,0,0,0,0,0,9,-5,0,0,0,196,0,-195,0,0,0,0,0,0,1341,2010,694
2019-01-02,15,0,55,52,0,0,5,0,850,1036,0,109,106,0,748,546,1229,103,-1108,0,0,0,0,0,-1,0,0,0,0,9,16,0,0,0,196,0,-195,0,0,0,0,0,0,1425,1874,457
2019-01-02,16,0,54,53,0,0,5,0,825,954,0,109,108,0,612,590,845,103,-758,118,0,-109,74,0,-79,0,0,0,0,9,-5,0,0,0,196,0,-195,0,0,0,0,0,0,1233,1712,564
2019-01-02,17,0,0,10,0,0,5,0,825,877,0,109,109,24,772,687,1105,104,-988,118,0,-110,74,0,-79,0,0,0,0,9,-5,0,0,0,196,0,-195,0,0,0,0,0,0,1517,1819,311
2019-01-02,18,3,0,11,0,0,5,0,767,734,0,50,56,0,800,877,993,70,-911,40,0,-44,74,0,-79,0,0,0,0,9,-2,0,0,0,176,0,-179,0,0,0,0,0,0,1286,1696,468
2019-01-02,19,0,54,35,0,0,5,0,608,792,0,70,64,0,990,819,681,87,-597,118,0,-108,74,0,-79,0,0,0,0,9,-1,0,0,0,166,0,-170,0,0,0,0,0,0,1039,1818,760
2019-01-02,20,0,0,18,0,0,5,0,619,829,0,50,46,0,935,698,505,70,-436,118,0,-109,74,0,-79,0,0,0,0,9,-1,0,0,0,166,0,-170,0,0,0,0,0,0,863,1683,801
2019-01-02,21,0,0,6,0,0,5,0,618,931,0,50,50,0,980,604,560,106,-453,118,0,-108,0,0,-2,0,0,0,0,9,-2,0,0,0,166,0,-162,0,0,0,0,0,0,844,1763,869
2019-01-02,22,0,0,-4,0,0,5,0,700,890,0,20,17,0,898,734,392,106,-295,0,0,-1,0,0,0,0,0,0,0,9,-7,0,0,0,0,0,-1,0,0,0,0,0,0,392,1733,1338
2019-01-02,23,0,96,80,0,0,5,0,845,1008,0,60,56,0,752,800,209,106,-108,0,0,0,0,0,0,0,0,0,0,9,-3,0,0,0,0,0,1,0,0,0,0,0,0,209,1868,1839
2019-01-02,24,42,93,51,0,0,5,0,850,773,0,65,63,0,746,838,209,106,-90,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,2,0,0,0,0,0,0,251,1869,1643
2019-01-03,1,100,187,69,0,0,4,0,715,692,0,89,89,0,797,916,109,517,409,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,1,0,0,65,0,0,0,209,2314,2247
2019-01-03,2,100,275,162,0,0,4,0,850,876,0,3,4,0,895,868,109,868,757,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,1,0,0,70,0,0,0,209,2900,2744
2019-01-03,3,100,268,173,0,0,4,0,850,903,94,72,-21,0,870,856,109,1131,1016,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,1,0,0,70,0,0,0,303,3200,3004
2019-01-03,4,100,222,133,0,0,4,0,850,887,96,74,-17,0,892,852,209,1231,1019,0,0,0,0,0,0,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,69,0,0,0,405,3278,2947
2019-01-03,5,100,222,127,0,0,4,0,777,942,88,69,-18,0,1020,837,109,1054,936,0,0,0,0,0,0,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,69,0,0,0,297,3151,2896
2019-01-03,6,100,256,140,0,0,4,0,815,875,88,94,4,0,950,919,209,422,215,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,69,0,0,0,397,2546,2227
2019-01-03,7,100,212,103,0,0,4,0,800,794,0,69,63,0,928,980,458,205,-248,0,0,0,0,0,0,0,0,0,0,9,-14,0,0,0,0,0,1,0,0,1,0,0,0,558,2223,1684
2019-01-03,8,67,212,134,0,0,4,0,647,851,0,39,39,0,1000,752,345,128,-211,0,0,0,0,0,0,0,0,0,0,9,-19,0,0,0,0,0,1,0,0,0,0,0,0,412,2035,1551
2019-01-03,9,0,137,136,0,0,4,0,722,797,0,39,43,0,825,684,209,205,-37,0,0,0,0,0,0,0,0,0,0,9,-18,0,0,0,0,0,1,0,0,0,0,0,0,209,1937,1610
2019-01-03,10,148,217,79,0,0,4,0,723,724,0,59,60,0,825,821,209,170,-44,0,0,0,0,0,0,0,0,0,0,9,-20,0,0,0,0,0,1,0,0,0,0,0,0,357,2003,1625
2019-01-03,11,198,96,-76,0,0,4,0,597,775,0,99,101,40,912,789,536,128,-407,0,0,0,0,0,0,0,0,0,0,9,-25,0,0,0,0,0,1,0,0,0,0,0,0,774,1841,1162
2019-01-03,12,105,0,-100,0,0,4,0,800,959,0,60,57,0,913,889,1229,128,-1079,0,0,0,0,0,0,0,0,0,0,9,-23,0,0,0,0,0,1,0,0,0,0,0,0,1334,1910,708
2019-01-03,13,39,96,25,0,0,4,0,814,1034,0,130,115,0,983,806,1229,128,-1083,0,0,0,0,0,0,0,0,0,0,9,-23,0,0,0,0,0,1,0,0,0,0,0,0,1268,2160,879
2019-01-03,14,219,203,0,0,0,3,0,624,852,9,139,126,0,1173,872,501,107,-405,0,0,0,0,0,0,0,0,0,0,9,-21,0,0,0,0,0,0,0,0,0,0,0,0,729,2255,1427
2019-01-03,15,206,203,9,0,0,3,0,617,751,0,119,121,0,1178,1072,382,96,-288,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,1,0,0,0,0,0,0,588,2222,1677
2019-01-03,16,204,221,31,0,0,3,0,587,766,0,114,112,0,1210,1106,209,173,-52,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,1,0,0,0,0,0,0,413,2314,1981
2019-01-03,17,46,137,76,0,0,3,0,669,659,0,94,91,0,1128,1228,363,128,-237,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,1,0,0,0,0,0,0,409,2165,1836
2019-01-03,18,0,96,91,0,0,4,0,419,521,0,50,49,0,1378,1338,606,128,-462,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,1,0,0,0,0,0,0,606,2080,1556
2019-01-03,19,0,0,8,0,0,4,0,641,563,0,50,50,0,909,1053,209,128,-90,0,0,0,0,0,0,0,0,0,0,9,19,0,0,0,0,0,1,0,0,0,0,0,0,209,1737,1608
2019-01-03,20,0,100,82,0,0,4,0,590,621,0,80,75,0,1208,1148,209,128,-82,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,1,0,0,0,0,0,0,209,2115,1875
2019-01-03,21,18,112,88,0,0,4,0,614,777,0,50,49,0,1167,1171,209,96,-109,0,0,0,0,0,0,0,0,0,0,9,19,0,0,0,0,0,1,0,0,0,0,0,0,227,2048,2000
2019-01-03,22,100,147,60,0,0,4,0,661,705,0,59,61,0,1136,1077,209,188,-36,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0,0,0,1,0,0,0,0,0,0,309,2200,1889
2019-01-03,23,152,146,5,0,0,4,0,850,692,0,97,96,0,869,1023,209,359,162,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,1,0,0,0,0,0,0,361,2330,1999
2019-01-03,24,209,212,-5,0,0,4,0,815,806,0,104,103,0,982,1001,209,885,675,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,1,0,0,0,0,0,0,418,3007,2597
2019-01-04,1,237,267,24,0,0,3,0,850,766,0,108,106,0,1115,1217,209,1326,1105,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,1,0,0,46,0,0,0,446,3675,3276
2019-01-04,2,160,213,51,0,0,3,0,825,834,23,53,36,0,1100,1124,209,1279,1071,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,1,0,0,47,0,0,0,392,3479,3180
2019-01-04,3,154,54,-79,0,0,3,0,850,893,0,59,60,0,1150,1115,159,1279,1119,0,0,0,0,0,0,0,0,0,0,9,20,0,0,0,0,0,1,0,0,47,0,0,0,313,3401,3179
2019-01-04,4,230,217,-17,0,0,3,0,850,843,0,49,44,0,1150,1175,159,1279,1118,0,0,0,0,0,0,0,0,0,0,9,22,0,0,0,0,0,1,0,0,47,0,0,0,389,3554,3236
2019-01-04,5,199,137,-69,0,0,3,0,850,690,0,63,61,0,450,685,209,1279,1058,0,0,0,0,0,0,0,0,0,0,9,27,0,0,0,0,0,1,0,0,47,0,0,0,408,2788,2503
2019-01-04,6,217,198,-29,0,0,3,0,850,845,0,100,94,0,1150,1163,209,779,568,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0,1,0,0,47,0,0,0,426,3086,2722
2019-01-04,7,124,54,-60,0,0,4,0,800,722,0,40,42,0,1150,1297,209,305,106,0,0,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,1,0,0,1,0,0,0,333,2358,2141
2019-01-04,8,173,146,-19,0,0,4,0,750,793,0,76,77,0,1295,1256,209,299,96,0,0,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,1,0,0,0,0,0,0,382,2575,2231
2019-01-04,9,100,147,30,0,0,4,0,850,837,0,92,89,0,947,949,209,159,-37,0,0,0,0,0,0,0,0,0,0,9,25,0,0,0,0,0,1,0,0,0,0,0,0,309,2204,1898
2019-01-04,10,189,96,-70,0,0,4,0,850,857,0,59,57,0,947,901,209,563,356,0,0,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,1,0,0,0,0,0,0,398,2524,2129
2019-01-04,11,15,80,48,0,0,4,0,850,891,0,78,72,0,969,943,209,595,371,0,0,0,0,0,0,0,0,0,0,9,21,0,0,0,0,0,1,0,0,0,0,0,0,224,2581,2351
2019-01-04,12,203,254,41,0,0,3,0,769,1007,0,119,114,0,1153,995,209,102,-111,0,0,0,0,0,0,0,0,0,0,9,25,0,0,0,0,0,1,0,0,0,0,0,0,412,2406,2075
2019-01-04,13,100,181,66,0,0,3,0,785,1134,0,109,114,0,1112,836,209,344,133,0,0,0,0,0,0,0,0,0,0,9,25,0,0,0,0,0,1,0,0,0,0,0,0,309,2540,2312
2019-01-04,14,183,251,76,0,0,3,0,850,1196,0,119,118,0,1118,870,209,425,203,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,1,0,0,0,0,0,0,392,2772,2493
2019-01-04,15,138,251,99,0,0,3,0,850,1047,50,119,69,0,1143,942,209,94,-114,0,0,0,0,0,0,0,0,0,0,9,20,0,0,0,0,0,1,0,0,0,0,0,0,397,2466,2067
2019-01-04,16,139,222,87,0,0,3,0,747,868,50,119,66,0,965,865,209,94,-118,0,0,15,0,0,0,0,0,0,0,9,22,0,0,0,0,0,1,0,0,0,0,0,0,398,2156,1809
2019-01-04,17,0,131,132,0,0,4,0,829,788,0,51,55,0,898,842,316,94,-216,0,0,15,0,0,0,0,0,0,0,9,23,0,0,0,0,0,-2,0,0,0,0,0,0,316,2012,1641
2019-01-04,18,79,171,99,0,0,4,0,740,843,0,89,90,0,1057,949,245,94,-150,225,0,-216,70,0,-61,0,0,0,0,9,28,0,0,0,179,0,-162,0,0,0,0,0,0,798,2160,1424
2019-01-04,19,42,137,90,0,0,4,0,679,933,0,89,88,0,1118,891,245,94,-154,249,0,-223,70,0,-61,0,0,0,0,9,21,0,0,0,175,0,-169,0,0,0,0,0,0,781,2126,1420
2019-01-04,20,51,137,89,0,0,4,0,655,904,0,99,98,0,1142,889,371,94,-269,249,0,-223,70,0,-61,0,0,0,0,9,11,0,0,0,175,0,-169,0,0,0,0,0,0,916,2136,1273
2019-01-04,21,53,137,79,0,0,4,0,850,911,0,99,99,0,925,801,245,94,-160,249,0,-223,1,0,-1,0,0,0,0,9,13,0,0,0,175,0,-169,0,0,0,0,0,0,723,2114,1354
2019-01-04,22,100,54,-43,0,0,4,0,839,814,8,89,81,0,944,953,339,94,-250,249,0,-223,70,0,-61,0,0,0,0,9,4,0,0,0,175,0,-160,0,0,0,0,0,0,941,2029,1119
2019-01-04,23,100,54,-44,0,0,4,0,850,745,0,39,36,0,910,1047,711,94,-593,0,0,-7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,811,1956,1189
2019-01-04,24,100,137,36,0,0,4,0,676,730,26,94,66,0,960,1012,308,94,-218,0,0,0,0,0,0,0,0,0,0,9,-4,0,0,0,0,0,1,0,0,0,0,0,0,434,1970,1627
2019-01-05,1,100,217,108,0,0,3,0,850,851,8,76,62,0,1075,1188,159,101,-61,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,1,0,0,65,0,0,0,267,2328,2219
2019-01-05,2,100,170,75,0,0,3,0,850,914,0,89,83,0,1082,1051,159,101,-49,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,1,0,0,68,0,0,0,259,2301,2148
2019-01-05,3,100,236,122,0,0,3,0,850,855,0,44,45,0,1150,1121,59,417,351,0,0,0,0,0,0,0,0,0,0,9,-3,0,0,0,0,0,0,0,0,68,0,0,0,159,2706,2562
2019-01-05,4,100,185,97,0,0,3,0,850,915,0,39,41,0,1150,1018,109,426,320,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,1,0,0,68,0,0,0,209,2659,2466
2019-01-05,5,100,268,163,0,0,3,0,850,952,100,89,-9,0,1150,1031,109,484,368,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,1,0,0,68,0,0,0,309,2850,2582
2019-01-05,6,100,241,136,0,0,3,0,850,995,0,39,38,0,1150,1030,159,417,258,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,1,0,0,68,0,0,0,259,2706,2531
2019-01-05,7,100,251,144,0,0,3,0,850,980,90,89,-1,0,1150,971,159,282,119,0,0,0,0,0,0,0,0,0,0,9,-6,0,0,0,0,0,1,0,0,68,0,0,0,349,2631,2279
2019-01-05,8,100,271,144,0,0,3,0,850,880,90,89,-3,0,1100,1125,459,324,-135,0,0,0,0,0,0,0,0,0,0,9,-4,0,0,0,0,0,1,0,0,1,0,0,0,649,2643,2012
2019-01-05,9,100,251,150,0,0,4,0,850,716,22,39,17,0,910,1042,266,101,-175,0,0,0,0,0,0,0,0,0,0,9,-3,0,0,0,0,0,1,0,0,0,0,0,0,388,2160,1752
2019-01-05,10,90,134,58,0,0,4,0,850,694,0,80,81,0,1080,1214,1070,101,-941,0,0,0,0,0,0,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,0,0,0,0,1160,2254,1109
2019-01-05,11,108,54,-34,0,0,4,0,850,691,0,114,77,0,1244,1372,1193,101,-1086,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1301,2372,1025
2019-01-05,12,113,209,81,0,0,4,0,850,699,0,75,77,0,1225,1370,1193,101,-1085,0,0,0,0,0,0,0,0,0,0,9,-4,0,0,0,0,0,0,0,0,0,0,0,0,1306,2469,1142
2019-01-05,13,189,92,-62,0,0,4,0,830,584,0,114,109,0,860,1181,1229,224,-1000,0,0,0,0,0,0,0,0,0,0,9,-7,0,0,0,0,0,1,0,0,0,0,0,0,1418,2129,810
2019-01-05,14,52,111,44,0,0,4,0,850,644,0,70,69,0,830,1133,1220,324,-885,0,0,0,0,0,0,0,0,0,0,9,-6,0,0,0,0,0,1,0,0,0,0,0,0,1272,2194,1004
2019-01-05,15,19,87,69,0,0,4,0,644,456,0,50,49,0,703,970,595,324,-297,0,0,0,0,0,0,0,0,0,0,9,-5,0,0,0,0,0,1,0,0,0,0,0,0,614,1817,1247
2019-01-05,16,193,191,3,0,0,4,0,850,578,0,119,113,0,760,1124,693,324,-376,0,0,0,0,0,0,0,0,0,0,9,-6,0,0,0,0,0,1,0,0,0,0,0,0,886,2253,1441
2019-01-05,17,191,197,-3,0,0,4,0,793,595,0,89,86,0,845,1132,1223,324,-883,249,0,-230,0,0,0,0,0,0,0,9,-7,0,0,0,0,0,1,0,0,0,0,0,0,1663,2257,695
2019-01-05,18,73,108,39,0,0,4,0,850,844,0,89,83,0,1235,1308,1153,101,-1035,249,0,-235,0,0,0,0,0,0,0,9,-3,0,0,0,0,0,0,0,0,0,0,0,0,1475,2392,1005
2019-01-05,19,164,170,7,0,0,5,0,850,855,0,99,94,0,1215,1222,729,101,-620,0,0,-4,0,0,0,0,0,0,0,9,-5,0,0,0,0,0,1,0,0,0,0,0,0,893,2444,1555
2019-01-05,20,268,143,-95,0,0,5,0,850,853,0,109,108,0,1345,1361,225,101,-136,0,0,0,0,0,0,0,0,0,0,9,-6,0,0,0,0,0,0,0,0,0,0,0,0,493,2557,2090
2019-01-05,21,206,54,-140,0,0,5,0,850,992,0,70,65,0,1347,1277,209,101,-103,0,0,0,0,0,0,0,0,0,0,9,-11,0,0,0,0,0,1,0,0,0,0,0,0,415,2431,2086
2019-01-05,22,201,150,-66,0,0,5,0,850,1033,0,80,73,0,1346,1212,159,324,164,0,0,0,0,0,0,0,0,0,0,9,-10,0,0,0,0,0,1,0,0,0,0,0,0,360,2759,2412
2019-01-05,23,100,54,-34,0,0,4,0,850,935,0,63,61,0,1150,1116,159,327,174,0,0,0,0,0,0,0,0,0,0,9,-11,0,0,0,0,0,1,0,0,0,0,0,0,259,2453,2246
2019-01-05,24,129,54,-66,0,0,4,0,850,851,0,48,46,0,1150,1140,159,874,712,0,0,0,0,0,0,0,0,0,0,9,-10,0,0,0,0,0,1,0,0,0,0,0,0,288,2985,2678
2019-01-06,1,236,146,-87,0,0,4,0,850,781,0,109,102,0,1110,1197,109,1236,1121,0,0,0,0,0,0,0,0,0,0,9,-10,0,0,0,0,0,1,0,0,65,0,0,0,345,3460,3174
