\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2024-01-31 08:02:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,Total
2023-01-01,10,0,12,27,0,0,6,0,995,1193,0,20,23,0,883,756,9,264,250,0,0,240,0,0,0,0,0,0,0,9,14,0,0,0,0,0,1,0,0,89,0,0,0,9,2183,2599
2023-01-01,11,0,12,30,0,0,6,0,1198,1210,0,20,19,0,1033,927,9,139,141,0,0,237,0,0,0,0,0,0,0,9,13,0,0,0,0,0,1,0,0,87,0,0,0,9,2411,2671
2023-01-01,12,0,23,34,0,0,6,0,1198,1363,0,20,20,0,832,778,9,551,523,0,0,235,0,0,0,0,0,0,0,9,10,0,0,0,0,0,1,0,0,87,0,0,0,9,2633,3057
2023-01-01,13,0,30,30,0,0,6,0,1364,1370,0,20,16,0,803,767,9,97,95,0,0,233,0,0,0,0,0,0,0,9,11,0,0,0,0,0,1,0,0,87,0,0,0,9,2323,2616
2023-01-01,14,0,30,35,0,0,6,0,1200,1346,0,20,20,0,703,558,9,51,43,0,0,233,0,0,0,0,0,0,0,9,17,0,0,0,0,0,1,0,0,87,0,0,0,9,2013,2346
2023-01-01,15,0,0,18,0,0,6,0,745,1015,0,15,17,0,541,326,9,51,43,0,0,233,0,0,-1,0,0,0,0,9,18,0,0,0,0,0,-5,0,0,87,0,0,0,9,1361,1757
2023-01-01,16,0,0,11,0,0,6,0,665,889,0,14,12,0,514,444,9,51,42,0,0,233,50,0,-51,0,0,0,0,9,21,0,0,0,90,0,-88,0,0,87,0,0,0,149,1253,1606
2023-01-01,17,0,0,9,0,0,6,40,1067,814,0,15,11,0,501,724,9,51,42,0,0,234,50,0,-51,0,0,0,0,9,24,0,0,0,90,0,-88,0,0,87,0,0,0,189,1643,1812
2023-01-01,18,0,0,21,0,0,6,166,1077,799,78,0,-78,0,639,817,9,51,47,0,0,232,50,0,-51,0,0,0,0,9,33,0,0,0,90,0,-88,0,0,89,0,0,0,393,1776,1827
2023-01-01,19,0,0,9,0,0,6,40,1267,903,0,15,-21,0,492,838,9,188,174,0,0,233,0,0,-1,0,0,0,0,9,38,0,0,0,90,0,-88,0,0,92,0,0,0,139,1971,2183
2023-01-01,20,0,0,-6,0,0,6,40,1107,847,0,15,10,0,384,629,9,99,94,0,0,232,0,0,0,0,0,0,0,9,38,0,0,0,90,0,-88,0,0,92,0,0,0,139,1614,1854
2023-01-01,21,0,0,-14,0,0,6,0,1157,1124,0,15,16,0,384,414,9,188,178,0,0,232,0,0,0,0,0,0,0,9,40,0,0,0,90,0,-89,0,0,92,0,0,0,99,1753,1999
2023-01-01,22,0,0,-6,0,0,6,0,1219,1261,0,15,13,0,484,412,51,38,21,0,0,231,0,0,0,0,0,0,0,9,40,0,0,0,90,0,-88,0,0,92,0,0,0,141,1765,1982
2023-01-01,23,0,0,12,0,0,6,0,1429,1340,0,20,19,0,584,619,52,52,0,0,0,231,0,0,0,0,0,0,0,9,38,0,0,0,0,0,0,0,0,92,0,0,0,52,2094,2357
2023-01-01,24,68,80,1,0,0,5,0,1075,1080,0,20,14,0,734,688,15,125,107,0,0,230,0,0,0,0,0,0,0,9,40,0,0,0,0,0,1,0,0,92,0,0,0,83,2043,2258
2023-01-02,1,63,93,24,0,0,5,0,1330,1002,0,20,18,0,852,1188,197,197,0,0,0,230,0,0,0,0,0,0,0,9,40,0,0,0,0,0,1,0,0,92,0,0,0,260,2501,2600
2023-01-02,2,63,93,39,0,0,5,0,1280,1064,0,19,17,0,908,1080,88,244,151,0,0,231,0,0,0,0,0,0,0,9,34,0,0,0,0,0,1,0,0,92,0,0,0,151,2553,2714
2023-01-02,3,87,93,17,0,0,5,0,1280,980,0,19,23,0,1008,1231,73,244,175,0,0,231,0,0,0,0,0,0,0,9,23,0,0,0,0,0,1,0,0,92,0,0,0,160,2653,2778
2023-01-02,4,87,93,4,0,0,5,0,1450,1126,0,20,21,0,1043,1359,9,279,265,0,0,233,0,0,0,0,0,0,0,9,14,0,0,0,0,0,2,0,0,92,0,0,0,96,2894,3121
2023-01-02,5,87,93,15,0,0,6,0,1370,1209,0,20,18,0,1043,1161,130,181,52,0,0,232,0,0,0,0,0,0,0,9,15,0,0,0,0,0,1,0,0,91,0,0,0,217,2716,2800
2023-01-02,6,63,93,28,0,0,6,0,1320,1215,0,20,17,0,953,1031,181,181,0,0,0,233,0,0,0,0,0,0,0,9,25,0,0,0,0,0,1,0,0,91,0,0,0,244,2576,2647
2023-01-02,7,0,0,5,0,0,6,0,1099,1195,0,15,24,0,701,661,9,197,180,0,0,231,0,0,0,0,0,0,0,9,33,0,0,0,0,0,1,0,0,91,0,0,0,9,2021,2427
2023-01-02,8,0,30,29,0,0,6,0,862,939,0,20,23,0,654,576,9,146,138,0,0,231,0,0,0,0,0,0,0,9,37,0,0,0,0,0,1,0,0,91,0,0,0,9,1721,2071
2023-01-02,9,0,6,8,0,0,6,0,1033,835,0,20,22,0,359,546,9,138,129,0,0,231,0,0,0,0,0,0,0,9,38,0,0,0,0,0,1,0,0,91,0,0,0,9,1565,1907
2023-01-02,10,0,6,7,0,0,7,0,1403,1235,0,20,23,0,359,470,9,133,129,0,0,231,0,0,0,0,0,0,0,9,39,0,0,0,0,0,1,0,0,91,0,0,0,9,1930,2233
2023-01-02,11,0,0,11,0,0,7,0,1420,1426,0,20,18,0,309,279,9,156,141,0,0,232,0,0,0,0,0,0,0,9,37,0,0,0,0,0,1,0,0,91,0,0,0,9,1914,2243
2023-01-02,12,0,12,20,0,0,7,0,1423,1434,0,15,17,0,309,257,168,168,0,0,0,231,0,0,0,0,0,0,0,9,34,0,0,0,0,0,1,0,0,91,0,0,0,168,1936,2092
2023-01-02,13,0,12,14,0,0,7,0,870,1234,0,20,17,0,389,145,405,405,0,0,0,231,0,0,0,0,0,0,0,9,31,0,0,0,0,0,-1,0,0,91,0,0,0,405,1705,1769
2023-01-02,14,0,6,22,0,0,6,0,1450,1345,0,20,21,0,309,342,409,469,64,0,0,220,0,0,0,0,0,0,0,9,32,0,0,0,90,0,-88,0,0,91,0,0,0,499,2263,2055
2023-01-02,15,0,12,19,0,0,6,0,1444,1334,0,20,17,0,434,661,409,469,65,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,90,0,-87,0,0,91,0,0,0,499,2388,2136
2023-01-02,16,0,0,-8,0,0,6,0,1225,1307,0,19,18,0,484,459,409,410,1,0,0,0,0,0,0,0,0,0,0,9,31,0,0,0,90,0,-87,0,0,91,0,0,0,499,2147,1818
2023-01-02,17,0,0,-12,0,0,6,0,1207,1203,0,11,7,0,509,594,409,465,56,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,90,0,-87,0,0,91,0,0,0,499,2201,1888
2023-01-02,18,0,0,-13,0,0,6,120,907,907,0,20,19,200,734,527,309,433,124,0,0,0,0,0,0,0,0,0,0,9,33,0,0,0,90,0,-87,0,0,91,0,0,0,719,2103,1607
2023-01-02,19,0,0,11,0,0,7,0,1200,1147,0,20,22,0,659,767,445,445,1,0,0,0,0,0,0,0,0,0,0,9,31,0,0,0,90,0,-86,0,0,91,0,0,0,535,2333,1991
2023-01-02,20,0,0,15,0,0,6,0,1231,1236,0,20,20,0,784,778,481,481,0,0,0,0,0,0,0,0,0,0,0,9,31,0,0,0,90,0,-86,0,0,91,0,0,0,571,2525,2091
2023-01-02,21,0,0,-14,0,0,6,0,715,841,0,15,12,0,601,586,481,481,0,0,0,0,0,0,0,0,0,0,0,9,29,0,0,0,90,0,-86,0,0,91,0,0,0,571,1821,1465
2023-01-02,22,0,0,-21,0,0,6,0,740,880,0,20,15,0,359,284,481,481,0,0,0,0,0,0,0,0,0,0,0,9,27,0,0,0,87,0,-86,0,0,91,0,0,0,568,1609,1196
2023-01-02,23,0,0,-25,0,0,6,0,820,962,0,15,15,0,439,336,455,455,12,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,87,0,-86,0,0,91,0,0,0,542,1738,1337
2023-01-02,24,42,0,-35,0,0,6,0,875,739,0,15,16,0,609,686,334,442,112,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,87,0,-86,0,0,91,0,0,0,463,1950,1555
2023-01-03,1,42,0,-41,0,0,6,0,975,837,0,0,-1,0,939,1018,209,421,213,0,0,0,0,0,0,0,0,0,0,9,24,0,0,0,87,0,-86,0,0,91,0,0,0,338,2344,2061
2023-01-03,2,42,0,-30,0,0,6,0,1067,1125,0,0,1,0,1119,1125,209,456,249,0,0,0,0,0,0,0,0,0,0,9,25,0,0,0,87,0,-84,0,0,91,0,0,0,338,2651,2508
2023-01-03,3,42,0,-31,0,0,6,0,1095,1185,0,9,7,0,1039,931,209,506,293,0,0,0,0,0,0,0,0,0,0,9,27,0,0,0,0,0,1,0,0,90,0,0,0,251,2658,2509
2023-01-03,4,42,0,-31,0,0,6,0,980,1014,0,9,9,0,1064,932,209,431,230,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0,1,0,0,91,0,0,0,251,2493,2282
2023-01-03,5,42,0,-42,0,0,6,0,870,1011,0,20,19,0,1013,948,9,505,478,0,0,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,1,0,0,91,0,0,0,51,2417,2540
2023-01-03,6,42,0,-41,0,0,6,0,1155,1155,0,9,9,0,999,970,430,430,14,0,0,0,0,0,0,0,0,0,0,9,27,0,0,0,0,0,-2,0,0,91,0,0,0,472,2602,2229
2023-01-03,7,0,0,3,0,0,6,0,1155,1452,0,20,16,0,1014,818,456,456,0,0,0,0,0,0,0,0,0,0,0,9,29,0,0,0,87,0,-85,0,0,91,0,0,0,543,2654,2330
2023-01-03,8,0,0,13,0,0,7,0,605,804,0,9,11,0,834,718,556,556,0,0,0,0,0,0,0,0,0,0,0,9,31,0,0,0,87,0,-85,0,0,91,0,0,0,643,2013,1590
2023-01-03,9,0,0,23,0,0,7,0,927,720,0,9,10,0,834,970,556,556,0,0,0,0,0,0,0,0,0,0,0,9,31,0,0,0,87,0,-84,0,0,91,0,0,0,643,2335,1768
2023-01-03,10,0,0,0,0,0,7,0,831,678,0,9,11,0,696,799,556,556,0,0,0,1,0,0,1,0,0,0,0,9,32,0,0,0,87,0,-85,0,0,91,0,0,0,643,2101,1535
2023-01-03,11,0,0,17,0,0,7,0,1365,1289,0,10,10,0,917,926,534,556,36,389,0,-361,0,0,1,0,0,0,0,9,32,0,0,0,87,0,-85,0,0,91,0,0,0,1010,2857,1963
2023-01-03,12,0,0,19,0,0,6,0,1450,1425,0,0,-4,0,855,976,556,556,10,389,0,-376,74,0,-72,0,0,0,0,9,35,0,0,0,87,0,-85,0,0,88,0,0,0,1106,2870,2022
2023-01-03,13,0,0,-2,0,0,6,0,1370,1454,0,10,-3,0,834,804,558,558,0,389,0,-378,0,0,-2,0,0,0,0,9,32,0,0,0,87,0,-85,0,0,86,0,0,0,1034,2781,1912
2023-01-03,14,0,0,-7,0,0,6,0,1220,1279,0,0,0,0,1172,1095,558,558,0,389,0,-380,74,0,-76,0,0,0,0,9,32,0,0,0,87,0,-85,0,0,86,0,0,0,1108,2959,1950
2023-01-03,15,0,0,14,0,0,5,0,1130,1384,0,0,-1,0,1334,1126,559,583,20,389,0,-378,0,0,1,0,0,0,0,9,32,0,0,0,87,0,-85,0,0,86,0,0,0,1035,3056,2204
2023-01-03,16,0,0,8,0,0,5,0,1198,1315,0,20,1,0,1234,1158,1159,558,-591,165,0,-181,0,0,1,0,0,0,0,9,37,0,0,0,87,0,-85,0,0,87,0,0,0,1411,3019,1755
2023-01-03,17,0,0,-5,0,0,6,0,1169,952,0,21,-4,0,924,1160,1164,647,-518,389,0,-375,0,0,0,0,0,0,0,9,37,0,0,0,87,0,-85,0,0,87,0,0,0,1640,2770,1255
2023-01-03,18,0,0,-5,0,0,6,143,1184,1029,0,10,0,0,1289,1373,1164,672,-498,389,0,-378,0,0,0,0,0,0,0,9,40,0,0,0,87,0,-85,0,0,87,0,0,0,1783,3164,1569
2023-01-03,19,0,0,10,0,0,7,0,1450,1205,0,30,3,0,1034,1290,1140,525,-618,389,0,-379,0,0,0,0,0,0,0,9,39,0,0,0,87,0,-85,0,0,87,0,0,0,1616,3048,1559
2023-01-03,20,0,0,-9,0,0,7,0,1259,1208,0,60,38,0,1034,1119,1264,525,-744,389,0,-377,64,0,-74,0,0,0,0,9,40,0,0,0,87,0,-85,0,0,87,0,0,0,1804,2887,1210
2023-01-03,21,0,0,-3,0,0,7,0,1140,1089,0,60,59,0,839,878,1264,425,-838,389,0,-377,0,0,0,0,0,0,0,9,40,0,0,0,87,0,-85,0,0,87,0,0,0,1740,2473,857
2023-01-03,22,0,0,0,0,0,7,0,1016,1092,0,60,56,0,1014,965,1223,425,-810,378,0,-377,0,0,0,0,0,0,0,9,38,0,0,0,86,0,-82,0,0,87,0,0,0,1687,2524,976
2023-01-03,23,0,0,-4,0,0,7,0,1305,1212,0,60,57,0,869,906,1609,503,-1103,378,0,-378,0,0,0,0,0,0,0,9,35,0,0,0,0,0,1,0,0,87,0,0,0,1987,2746,820
2023-01-03,24,42,0,-40,0,0,6,0,1180,1068,0,30,31,0,1136,1246,1609,514,-1103,0,0,-16,0,0,1,0,0,0,0,9,35,0,0,0,0,0,1,0,0,87,0,0,0,1651,2869,1316
2023-01-04,1,42,0,-33,0,0,6,0,1306,1252,0,34,34,0,1191,1368,1459,336,-1108,0,0,0,0,0,1,0,0,0,0,9,34,0,0,0,0,0,1,0,0,67,0,0,0,1501,2876,1622
2023-01-04,2,42,0,-54,0,0,6,0,1004,1020,0,10,6,0,919,947,571,424,-173,0,0,0,0,0,0,0,0,0,0,9,32,0,0,0,0,0,1,0,0,67,0,0,0,613,2366,1852
2023-01-04,3,42,0,-29,0,0,6,0,1157,1180,0,0,3,0,890,888,516,425,-77,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0,1,0,0,67,0,0,0,558,2481,2069
2023-01-04,4,42,0,-63,0,0,6,0,1075,1128,0,50,50,0,744,800,52,425,363,0,0,0,0,0,0,0,0,0,0,9,25,0,0,0,0,0,1,0,0,67,0,0,0,94,2303,2377
2023-01-04,5,42,102,47,0,0,6,0,860,1049,0,0,-1,0,1026,870,52,425,376,0,0,0,0,0,0,0,0,0,0,9,25,0,0,0,0,0,1,0,0,68,0,0,0,94,2422,2441
2023-01-04,6,42,152,112,0,0,6,0,785,916,0,0,-1,0,629,453,52,425,350,0,0,0,0,0,0,0,0,0,0,9,33,0,0,0,0,0,1,0,0,68,0,0,0,94,2000,1938
2023-01-04,7,0,50,57,0,0,7,0,1179,1280,0,64,30,0,699,695,1052,425,-609,0,0,0,0,0,0,0,0,0,0,9,37,0,0,0,0,0,1,0,0,68,0,0,0,1052,2426,1566
2023-01-04,8,0,0,-9,0,0,7,0,1057,1161,0,69,66,0,599,470,1284,525,-767,0,0,-3,0,0,0,0,0,0,0,9,35,0,0,0,0,0,1,0,0,68,0,0,0,1284,2259,1029
2023-01-04,9,0,0,22,0,0,7,0,1423,1253,0,60,26,0,621,706,1552,393,-1147,380,0,-367,0,0,0,0,0,0,0,9,39,0,0,0,0,0,1,0,0,68,0,0,0,1932,2506,608
2023-01-04,10,0,0,19,0,0,7,0,1450,1390,0,69,72,0,839,808,1331,304,-1022,380,0,-376,0,0,0,0,0,0,0,9,40,0,0,0,0,0,1,0,0,68,0,0,0,1711,2671,1007
2023-01-04,11,0,92,78,0,0,7,0,1450,1423,0,89,84,0,709,683,874,258,-631,389,0,-376,0,0,1,0,0,0,0,9,39,0,0,0,0,0,1,0,0,88,0,0,0,1263,2607,1397
2023-01-04,12,0,68,81,0,0,6,0,1365,1405,0,69,69,0,799,743,1035,258,-776,389,0,-375,0,0,1,0,0,0,0,9,38,0,0,0,0,0,1,0,0,90,0,0,0,1424,2568,1283
2023-01-04,13,0,0,5,0,0,6,0,1335,1360,0,69,65,0,729,628,1035,258,-768,0,0,-15,0,0,1,0,0,0,0,9,40,0,0,0,0,0,1,0,0,90,0,0,0,1035,2400,1413
2023-01-04,14,0,0,-6,0,0,6,0,955,1051,0,49,45,0,700,639,592,207,-389,0,0,0,0,0,1,0,0,0,0,9,41,0,0,0,0,0,1,0,0,90,0,0,0,592,1920,1479
2023-01-04,15,0,0,8,0,0,5,0,855,993,0,40,39,0,849,732,314,207,-136,0,0,0,0,0,1,0,0,0,0,9,38,0,0,0,0,0,1,0,0,90,0,0,0,314,1960,1771
2023-01-04,16,0,0,7,0,0,5,0,1135,1183,0,60,52,0,1139,1041,1437,207,-1188,0,0,0,0,0,1,0,0,0,0,9,36,0,0,0,0,0,1,0,0,90,0,0,0,1437,2550,1228
2023-01-04,17,0,0,10,0,0,5,0,1435,1361,0,0,2,0,919,976,1513,283,-1236,0,0,1,0,0,1,0,0,0,0,9,37,0,0,0,0,0,1,0,0,90,0,0,0,1513,2646,1248
2023-01-04,18,0,24,24,0,0,6,1,1451,1502,0,60,56,0,1106,1043,1543,313,-1222,389,0,-366,0,0,0,0,0,0,0,9,39,0,0,0,0,0,1,0,0,90,0,0,0,1933,2963,1173
2023-01-04,19,0,24,36,0,0,6,0,1289,1461,0,60,61,0,1017,960,1031,313,-728,389,0,-375,0,0,0,0,0,0,0,9,30,0,0,0,0,0,1,0,0,89,0,0,0,1420,2712,1541
2023-01-04,20,0,0,-6,0,0,6,0,1087,1118,0,60,55,0,808,851,328,258,-73,0,0,-5,0,0,0,0,0,0,0,9,32,0,0,0,0,0,1,0,0,89,0,0,0,328,2222,2068
2023-01-04,21,0,74,61,0,0,6,0,1109,1047,0,80,77,0,719,914,52,258,201,0,0,0,0,0,0,0,0,0,0,9,37,0,0,0,0,0,1,0,0,88,0,0,0,52,2249,2432
2023-01-04,22,0,125,116,0,0,6,0,1009,904,0,125,121,0,719,801,52,245,193,0,0,0,0,0,0,0,0,0,0,9,32,0,0,0,0,0,1,0,0,88,0,0,0,52,2232,2262
2023-01-04,23,0,0,22,0,0,6,0,1302,1236,0,75,64,0,619,629,52,237,185,0,0,0,0,0,0,0,0,0,0,9,35,0,0,0,0,0,1,0,0,88,0,0,0,52,2242,2266
2023-01-04,24,42,0,-25,0,0,6,0,1208,1386,0,40,41,0,519,406,52,238,180,0,0,0,0,0,0,0,0,0,0,9,33,0,0,0,0,0,1,0,0,88,0,0,0,94,2014,2116
2023-01-05,1,42,0,-4,0,0,6,0,1257,1521,0,0,3,0,880,615,109,152,44,0,0,0,0,0,0,0,0,0,0,9,33,0,0,0,0,0,1,0,0,88,0,0,0,151,2298,2307
2023-01-05,2,42,0,-35,0,0,6,0,1351,1621,0,75,64,0,1039,830,129,152,37,0,0,0,0,0,0,0,0,0,0,9,41,0,0,0,0,0,1,0,0,88,0,0,0,171,2626,2653
2023-01-05,3,42,93,53,0,0,6,0,1450,1411,0,75,64,0,1023,1100,109,174,66,0,0,0,0,0,1,0,0,0,0,9,38,0,0,0,0,0,1,0,0,89,0,0,0,151,2824,2829
2023-01-05,4,42,117,75,0,0,6,0,1435,1276,0,75,63,0,1004,1146,109,207,97,0,0,0,0,0,1,0,0,0,0,9,34,0,0,0,0,0,1,0,0,88,0,0,0,151,2847,2787
2023-01-05,5,42,92,51,0,0,6,0,1450,1185,0,75,60,0,959,1254,252,238,-30,0,0,0,0,0,1,0,0,0,0,9,24,0,0,0,0,0,1,0,0,88,0,0,0,294,2823,2640
2023-01-05,6,42,117,70,0,0,6,0,1450,1197,0,75,67,0,984,1309,1082,318,-750,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,2,0,0,88,0,0,0,1124,2953,1991
2023-01-05,7,42,65,18,0,0,6,0,1325,1140,0,75,62,0,823,1038,1025,152,-856,0,0,0,0,0,1,0,0,0,0,9,-3,0,0,0,0,0,2,0,0,88,0,0,0,1067,2449,1496
2023-01-05,8,0,65,66,0,0,6,0,997,1031,0,49,47,0,734,694,451,346,-130,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,1,0,0,88,0,0,0,451,2200,1804
2023-01-05,9,0,41,54,0,0,6,0,1349,1113,0,40,39,0,549,724,676,346,-333,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,0,88,0,0,0,676,2334,1693
2023-01-05,10,0,0,-3,0,0,6,0,1100,1100,0,75,61,0,564,592,1012,478,-518,0,0,0,0,0,0,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,88,0,0,0,1012,2226,1326
2023-01-05,11,0,0,14,0,0,6,0,1197,1165,0,75,63,0,539,323,431,525,81,0,0,0,0,0,1,0,0,0,0,9,4,0,0,0,0,0,1,0,0,88,0,0,0,431,2345,1746
2023-01-05,12,0,0,-10,0,0,6,0,1075,1206,0,75,58,0,489,438,392,342,-55,0,0,0,0,0,1,0,0,0,0,9,25,0,0,0,0,0,1,0,0,88,0,0,0,392,1990,1758
2023-01-05,13,0,0,-6,0,0,6,0,856,1127,0,75,59,0,459,315,406,288,-120,0,0,0,0,0,1,0,0,0,0,9,29,0,0,0,0,0,1,0,0,92,0,0,0,406,1687,1504
2023-01-05,14,0,0,-3,0,0,6,0,903,1113,0,71,58,0,589,513,427,238,-189,0,0,0,0,0,1,0,0,0,0,9,32,0,0,0,0,0,1,0,0,92,0,0,0,427,1810,1624
2023-01-05,15,0,0,6,0,0,5,0,670,602,0,0,4,0,384,376,450,237,-218,0,0,0,0,0,1,0,0,0,0,9,21,0,0,0,0,0,1,0,0,92,0,0,0,450,1300,890
2023-01-05,16,0,0,10,0,0,5,0,870,717,0,0,0,0,384,551,596,237,-351,0,0,0,0,0,1,0,0,0,0,9,19,0,0,0,0,0,1,0,0,92,0,0,0,596,1500,1045
2023-01-05,17,0,0,-9,0,0,5,0,805,686,0,0,0,0,484,619,354,190,-164,0,0,0,0,0,1,0,0,0,0,9,10,0,0,0,0,0,1,0,0,93,0,0,0,354,1488,1242
2023-01-05,18,0,0,1,0,0,6,157,721,347,0,50,41,189,284,385,246,294,34,0,0,0,0,0,1,0,0,0,0,9,10,0,0,0,0,0,1,0,0,93,0,0,0,592,1358,919
2023-01-05,19,0,0,15,0,0,7,0,854,746,0,50,53,0,353,566,424,237,-199,0,0,0,0,0,0,0,0,0,0,9,18,0,0,0,0,0,1,0,0,93,0,0,0,424,1503,1300
2023-01-05,20,0,17,13,0,0,7,0,1057,881,0,62,51,0,434,596,553,190,-354,0,0,0,0,0,0,0,0,0,0,9,33,0,0,0,0,0,1,0,0,93,0,0,0,553,1769,1321
2023-01-05,21,0,0,17,0,0,7,0,835,842,0,12,11,0,637,587,359,190,-203,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,1,0,0,93,0,0,0,359,1683,1381
2023-01-05,22,0,0,13,0,0,7,0,1151,803,0,61,56,0,532,831,1319,190,-1114,0,0,0,0,0,1,0,0,0,0,9,34,0,0,0,0,0,1,0,0,92,0,0,0,1319,1943,724
2023-01-05,23,0,0,13,0,0,7,0,1199,993,0,75,61,0,559,717,1319,190,-1129,0,0,0,0,0,1,0,0,0,0,9,41,0,0,0,0,0,1,0,0,92,0,0,0,1319,2032,797
2023-01-05,24,42,65,15,0,0,7,0,1170,1041,0,71,60,0,609,741,1133,190,-959,0,0,0,0,0,1,0,0,0,0,9,31,0,0,0,0,0,1,0,0,92,0,0,0,1175,2114,1030
2023-01-06,1,42,75,29,0,0,6,0,1450,1312,0,66,62,0,719,898,1229,1,-1224,0,0,212,0,0,0,0,0,0,0,9,34,0,0,0,0,0,1,0,0,92,0,0,0,1271,2320,1422
