\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2019-01-31 08:02:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,Total
Date,Hour,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow
2018-01-01,1,28,42,16,0,0,8,0,900,377,0,94,90,0,1150,1688,298,194,-79,0,0,4,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,69,50,0,-46,376,2394,2144
2018-01-01,2,28,0,-20,0,0,8,0,900,379,0,15,15,0,1150,1680,164,323,159,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,68,50,0,-45,242,2402,2255
2018-01-01,3,28,0,-26,0,0,8,0,900,392,0,39,36,0,1098,1690,14,548,467,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,46,50,0,-45,92,2599,2580
2018-01-01,4,28,0,-36,0,0,8,0,900,405,0,39,36,0,1109,1715,509,946,452,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,46,50,0,-45,587,3008,2594
2018-01-01,5,28,42,6,0,0,8,0,426,352,0,40,36,0,1150,1317,187,958,774,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,46,50,0,-44,265,2630,2505
2018-01-01,6,28,0,-6,0,0,7,0,504,598,0,0,5,0,1150,1073,263,1293,1035,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,46,50,0,-43,341,2961,2730
2018-01-01,7,0,76,66,0,0,7,50,950,941,0,0,-1,0,1150,1170,14,1244,1225,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,68,50,0,-43,114,3434,3451
2018-01-01,8,0,93,78,0,0,7,50,950,1033,0,79,75,0,1370,1169,14,1139,1131,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,88,50,0,-41,114,3645,3555
2018-01-01,9,0,42,46,0,0,7,50,950,793,0,39,44,0,1079,1090,164,1328,1165,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,88,50,0,-41,264,3452,3207
2018-01-01,10,0,54,47,0,0,7,0,900,768,0,39,40,0,1249,1316,139,1242,1092,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,88,50,0,-41,189,3498,3329
2018-01-01,11,0,96,83,0,0,7,130,930,839,0,79,79,0,1450,1439,164,471,329,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,88,50,0,-43,344,3040,2835
2018-01-01,12,169,234,77,0,0,7,80,980,720,0,39,41,0,1415,1494,164,328,168,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,88,50,0,-44,463,3010,2565
2018-01-01,13,0,85,72,0,0,7,0,900,792,0,79,71,0,1415,1535,164,327,167,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,68,50,0,-45,214,2820,2675
2018-01-01,14,62,191,116,0,0,7,0,900,808,55,39,-13,0,1415,1500,164,316,157,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,67,50,0,-46,331,2875,2605
2018-01-01,15,100,191,80,0,0,7,0,840,688,32,39,8,0,1400,1550,164,277,124,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,66,50,0,-47,346,2761,2484
2018-01-01,16,100,207,110,0,0,7,0,900,835,41,59,21,0,1450,1515,164,658,503,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,66,50,0,-47,355,3288,3019
2018-01-01,17,0,0,11,0,0,7,125,1025,865,0,40,39,0,1425,1440,14,1182,1160,0,0,0,0,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,82,50,0,-45,189,3686,3579
2018-01-01,18,6,54,39,0,0,6,205,1105,682,55,39,-12,0,1450,1665,14,1208,1187,0,0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,83,50,0,-45,330,3870,3633
2018-01-01,19,154,108,-30,0,0,6,174,1074,914,0,39,40,0,1450,1529,264,1057,805,0,0,0,0,0,0,0,0,0,0,14,31,0,0,0,0,0,0,0,0,82,50,0,-45,642,3742,3332
2018-01-01,20,95,162,46,0,0,6,205,1105,1019,0,38,34,0,1450,1323,233,1182,955,0,0,0,0,0,0,0,0,0,0,14,29,0,0,0,0,0,0,0,0,82,50,0,-45,583,3951,3449
2018-01-01,21,252,204,-43,0,0,6,80,980,982,0,38,36,0,1425,1323,14,1208,1186,0,0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,0,0,0,82,50,0,-45,396,3869,3554
2018-01-01,22,275,272,-14,0,0,6,125,971,893,55,39,-18,0,1425,1376,139,967,823,0,0,0,0,0,0,0,0,0,0,14,29,0,0,0,0,0,0,0,0,65,50,0,-46,644,3688,3114
2018-01-01,23,209,137,-65,0,0,6,205,1015,720,0,64,62,0,1150,1241,391,693,323,0,0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,0,0,0,66,50,0,-46,855,3073,2334
2018-01-01,24,28,96,60,0,0,6,0,900,813,51,0,-38,0,1150,1260,183,939,752,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,66,50,0,-47,312,3099,2893
2018-01-02,1,28,137,90,0,0,6,0,900,979,55,52,-8,0,1150,1091,14,1163,1132,0,0,0,0,0,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,44,50,0,-47,147,3416,3306
2018-01-02,2,68,54,-8,0,0,6,0,899,878,80,39,-38,0,1150,1181,14,592,599,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,45,50,0,-47,212,2748,2630
2018-01-02,3,41,137,75,0,0,6,0,900,945,119,39,-79,0,1140,1051,14,854,830,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,45,50,0,-46,224,3084,2839
2018-01-02,4,177,221,50,0,0,6,0,900,1035,144,64,-77,0,1150,1012,14,524,526,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,45,0,0,-45,335,2873,2566
2018-01-02,5,74,221,126,0,0,6,0,900,944,144,64,-81,0,1150,1153,14,906,903,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,45,50,0,-45,282,3255,3061
2018-01-02,6,178,221,46,0,0,6,0,900,752,130,82,-46,0,1150,1305,14,1180,1177,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,45,50,0,-44,372,3547,3249
2018-01-02,7,0,96,71,0,0,6,0,900,784,40,50,11,0,1150,1313,139,1369,1237,0,0,0,0,0,0,0,0,0,0,14,30,0,0,0,0,0,0,0,0,67,50,0,-44,229,3579,3475
2018-01-02,8,100,168,74,0,0,6,65,965,947,25,89,60,0,1350,1363,139,1369,1235,0,0,0,0,0,0,0,0,0,0,80,43,0,0,0,0,0,0,0,0,67,50,0,-44,379,4021,3751
2018-01-02,9,62,138,72,0,0,6,125,1025,968,0,89,87,0,1450,1243,139,1333,1194,0,0,0,0,0,0,0,0,0,0,80,25,0,0,0,0,0,0,0,0,88,50,0,-43,376,4115,3640
2018-01-02,10,85,150,64,0,0,6,204,1104,868,0,39,39,0,1299,1322,94,1229,1132,0,0,0,0,0,0,0,0,0,0,80,19,0,0,0,0,0,0,0,0,89,50,0,-42,433,3901,3497
2018-01-02,11,161,245,46,0,0,6,169,1069,947,0,39,38,0,1410,1306,529,1506,979,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,88,50,0,-43,909,4283,3382
2018-01-02,12,275,191,-64,0,0,6,130,1030,1014,5,39,36,0,1450,1240,139,1077,928,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,88,50,0,-44,599,3801,3225
2018-01-02,13,177,245,26,0,0,6,124,1024,1073,55,49,-14,0,1450,1254,139,738,594,0,0,0,0,0,0,0,0,0,0,14,23,0,0,0,0,0,0,0,0,88,50,0,-46,545,3520,3004
2018-01-02,14,275,192,-66,0,0,6,0,889,995,43,49,4,0,1415,1249,14,535,516,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,88,50,0,-47,382,3094,2766
2018-01-02,15,258,191,-77,0,0,6,54,954,937,14,49,4,0,1446,1449,139,519,400,0,0,0,0,0,0,0,0,0,0,14,25,0,0,0,0,0,0,0,0,88,50,0,-47,515,3173,2785
2018-01-02,16,234,191,-52,0,0,6,50,950,805,40,49,5,0,1450,1616,70,507,468,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,88,50,0,-47,444,3161,2910
2018-01-02,17,195,42,-137,0,0,6,72,972,770,60,49,-9,0,1440,1614,38,1050,1016,0,0,0,0,0,0,0,0,0,0,80,22,0,0,0,0,0,0,0,0,88,50,0,-47,415,3633,3323
2018-01-02,18,100,84,-32,0,0,6,124,1024,890,60,49,-13,0,1400,1611,301,1226,950,0,0,0,0,0,0,0,0,0,0,80,24,0,0,0,0,0,0,0,0,87,50,0,-47,635,3863,3476
2018-01-02,19,102,96,-16,0,0,7,125,1025,888,0,49,36,0,1415,1386,428,1454,1041,0,0,0,0,0,0,0,0,0,0,80,27,0,0,0,0,0,0,0,0,87,50,0,-47,705,4119,3409
2018-01-02,20,86,96,16,0,0,6,300,1200,848,60,49,-9,0,1345,1381,446,1274,858,0,0,0,0,0,0,0,0,0,0,14,23,0,0,0,0,0,0,0,0,87,50,0,-47,942,3978,3163
2018-01-02,21,14,114,54,0,0,6,75,975,857,0,49,47,0,1425,1529,139,1240,1104,0,0,0,0,0,0,0,0,0,0,14,26,0,0,0,0,0,0,0,0,87,50,0,-49,278,3817,3661
2018-01-02,22,155,191,12,0,0,6,50,950,692,0,90,87,0,1350,1536,172,493,321,0,0,0,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,66,50,0,-50,427,3088,2687
2018-01-02,23,137,137,-31,0,0,6,0,900,702,0,88,82,0,1050,1219,139,210,75,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,44,0,0,-51,276,2399,2062
2018-01-02,24,105,161,-43,0,0,6,0,900,755,0,49,46,0,1150,1321,14,493,451,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,45,12,0,-52,131,2767,2550
2018-01-03,1,100,191,5,0,0,6,0,900,938,80,54,-30,0,1150,1265,405,496,98,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,45,50,0,-52,635,2805,2289
2018-01-03,2,36,207,149,0,0,6,0,900,774,135,55,-82,0,1150,1281,280,750,451,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,45,50,0,-53,501,3076,2586
2018-01-03,3,28,134,116,0,0,6,0,900,786,83,64,-20,0,1150,1274,267,708,430,0,0,0,0,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,45,50,0,-53,428,2970,2604
2018-01-03,4,75,236,148,0,0,6,0,900,902,80,0,-77,0,1150,1167,14,481,456,0,0,0,0,0,0,0,0,0,0,14,23,0,0,0,0,0,0,0,0,45,50,0,-53,219,2781,2617
2018-01-03,5,28,129,87,0,0,6,0,900,883,0,2,-3,0,1150,1206,271,960,668,0,0,0,0,0,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,45,50,0,-52,349,3155,2859
2018-01-03,6,79,207,122,0,0,6,0,900,853,80,0,-75,0,1150,1161,611,1073,446,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,45,50,0,-52,820,3344,2524
2018-01-03,7,0,54,70,0,0,6,0,900,860,0,55,32,0,1150,1197,1098,1362,263,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,66,50,0,-51,1148,3535,2464
2018-01-03,8,72,0,-50,0,0,6,75,975,970,60,64,9,0,1450,1264,615,1107,481,0,0,0,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,68,50,0,-50,872,3610,2715
2018-01-03,9,0,0,-4,0,0,6,75,975,1130,60,74,7,0,1450,1110,529,1072,533,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,67,50,0,-50,714,3585,2820
2018-01-03,10,0,0,0,0,0,6,75,975,917,0,64,60,0,1450,1452,514,1052,522,0,0,0,0,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,67,50,0,-51,639,3555,2993
2018-01-03,11,0,0,10,0,0,6,119,1019,953,0,25,25,0,1450,1436,1148,1212,63,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,67,50,0,-50,1317,3720,2512
2018-01-03,12,0,0,4,0,0,5,75,975,825,0,25,21,0,1450,1458,824,1031,197,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,67,50,0,-52,949,3495,2533
2018-01-03,13,0,0,26,0,0,5,75,975,925,0,0,-1,0,1450,1339,985,1203,195,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,67,50,0,-52,1110,3642,2517
2018-01-03,14,0,25,16,0,0,5,125,1025,977,0,39,35,0,1450,1365,1248,1094,-166,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,67,50,0,-52,1423,3647,2252
2018-01-03,15,0,103,88,0,0,5,200,1100,1076,0,69,17,0,1450,1351,1411,1042,-357,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,67,50,0,-52,1661,3778,2201
2018-01-03,16,0,0,74,0,0,6,200,1093,1146,2,0,4,0,1450,1194,848,1165,305,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,67,50,0,-52,1100,3722,2756
2018-01-03,17,0,0,133,0,0,6,200,1087,923,55,0,-55,0,1450,1240,948,1714,748,0,0,0,0,0,0,0,0,0,0,14,24,0,0,0,0,0,0,0,0,75,50,0,-51,1253,4265,3043
2018-01-03,18,0,0,110,0,0,6,376,1276,912,0,0,-4,0,1450,1281,864,1417,534,0,0,0,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,0,0,89,50,0,-51,1290,4157,2899
2018-01-03,19,0,95,96,0,0,7,201,1101,774,0,102,103,0,1450,1509,1063,1193,110,0,0,0,0,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,89,50,0,-51,1314,3955,2657
2018-01-03,20,0,54,96,0,0,7,76,976,759,0,64,65,0,1450,1576,1717,1078,-625,0,0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,89,50,0,-52,1843,3636,1943
2018-01-03,21,0,54,76,0,0,7,76,976,659,0,43,46,0,1430,1623,1698,1069,-637,0,0,0,0,0,0,0,0,0,0,14,30,0,0,0,0,0,0,0,0,89,50,0,-52,1824,3586,1841
2018-01-03,22,0,146,138,0,0,7,75,975,823,55,54,8,0,1430,1423,1748,1080,-665,0,0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,89,50,0,-53,1928,3699,1798
2018-01-03,23,0,166,152,0,0,7,117,1017,826,55,39,-22,0,1130,1214,1379,1081,-323,0,0,0,0,0,0,0,0,0,0,14,26,0,0,0,0,0,0,0,0,68,50,0,-54,1601,3447,1894
2018-01-03,24,28,208,174,0,0,7,50,950,646,88,54,-28,0,1150,1387,1298,566,-726,0,0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,0,0,0,46,50,0,-55,1514,2942,1478
2018-01-04,1,28,166,143,0,0,7,0,900,688,112,59,-56,0,989,1265,1061,356,-708,50,0,-51,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,50,0,-55,1301,2484,1261
2018-01-04,2,28,207,164,0,0,7,0,900,788,159,79,-77,0,1150,1292,1023,385,-635,50,0,-52,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,50,0,-56,1310,2735,1459
2018-01-04,3,28,143,122,0,0,7,0,900,855,100,20,-76,0,1150,1258,588,460,-135,50,0,-51,0,0,0,0,0,0,0,14,-1,0,0,0,0,0,0,0,0,0,50,0,-56,816,2687,1923
2018-01-04,4,28,161,114,0,0,7,0,900,681,105,64,-39,0,1150,1327,314,428,106,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,50,0,-55,497,2717,2173
2018-01-04,5,28,233,185,0,0,7,0,900,696,159,79,-78,0,1140,1357,314,458,145,0,0,0,0,0,0,0,0,0,0,14,33,0,0,0,0,0,0,0,0,0,50,0,-55,551,2824,2290
2018-01-04,6,28,221,195,0,0,7,0,900,753,89,45,-40,0,1140,1216,314,885,555,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,50,0,-54,481,3205,2664
2018-01-04,7,0,204,203,0,0,7,125,1025,1053,99,19,-78,0,1140,992,599,1186,577,50,0,-51,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,50,0,-53,923,3588,2682
2018-01-04,8,0,186,195,0,0,7,125,995,975,119,39,-73,0,1390,1245,998,1172,185,50,0,-51,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,0,50,0,-52,1342,3796,2463
2018-01-04,9,0,200,192,0,0,7,200,1038,828,119,39,-77,0,1385,1289,921,1165,234,0,0,-1,0,0,0,0,0,0,0,14,-7,0,0,0,0,0,0,0,0,0,50,0,-52,1290,3841,2413
2018-01-04,10,0,130,136,0,0,7,0,872,798,29,29,-9,0,1425,1444,1328,1187,-156,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,50,0,-52,1407,3657,2176
2018-01-04,11,0,115,108,0,0,7,75,925,750,30,39,5,0,1435,1544,1483,1207,-303,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,50,0,-52,1638,3735,2066
2018-01-04,12,0,130,122,0,0,6,75,974,657,0,0,2,0,1450,1663,1942,1186,-757,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,50,0,-53,2067,3754,1644
2018-01-04,13,0,130,134,0,0,6,75,975,740,0,0,-3,0,1450,1582,2042,1209,-839,100,0,-94,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,50,0,-53,2267,3778,1473
2018-01-04,14,0,130,136,0,0,6,200,1100,1004,0,0,2,0,1450,1407,1639,981,-670,100,0,-99,0,0,0,0,0,0,0,14,-5,0,0,0,0,0,0,0,0,0,50,0,-53,1989,3675,1728
2018-01-04,15,0,87,93,0,0,6,75,974,1134,0,0,1,0,1450,1199,1394,886,-526,100,0,-99,0,0,0,0,0,0,0,14,-9,0,0,0,0,0,0,0,0,0,50,0,-53,1619,3411,1746
2018-01-04,16,0,99,89,0,0,6,75,975,1161,0,0,1,0,1450,1222,1758,1136,-625,100,0,-99,0,0,0,0,0,0,0,14,-9,0,0,0,0,0,0,0,0,0,50,0,-52,1983,3674,1694
2018-01-04,17,0,132,123,0,0,6,75,975,952,0,0,-3,0,1450,1397,2042,1188,-838,100,0,-99,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,50,0,-45,2267,3759,1493
2018-01-04,18,0,141,139,0,0,7,75,975,924,0,0,0,0,1449,1495,2042,1408,-680,100,0,-99,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,50,0,-49,2267,3987,1741
2018-01-04,19,0,140,149,0,0,7,75,975,1001,0,0,5,0,1450,1278,2042,1154,-868,100,0,-99,0,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,0,50,0,-49,2267,3733,1444
2018-01-04,20,0,124,140,0,0,7,75,975,1042,0,18,18,0,1450,1207,1773,1168,-615,100,0,-99,0,0,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,0,50,0,-49,1998,3749,1670
2018-01-04,21,0,102,100,0,0,7,0,900,962,0,39,36,0,1450,1308,1955,1086,-862,100,0,-99,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,0,50,0,-49,2105,3591,1421
2018-01-04,22,0,111,101,0,0,7,75,975,1023,0,39,35,0,1450,1314,1942,897,-1016,100,0,-99,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,50,0,-50,2167,3486,1331
2018-01-04,23,0,102,100,0,0,7,0,900,889,0,37,35,0,1150,1077,869,818,-67,100,0,-99,0,0,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,0,50,0,-51,1019,3021,1910
2018-01-04,24,28,130,98,0,0,7,75,975,766,0,39,36,0,1125,1128,164,452,268,0,0,-1,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,0,50,0,-51,317,2735,2268
2018-01-05,1,28,136,102,0,0,7,0,785,666,0,39,38,0,1150,1359,738,204,-530,0,0,0,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,0,50,0,-50,816,2328,1609
2018-01-05,2,28,139,100,0,0,7,0,900,859,0,39,37,0,1150,1249,1445,215,-1199,61,0,-52,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,0,50,0,-50,1584,2457,969
2018-01-05,3,28,129,92,0,0,7,0,900,988,0,47,48,0,1150,1074,1448,365,-1074,100,0,-101,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,0,50,0,-49,1626,2605,1003
2018-01-05,4,28,136,106,0,0,7,0,900,976,0,39,41,0,1150,1019,1418,470,-932,0,0,-1,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,0,50,0,-49,1496,2709,1188
2018-01-05,5,28,126,104,0,0,7,0,804,980,0,39,38,0,1150,1017,665,389,-299,100,0,-102,0,0,0,0,0,0,0,14,24,0,0,0,0,0,0,0,0,0,50,0,-48,843,2522,1721
2018-01-05,6,28,124,94,0,0,7,0,900,819,0,49,40,0,1150,1296,1139,629,-497,100,0,-102,0,0,0,0,0,0,0,14,27,0,0,0,0,0,0,0,0,0,50,0,-47,1317,2866,1637
2018-01-05,7,0,96,106,0,0,7,0,882,647,0,48,46,0,1150,1300,1198,824,-383,0,0,-1,0,0,0,0,0,0,0,14,31,0,0,0,0,0,0,0,0,0,50,0,-45,1248,3014,1708
2018-01-05,8,0,107,116,0,0,7,0,785,932,0,39,41,0,1250,1002,1448,824,-622,50,0,62,0,0,0,0,0,0,0,14,32,0,0,0,0,0,0,0,0,81,65,0,-44,1563,3019,1607
2018-01-05,9,0,116,141,0,0,7,0,900,826,0,22,18,0,1250,1160,1698,884,-804,50,0,71,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,0,0,88,50,0,-44,1798,3186,1485
2018-01-05,10,0,142,126,0,0,7,200,1082,1067,0,0,-4,0,1170,966,1598,824,-762,50,0,73,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,88,50,0,-45,1898,3232,1537
2018-01-05,11,0,102,97,0,0,7,175,1057,1105,0,39,36,0,1250,925,1598,1088,-520,50,0,73,0,0,0,0,0,0,0,14,29,0,0,0,0,0,0,0,0,88,50,0,-45,1873,3550,1795
2018-01-05,12,0,140,130,0,0,6,175,1075,1132,0,0,-2,0,1249,1013,1473,880,-547,50,0,72,0,0,0,0,0,0,0,14,24,0,0,0,0,0,0,0,0,88,50,0,-45,1748,3358,1871
2018-01-05,13,0,141,134,0,0,6,0,900,1007,0,0,-2,0,1250,1113,1388,888,-491,0,0,121,0,0,0,0,0,0,0,14,25,0,0,0,0,0,0,0,0,88,50,0,-46,1438,3193,1955
2018-01-05,14,0,142,126,0,0,6,0,900,941,0,0,-5,36,1286,1211,1516,1008,-501,50,0,74,0,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,88,50,0,-46,1652,3350,1914
2018-01-05,15,0,146,147,0,0,6,0,900,933,0,0,1,50,1300,1189,1536,1036,-481,50,0,72,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,88,50,0,-46,1686,3396,1927
2018-01-05,16,0,146,153,0,0,7,0,900,883,0,0,1,80,1067,1011,640,1032,379,0,0,119,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,88,50,0,-46,770,3159,2607
2018-01-05,17,0,75,84,0,0,7,0,900,784,0,0,-1,0,961,1130,201,1119,905,0,0,120,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,88,50,0,-44,251,3069,3091
2018-01-05,18,0,21,26,0,0,7,0,900,833,0,0,2,100,1108,1123,303,1238,938,0,0,119,0,0,0,0,0,0,0,14,23,0,0,0,0,0,0,0,0,88,50,0,-43,453,3281,3116
2018-01-05,19,0,32,25,0,0,7,0,900,990,0,20,19,15,1325,1271,303,1244,927,0,0,119,0,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,87,50,0,-43,368,3535,3422
2018-01-05,20,0,79,65,0,0,7,0,900,894,0,60,55,0,1139,1084,487,973,503,0,0,119,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,87,50,0,-43,537,3165,2792
2018-01-05,21,0,88,82,0,0,7,75,975,805,0,60,37,0,1055,1083,445,1371,906,0,0,119,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,0,0,87,50,0,-43,570,3563,3105
2018-01-05,22,0,124,122,0,0,7,0,900,960,0,20,23,0,1450,1298,788,1116,332,0,0,119,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,88,50,0,-44,838,3624,2926
2018-01-05,23,0,83,76,0,0,7,0,900,834,0,60,43,40,1090,1076,1148,1099,-50,0,0,118,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,68,50,0,-45,1238,3246,2144
2018-01-05,24,28,154,122,0,0,7,100,1000,839,0,20,17,0,1150,1209,1125,1007,-117,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,66,50,0,-45,1303,3345,2108
2018-01-06,1,28,112,84,0,0,7,225,1125,801,0,39,39,0,1150,1206,904,758,-153,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,50,0,-45,1207,3198,1946
2018-01-06,2,28,54,18,0,0,7,225,1125,805,10,39,31,0,1150,1303,1160,693,-448,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,50,0,-45,1473,3075,1680
2018-01-06,3,28,117,78,0,0,7,275,1169,810,73,19,-39,0,1150,1188,710,600,-103,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,50,0,-45,1136,3069,1906
2018-01-06,4,62,187,114,0,0,7,196,1095,815,80,0,-81,0,1150,1314,170,646,471,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,50,0,-45,558,3092,2598
