\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2022-01-31 08:02:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,Total
2021-01-01,10,231,274,47,0,0,6,0,1000,1119,70,74,4,0,672,504,1259,53,-1203,52,0,-68,74,0,-78,0,0,0,0,11,28,0,0,0,120,0,-120,0,0,0,0,0,0,1806,2084,239
2021-01-01,11,187,221,34,0,0,6,0,1000,997,120,74,-42,0,654,698,1229,53,-1178,52,0,-68,75,0,-78,0,0,0,0,11,24,0,0,0,119,0,-120,0,0,0,0,0,0,1782,2013,273
2021-01-01,12,226,190,-30,0,0,6,0,1000,1000,94,74,-18,0,759,722,1154,53,-1098,100,0,-120,74,0,-78,0,0,0,0,11,22,0,0,0,119,0,-119,0,0,0,0,0,0,1767,2087,287
2021-01-01,13,236,273,23,0,0,6,0,1000,1108,116,74,-43,0,1046,951,1000,53,-959,380,0,-378,75,0,-78,0,0,0,0,11,14,0,0,0,119,0,-119,0,0,0,0,0,0,1926,2457,525
2021-01-01,14,227,234,16,0,0,6,0,1000,1103,80,59,-22,0,1155,1037,1160,53,-1102,380,0,-387,75,0,-78,0,0,0,0,11,18,0,0,0,119,0,-118,0,0,0,0,0,0,2041,2512,473
2021-01-01,15,223,273,47,0,0,6,0,1000,1024,154,74,-74,0,1335,1190,978,53,-930,380,0,-387,75,0,-78,0,0,0,0,11,36,0,0,0,119,0,-119,0,0,0,0,0,0,1929,2746,715
2021-01-01,16,192,138,-48,0,0,6,0,1000,974,134,69,-58,0,1252,1284,954,53,-912,380,0,-387,75,0,-78,0,0,0,0,11,35,0,0,0,119,0,-119,0,0,0,0,0,0,1854,2523,697
2021-01-01,17,197,137,-71,0,0,6,0,943,761,88,69,-25,0,775,1018,1259,53,-1201,380,0,-386,75,0,-78,0,0,0,0,11,36,0,0,0,119,0,-119,0,0,0,0,0,0,2118,1988,-59
2021-01-01,18,185,221,38,0,0,7,0,721,549,29,69,40,0,515,743,1229,53,-1180,380,0,-386,75,0,-78,0,0,0,0,11,29,0,0,0,119,0,-119,0,0,0,0,0,0,2017,1590,-357
2021-01-01,19,0,9,16,0,0,7,0,1000,885,0,74,72,0,870,944,1229,53,-1167,380,0,-385,75,0,-78,0,0,0,0,11,0,0,0,0,119,0,-120,0,0,0,0,0,0,1803,2017,174
2021-01-01,20,0,84,63,0,0,7,0,1000,1155,15,29,15,0,1044,885,718,53,-684,380,0,-385,75,0,-77,0,0,0,0,11,7,0,0,0,119,0,-120,0,0,0,0,0,0,1307,2221,866
2021-01-01,21,93,138,43,0,0,6,0,1000,1165,70,75,6,0,1265,1047,1229,53,-1169,380,0,-384,75,0,-77,0,0,0,0,11,13,0,0,0,119,0,-121,0,0,0,0,0,0,1966,2542,529
2021-01-01,22,140,137,9,0,0,6,0,1000,974,78,49,-25,0,1290,1334,1259,53,-1208,380,0,-384,75,0,-77,0,0,0,0,11,16,0,0,0,119,0,-120,0,0,0,0,0,0,2051,2540,525
2021-01-01,23,26,54,13,0,0,6,0,1000,756,6,65,58,0,1095,1412,1229,53,-1182,380,0,-384,75,0,-78,0,0,0,0,11,17,0,0,0,119,0,-121,0,0,0,0,0,0,1835,2278,497
2021-01-01,24,163,162,3,0,0,6,0,1000,915,51,65,13,0,1163,1237,1229,53,-1175,380,0,-383,75,0,-77,0,0,0,0,11,15,0,0,0,119,0,-114,0,0,0,0,0,0,2017,2454,440
2021-01-02,1,269,275,13,0,0,6,0,900,1074,129,49,-70,0,912,757,993,46,-951,0,0,-7,0,0,-1,0,0,0,0,18,17,0,0,0,0,0,-1,0,0,0,0,0,0,1391,2200,837
2021-01-02,2,205,275,58,0,0,6,0,1000,1047,106,49,-56,0,707,638,910,46,-862,0,0,0,0,0,-1,0,0,0,0,18,18,0,0,0,0,0,-1,0,0,0,0,0,0,1221,2095,847
2021-01-02,3,275,191,-63,0,0,6,0,1000,973,70,49,-20,0,682,690,722,46,-675,0,0,0,0,0,-1,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1067,1986,928
2021-01-02,4,193,211,2,0,0,6,0,1000,1041,78,65,-15,0,851,862,518,46,-487,0,0,0,0,0,-1,0,0,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,789,2191,1425
2021-01-02,5,253,249,4,0,0,6,0,1000,1093,110,49,-55,0,912,878,771,46,-714,0,0,0,0,0,-1,0,0,0,0,18,17,0,0,0,0,0,1,0,0,0,0,0,0,1134,2274,1229
2021-01-02,6,120,148,15,0,0,6,0,1000,1052,70,65,-12,0,619,596,405,46,-377,0,0,0,0,0,-1,0,0,0,0,18,19,0,0,0,0,0,-1,0,0,0,0,0,0,595,1896,1297
2021-01-02,7,144,149,-6,0,0,6,0,1000,1028,133,65,-68,0,545,519,755,46,-710,0,0,0,0,0,-1,0,0,0,0,18,21,0,0,0,0,0,-1,0,0,0,0,0,0,1032,1823,788
2021-01-02,8,180,191,6,0,0,6,0,1000,1029,135,55,-78,0,433,351,1176,56,-1096,0,0,0,0,0,-1,0,0,0,0,18,25,0,0,0,0,0,1,0,0,0,0,0,0,1491,1753,243
2021-01-02,9,176,191,16,0,0,6,0,901,924,109,29,-81,0,225,212,368,46,-361,350,0,-363,0,0,-1,0,0,0,0,18,35,0,0,0,119,0,-97,0,0,0,0,0,0,1122,1410,290
2021-01-02,10,193,221,11,0,0,6,0,962,1061,119,39,-79,0,446,357,1171,46,-1100,380,0,-377,75,0,-78,0,0,0,0,18,35,0,0,0,119,0,-129,0,0,0,0,0,0,2057,1732,-293
2021-01-02,11,210,180,-23,0,0,6,0,1000,1053,118,55,-57,0,440,333,516,46,-496,380,0,-378,75,0,-78,0,0,0,0,18,34,0,0,0,119,0,-132,0,0,0,0,0,0,1418,1739,262
2021-01-02,12,180,139,-41,0,0,6,0,1000,1073,89,44,-45,0,685,638,1074,46,-1025,52,0,-73,0,0,-1,0,0,0,0,18,32,0,0,0,178,0,-185,0,0,0,0,0,0,1573,1932,379
2021-01-02,13,198,177,-23,0,0,6,0,1000,1050,145,65,-76,0,877,822,1163,46,-1122,380,0,-369,0,0,-1,0,0,0,0,18,37,0,0,0,178,0,-186,0,0,0,0,0,0,2064,2183,138
2021-01-02,14,97,119,6,0,0,6,0,1000,1116,94,65,-33,0,774,713,1229,46,-1172,380,0,-382,0,0,-1,0,0,0,0,18,37,0,0,0,178,0,-188,0,0,0,0,0,0,1978,2022,102
2021-01-02,15,102,119,25,0,0,6,0,960,956,68,65,-9,0,439,493,621,46,-592,380,0,-382,0,0,0,0,0,0,0,18,33,0,0,0,178,0,-188,0,0,0,0,0,0,1349,1647,342
2021-01-02,16,46,96,41,0,0,6,0,1000,984,0,49,46,0,494,557,767,46,-729,380,0,-382,0,0,-1,0,0,0,0,18,36,0,0,0,178,0,-189,0,0,0,0,0,0,1371,1703,369
2021-01-02,17,48,96,45,0,0,6,0,1000,976,0,44,39,0,822,838,1229,46,-1181,380,0,-382,75,0,-79,0,0,0,0,18,36,0,0,0,178,0,-186,0,0,0,0,0,0,1910,2026,112
2021-01-02,18,0,54,45,0,0,6,0,1000,868,0,44,40,0,813,924,1259,45,-1216,380,0,-382,75,0,-79,0,0,0,0,18,42,0,0,0,178,0,-189,0,0,0,0,0,0,1892,1974,59
2021-01-02,19,0,15,27,0,0,6,0,950,807,0,76,77,0,772,911,1259,46,-1217,380,0,-381,75,0,-79,0,0,0,0,18,35,0,0,0,178,0,-188,0,0,0,0,0,0,1892,1877,-2
2021-01-02,20,0,0,-9,0,0,6,0,1000,925,0,85,80,0,822,883,1259,46,-1216,380,0,-380,75,0,-79,0,0,0,0,18,38,0,0,0,178,0,-188,0,0,0,0,0,0,1892,1971,60
2021-01-02,21,0,19,6,0,0,6,0,991,769,0,79,81,0,707,935,1259,46,-1216,380,0,-380,75,0,-79,0,0,0,0,18,34,0,0,0,178,0,-189,0,0,0,0,0,0,1892,1860,-33
2021-01-02,22,26,0,-10,0,0,6,0,1000,808,0,0,2,0,872,999,1259,46,-1214,380,0,-379,75,0,-79,0,0,0,0,18,33,0,0,0,178,0,-188,0,0,0,0,0,0,1918,1936,-22
2021-01-02,23,14,69,38,0,0,6,0,717,670,0,39,36,0,826,929,1229,46,-1187,380,0,-379,75,0,-78,0,0,0,0,18,36,0,0,0,178,0,-188,0,0,0,0,0,0,1876,1715,-117
2021-01-02,24,104,54,-52,0,0,6,0,1000,857,0,127,120,0,822,914,1165,46,-1124,380,0,-378,75,0,-79,0,0,0,0,18,34,0,0,0,178,0,-177,0,0,0,0,0,0,1902,2067,121
2021-01-03,1,104,96,-16,0,0,5,0,1000,953,0,56,54,0,644,656,1229,51,-1180,380,0,-378,0,0,-2,0,0,0,0,13,35,0,0,0,0,0,1,0,0,0,0,0,0,1713,1860,128
2021-01-03,2,135,137,6,0,0,5,0,1000,1051,6,59,52,0,851,792,1229,51,-1168,132,0,-131,0,0,-1,0,0,0,0,13,33,0,0,0,0,0,-1,0,0,0,0,0,0,1502,2111,638
2021-01-03,3,168,176,-6,0,0,5,0,1000,1057,0,49,48,0,735,713,607,51,-572,380,0,-375,0,0,-1,0,0,0,0,13,34,0,0,0,0,0,1,0,0,0,0,0,0,1155,2024,904
2021-01-03,4,188,192,-3,0,0,5,0,1000,1058,53,75,25,0,903,782,734,51,-677,380,0,-378,0,0,-1,0,0,0,0,13,32,0,0,0,0,0,0,0,0,0,0,0,0,1355,2234,843
2021-01-03,5,199,206,-1,0,0,5,0,1000,1057,31,55,26,0,505,434,559,51,-509,0,0,-7,0,0,-1,0,0,0,0,13,33,0,0,0,0,0,-5,0,0,0,0,0,0,789,1830,1032
2021-01-03,6,180,189,6,0,0,5,0,1000,993,62,65,7,0,855,882,498,51,-454,372,0,-373,0,0,-1,0,0,0,0,13,35,0,0,0,178,0,-183,0,0,0,0,0,0,1290,2173,917
2021-01-03,7,175,180,2,0,0,5,0,1000,951,129,49,-73,0,920,992,700,51,-646,380,0,-378,0,0,-1,0,0,0,0,13,35,0,0,0,178,0,-183,0,0,0,0,0,0,1562,2213,704
2021-01-03,8,192,212,14,0,0,6,0,1000,980,129,49,-78,0,795,909,710,51,-653,380,0,-378,0,0,-1,0,0,0,0,13,38,0,0,0,178,0,-183,0,0,0,0,0,0,1589,2120,654
2021-01-03,9,263,253,4,0,0,6,0,958,957,100,65,-32,0,762,845,498,51,-461,380,0,-378,0,0,-1,0,0,0,0,13,36,0,0,0,178,0,-182,0,0,0,0,0,0,1419,2102,794
2021-01-03,10,248,192,-52,0,0,6,0,1000,866,96,16,-75,0,966,1098,993,51,-940,380,0,-377,0,0,-1,0,0,0,0,13,35,0,0,0,178,0,-182,0,0,0,0,0,0,1895,2238,378
2021-01-03,11,233,223,-9,0,0,6,0,999,845,96,16,-74,0,1011,1106,1259,51,-1209,380,0,-377,0,0,-1,0,0,0,0,13,38,0,0,0,178,0,-183,0,0,0,0,0,0,2146,2313,142
2021-01-03,12,175,192,17,0,0,6,0,1000,832,140,60,-77,0,997,1190,1259,51,-1211,380,0,-377,0,0,-1,0,0,0,0,13,34,0,0,0,178,0,-183,0,0,0,0,0,0,2132,2313,230
2021-01-03,13,184,187,10,0,0,5,0,1000,836,140,60,-76,0,1053,1173,1229,83,-1152,380,0,-376,0,0,-1,0,0,0,0,13,31,0,0,0,178,0,-183,0,0,0,0,0,0,2111,2396,267
2021-01-03,14,88,107,24,0,0,5,0,1000,994,140,60,-76,0,863,912,1259,83,-1179,380,0,-376,0,0,-1,0,0,0,0,13,33,0,0,0,178,0,-183,0,0,0,0,0,0,2045,2126,153
2021-01-03,15,7,96,71,0,0,5,0,1000,1103,140,60,-81,0,1011,959,1259,83,-1179,380,0,-376,0,0,-1,0,0,0,0,13,35,0,0,0,178,0,-182,0,0,0,0,0,0,1964,2263,354
2021-01-03,16,20,86,65,0,0,4,0,1000,1071,70,16,-52,0,877,897,1259,66,-1195,380,0,-377,0,0,0,0,0,0,0,13,35,0,0,0,178,0,-183,0,0,0,0,0,0,1907,2058,265
2021-01-03,17,0,37,41,0,0,5,0,748,815,0,0,-4,0,1107,1010,1229,51,-1185,142,0,-138,0,0,0,0,0,0,0,13,35,0,0,0,178,0,-183,0,0,0,0,0,0,1549,1956,396
2021-01-03,18,0,0,10,0,0,5,0,655,752,0,0,-4,0,1387,1265,1259,50,-1213,380,0,-373,75,0,-77,0,0,0,0,13,41,0,0,0,178,0,-183,0,0,0,0,0,0,1892,2105,223
2021-01-03,19,0,32,27,0,0,5,0,888,951,0,66,58,0,1352,1245,1229,51,-1179,380,0,-380,75,0,-78,0,0,0,0,13,36,0,0,0,178,0,-183,0,0,0,0,0,0,1862,2402,502
2021-01-03,20,0,68,66,0,0,5,0,1000,986,0,29,35,0,1012,988,1202,51,-1153,380,0,-380,75,0,-78,0,0,0,0,13,33,0,0,0,178,0,-183,0,0,0,0,0,0,1835,2173,319
2021-01-03,21,0,68,65,0,0,5,0,1000,946,0,26,27,0,815,816,1144,51,-1105,380,0,-380,75,0,-78,0,0,0,0,13,37,0,0,0,178,0,-183,0,0,0,0,0,0,1777,1973,150
2021-01-03,22,0,32,18,0,0,5,0,896,726,0,67,49,0,750,919,1259,51,-1210,380,0,-380,75,0,-78,0,0,0,0,13,34,0,0,0,178,0,-183,0,0,0,0,0,0,1892,1809,-100
2021-01-03,23,0,0,-9,0,0,5,0,822,695,0,64,62,0,730,847,1229,51,-1184,380,0,-381,75,0,-78,0,0,0,0,13,29,0,0,0,178,0,-182,0,0,0,0,0,0,1862,1680,-196
2021-01-03,24,104,54,-55,0,0,5,0,970,808,0,130,124,0,930,1035,1229,51,-1183,380,0,-381,75,0,-77,0,0,0,0,13,31,0,0,0,178,0,-182,0,0,0,0,0,0,1966,2148,125
2021-01-04,1,103,54,-57,0,0,4,0,942,762,0,65,63,0,780,999,1229,42,-1185,380,0,-381,0,0,-1,0,0,0,0,10,33,0,0,0,178,0,-183,0,0,0,0,0,0,1890,1893,54
2021-01-04,2,103,96,-12,0,0,4,0,1000,841,0,106,83,0,913,1095,1026,42,-988,380,0,-381,0,0,-1,0,0,0,0,10,30,0,0,0,178,0,-172,0,0,0,0,0,0,1687,2167,499
2021-01-04,3,219,220,10,0,0,4,0,1000,916,0,59,56,0,923,965,990,47,-940,380,0,-381,0,0,-1,0,0,0,0,10,29,0,0,0,0,0,-10,0,0,0,0,0,0,1589,2259,648
2021-01-04,4,219,221,3,0,0,4,0,1000,1049,104,109,6,0,1112,1052,654,47,-578,380,0,-381,0,0,-1,0,0,0,0,10,30,0,0,0,178,0,-184,0,0,0,0,0,0,1535,2499,1000
2021-01-04,5,255,249,-14,0,0,4,0,1000,1005,31,49,19,0,1049,1092,324,47,-293,380,0,-381,0,0,-1,0,0,0,0,10,26,0,0,0,178,0,-170,0,0,0,0,0,0,1168,2404,1287
2021-01-04,6,254,263,5,0,0,4,0,1000,901,133,75,-56,0,1118,1169,642,47,-607,380,0,-381,0,0,-1,0,0,0,0,10,31,0,0,0,0,0,-11,0,0,0,0,0,0,1409,2513,1054
2021-01-04,7,198,221,17,0,0,4,0,1000,937,145,65,-75,0,1315,1395,1233,47,-1182,380,0,-381,0,0,-1,0,0,0,0,10,34,0,0,0,178,0,-185,0,0,0,0,0,0,2134,2658,563
2021-01-04,8,96,96,1,0,0,5,0,1000,846,0,65,38,0,615,871,1229,47,-1187,380,0,-381,0,0,-1,0,0,0,0,10,38,0,0,0,78,0,-185,0,0,0,0,0,0,1783,1833,45
2021-01-04,9,35,86,37,0,0,5,0,1000,947,0,45,48,0,731,727,1229,47,-1183,380,0,-381,0,0,0,0,0,0,0,10,42,0,0,0,178,0,-186,0,0,0,0,0,0,1822,1919,56
2021-01-04,10,53,122,47,0,0,5,0,1000,1046,0,29,31,0,742,643,1144,47,-1103,380,0,-380,75,0,-78,0,0,0,0,10,35,0,0,0,178,0,-185,0,0,0,0,0,0,1830,1950,61
2021-01-04,11,90,142,60,0,0,4,0,1000,1140,0,45,46,0,625,503,1259,47,-1214,274,0,-280,75,0,-77,0,0,0,0,10,35,0,0,0,178,0,-184,0,0,0,0,0,0,1876,1869,33
2021-01-04,12,14,122,79,0,0,4,0,1000,1079,70,59,-5,0,604,535,1259,47,-1218,380,0,-380,75,0,-78,0,0,0,0,10,38,0,0,0,178,0,-185,0,0,0,0,0,0,1976,1842,-131
2021-01-04,13,139,122,17,0,0,4,0,1000,1172,40,69,27,0,717,563,1259,47,-1217,380,0,-381,75,0,-78,0,0,0,0,10,40,0,0,0,178,0,-188,0,0,0,0,0,0,2071,1965,-41
2021-01-04,14,93,137,24,0,0,4,0,1000,979,0,49,47,0,687,704,1259,47,-1217,380,0,-381,75,0,-77,0,0,0,0,10,36,0,0,0,178,0,-187,0,0,0,0,0,0,1985,1930,-68
2021-01-04,15,113,137,26,0,0,4,0,1000,1075,0,69,66,0,897,898,1259,47,-1217,380,0,-381,75,0,-77,0,0,0,0,10,31,0,0,0,178,0,-187,0,0,0,0,0,0,2005,2160,238
2021-01-04,16,0,54,58,0,0,4,0,1000,1000,0,45,45,0,947,1001,1259,47,-1217,380,0,-382,75,0,-77,0,0,0,0,10,32,0,0,0,178,0,-188,0,0,0,0,0,0,1892,2103,276
2021-01-04,17,0,54,42,0,0,4,0,1000,981,0,44,42,0,1231,1220,1259,47,-1217,380,0,-382,75,0,-77,0,0,0,0,10,33,0,0,0,178,0,-188,0,0,0,0,0,0,1892,2386,458
2021-01-04,18,55,0,-40,0,0,5,1,903,998,1,0,8,0,1379,1286,1259,41,-1225,380,0,-382,75,0,-77,0,0,0,0,10,35,0,0,0,178,0,-188,0,0,0,0,0,0,1949,2333,420
2021-01-04,19,0,0,-12,0,0,5,0,1000,1122,0,60,56,0,1297,1191,1259,42,-1223,380,0,-382,75,0,-77,0,0,0,0,10,33,0,0,0,178,0,-188,0,0,0,0,0,0,1892,2409,525
2021-01-04,20,0,23,15,0,0,5,0,1000,1006,0,76,68,0,785,902,1259,47,-1217,380,0,-382,75,0,-77,0,0,0,0,10,36,0,0,0,178,0,-188,0,0,0,0,0,0,1892,1941,168
2021-01-04,21,0,0,-6,0,0,5,0,1000,1010,0,64,59,0,745,755,1259,47,-1218,380,0,-382,75,0,-77,0,0,0,0,10,37,0,0,0,178,0,-188,0,0,0,0,0,0,1892,1866,-5
2021-01-04,22,0,22,8,0,0,5,0,981,1044,0,77,69,0,895,797,1259,47,-1213,380,0,-382,75,0,-77,0,0,0,0,10,37,0,0,0,178,0,-188,0,0,0,0,0,0,1892,2032,100
2021-01-04,23,0,0,-5,0,0,4,0,1000,1035,0,83,76,0,917,816,1094,47,-1053,293,0,-280,0,0,-3,0,0,0,0,10,33,0,0,0,178,0,-188,0,0,0,0,0,0,1565,2057,435
2021-01-04,24,103,103,-6,0,0,4,0,1000,1024,5,0,0,0,1061,1091,1140,47,-1094,380,0,-381,75,0,-57,0,0,0,0,10,34,0,0,0,178,0,-188,0,0,0,0,0,0,1881,2221,427
2021-01-05,1,243,201,-45,0,0,4,0,950,1042,129,49,-71,0,937,888,1158,46,-1104,389,0,-381,70,0,-79,0,0,0,0,18,33,0,0,0,178,0,-187,0,0,0,0,0,0,2167,2201,100
2021-01-05,2,243,263,14,0,0,4,0,1000,1186,145,65,-78,0,887,778,462,46,-519,389,0,-381,70,0,-69,0,0,0,0,18,31,0,0,0,178,0,-188,0,0,0,0,0,0,1487,2279,778
2021-01-05,3,243,275,19,0,0,4,0,1000,1141,120,59,-76,0,977,805,562,46,-521,389,0,-381,0,0,0,0,0,0,0,18,34,0,0,0,178,0,-188,0,0,0,0,0,0,1492,2375,837
2021-01-05,4,103,137,26,0,0,4,0,975,1152,145,65,-69,0,1212,974,759,46,-710,389,0,-381,0,0,0,0,0,0,0,18,33,0,0,0,178,0,-189,0,0,0,0,0,0,1574,2453,840
2021-01-05,5,140,211,49,0,0,5,0,1000,1057,129,49,-82,0,1314,1205,759,46,-716,389,0,-381,0,0,0,0,0,0,0,18,32,0,0,0,178,0,-187,0,0,0,0,0,0,1595,2638,982
2021-01-05,6,123,140,23,0,0,5,0,1000,961,125,45,-78,0,1105,1178,841,51,-800,389,0,-380,0,0,0,0,0,0,0,18,39,0,0,0,178,0,-188,0,0,0,0,0,0,1656,2359,760
2021-01-05,7,175,254,41,0,0,5,0,1000,881,145,65,-77,0,925,1087,1281,51,-1242,389,0,-380,0,0,0,0,0,0,0,18,39,0,0,0,178,0,-187,0,0,0,0,0,0,2168,2313,167
2021-01-05,8,175,217,47,0,0,5,0,1000,819,129,49,-75,0,640,786,1229,51,-1175,389,0,-381,0,0,0,0,0,0,0,18,37,0,0,0,178,0,-188,0,0,0,0,0,0,2100,1975,-125
2021-01-05,9,77,169,57,0,0,5,0,1000,942,139,59,-81,0,457,464,1229,51,-1173,389,0,-381,0,0,0,0,0,0,0,18,40,0,0,0,178,0,-187,0,0,0,0,0,0,2012,1754,-314
2021-01-05,10,175,237,33,0,0,5,0,950,1045,122,59,-60,0,500,431,1281,51,-1223,389,0,-381,0,0,0,0,0,0,0,18,42,0,0,0,178,0,-187,0,0,0,0,0,0,2145,1815,-295
2021-01-05,11,275,206,-46,0,0,5,0,895,1032,90,69,-24,0,550,457,1281,51,-1224,389,0,-381,0,0,0,0,0,0,0,18,36,0,0,0,178,0,-187,0,0,0,0,0,0,2213,1789,-332
2021-01-05,12,275,116,-152,0,0,5,0,1000,966,111,89,-18,0,615,663,1281,51,-1222,389,0,-381,0,0,0,0,0,0,0,18,35,0,0,0,178,0,-187,0,0,0,0,0,0,2234,1889,-291
2021-01-05,13,214,116,-108,0,0,5,0,906,928,71,85,12,0,540,471,1234,46,-1186,389,0,-382,0,0,0,0,0,0,0,18,34,0,0,0,178,0,-187,0,0,0,0,0,0,2086,1711,-413
2021-01-05,14,153,169,11,0,0,5,0,906,955,0,39,35,0,669,601,1275,46,-1222,389,0,-381,0,0,0,0,0,0,0,18,35,0,0,0,178,0,-186,0,0,0,0,0,0,1995,1847,-147
2021-01-05,15,0,42,43,0,0,4,0,802,878,0,56,57,0,810,723,1269,51,-1212,389,0,-382,0,0,0,0,0,0,0,18,41,0,0,0,178,0,-187,0,0,0,0,0,0,1836,1779,-35
2021-01-05,16,0,0,13,0,0,5,0,856,903,0,76,72,0,877,862,1281,51,-1220,389,0,-382,0,0,0,0,0,0,0,18,46,0,0,0,178,0,-187,0,0,0,0,0,0,1848,1878,112
2021-01-05,17,0,0,-2,0,0,5,0,757,777,0,60,57,0,1100,1023,1281,51,-1227,389,0,-383,0,0,0,0,0,0,0,18,39,0,0,0,178,0,-187,0,0,0,0,0,0,1848,1986,102
2021-01-05,18,145,0,-123,0,0,5,1,857,804,1,0,8,0,1100,1143,1281,51,-1226,389,0,-383,0,0,0,0,0,0,0,18,48,0,0,0,178,0,-188,0,0,0,0,0,0,1995,2026,88
2021-01-05,19,150,0,-154,0,0,6,0,950,1031,0,61,55,0,1084,1060,1281,51,-1222,389,0,-382,0,0,4,0,0,0,0,18,42,0,0,0,178,0,-187,0,0,0,0,0,0,1998,2164,253
2021-01-05,20,0,0,-16,0,0,6,0,995,905,0,60,57,0,996,1087,1281,51,-1222,389,0,-382,0,0,5,0,0,0,0,18,42,0,0,0,178,0,-187,0,0,0,0,0,0,1848,2120,295
